Age;Workclass;Fnlwgt;Education;Education-num;Marital-status;Occupation;Relationship;Race;Sex;Capital-gain;Capital-loss;Hours-per-week;Native-country;Salary
23;Center;39603;*;10;Single;Technical;*;*;*;0;0;40;*;*
31;Center;123037;*;10;Single;Technical;*;*;*;0;0;13;*;*
34;Center;252529;*;13;Single;Technical;*;*;*;0;0;48;*;*
65;Center;325089;*;6;Single;Technical;*;*;*;0;0;40;*;*
37;Center;419053;*;9;Single;Technical;*;*;*;0;0;40;*;*
27;Center;280618;*;14;Single;Technical;*;*;*;0;0;40;*;*
29;Center;147256;*;12;Single;Technical;*;*;*;0;0;40;*;*
50;Center;96657;*;13;Single;Technical;*;*;*;0;0;40;*;*
42;Center;404573;*;15;Single;Technical;*;*;*;0;0;40;*;*
39;Center;257175;*;13;Single;Technical;*;*;*;0;625;40;*;*
35;Center;205584;*;3;Single;Technical;*;*;*;0;0;40;*;*
40;Center;118686;*;13;Single;Technical;*;*;*;0;0;45;*;*
44;Center;102238;*;9;Single;Technical;*;*;*;0;0;40;*;*
53;Center;167410;*;13;Single;Technical;*;*;*;0;0;40;*;*
24;Center;61737;*;13;Single;Technical;*;*;*;0;0;40;*;*
27;Center;431637;*;15;Single;Technical;*;*;*;0;0;70;*;*
30;Center;193380;*;13;Single;Technical;*;*;*;0;0;35;*;*
43;Center;159449;*;9;Single;Technical;*;*;*;0;0;40;*;*
44;Center;55395;*;9;Single;Technical;*;*;*;0;0;40;*;*
44;Center;206553;*;11;Single;Technical;*;*;*;0;0;40;*;*
44;Center;306440;*;9;Single;Technical;*;*;*;0;0;40;*;*
43;Center;211763;*;16;Single;Technical;*;*;*;0;0;24;*;*
49;Center;194895;*;13;Single;Technical;*;*;*;0;0;40;*;*
22;Center;274103;*;13;Single;Technical;*;*;*;0;0;10;*;*
43;Center;222978;*;16;Single;Technical;*;*;*;0;0;40;*;*
26;Center;169323;*;14;Single;Technical;*;*;*;0;0;40;*;*
26;Center;287420;*;13;Single;Technical;*;*;*;0;0;60;*;*
24;Center;211049;*;4;Single;Technical;*;*;*;0;0;20;*;*
25;Center;50053;*;13;Single;Technical;*;*;*;0;0;45;*;*
32;Center;177216;*;13;Single;Technical;*;*;*;0;0;40;*;*
40;Center;112388;*;14;Single;Technical;*;*;*;0;0;40;*;*
35;Center;185053;*;13;Single;Technical;*;*;*;0;0;40;*;*
33;Center;306309;*;14;Single;Technical;*;*;*;0;0;50;*;*
34;Center;171216;*;13;Single;Technical;*;*;*;0;0;50;*;*
21;Center;337766;*;10;Single;Technical;*;*;*;0;0;20;*;*
36;Center;210830;*;14;Single;Technical;*;*;*;0;0;30;*;*
21;Center;39236;*;10;Single;Technical;*;*;*;0;0;8;*;*
40;Center;151038;*;13;Single;Technical;*;*;*;0;0;40;*;*
23;Center;170091;*;10;Single;Technical;*;*;*;0;0;6;*;*
44;Center;87282;*;13;Single;Technical;*;*;*;0;0;38;*;*
55;Center;264834;*;13;Single;Technical;*;*;*;0;0;40;*;*
34;Center;98995;*;11;Single;Technical;*;*;*;0;0;40;*;*
43;Center;72887;*;13;Single;Technical;*;*;*;0;0;40;*;*
35;Center;103214;*;16;Single;Technical;*;*;*;0;0;60;*;*
64;Center;269512;*;13;Single;Technical;*;*;*;0;0;40;*;*
41;Center;88913;*;12;Single;Technical;*;*;*;0;0;36;*;*
26;Center;52322;*;13;Single;Technical;*;*;*;0;0;60;*;*
28;Center;281860;*;13;Single;Technical;*;*;*;0;0;40;*;*
40;Center;26598;*;13;Single;Technical;*;*;*;0;0;40;*;*
38;Center;37683;*;15;Single;Technical;*;*;*;99999;0;57;*;*
62;Center;101475;*;12;Single;Technical;*;*;*;0;0;40;*;*
20;Center;126822;*;10;Single;Technical;*;*;*;0;0;15;*;*
24;Center;390867;*;14;Single;Technical;*;*;*;0;0;40;*;*
21;Center;41183;*;10;Single;Technical;*;*;*;0;0;20;*;*
30;Center;49593;*;15;Single;Technical;*;*;*;0;0;40;*;*
29;Center;59932;*;13;Single;Technical;*;*;*;0;0;40;*;*
53;Center;177212;*;10;Single;Technical;*;*;*;0;0;40;*;*
43;Center;92775;*;11;Single;Technical;*;*;*;0;0;40;*;*
43;Center;115005;*;9;Single;Technical;*;*;*;0;0;40;*;*
26;Center;147719;*;13;Single;Technical;*;*;*;0;0;20;*;*
29;Center;196912;*;13;Single;Technical;*;*;*;0;0;40;*;*
44;Center;161240;*;9;Single;Technical;*;*;*;0;0;40;*;*
73;Center;127858;*;10;Single;Technical;*;*;*;3273;0;40;*;*
34;Center;221966;*;13;Single;Technical;*;*;*;0;0;45;*;*
41;Center;129865;*;9;Single;Technical;*;*;*;0;0;40;*;*
51;Center;172022;*;14;Single;Technical;*;*;*;0;0;40;*;*
20;Center;178517;*;10;Single;Technical;*;*;*;0;0;40;*;*
21;Center;196827;*;12;Single;Technical;*;*;*;0;0;10;*;*
58;Center;30111;*;10;Single;Technical;*;*;*;0;0;40;*;*
52;Center;314627;*;14;Single;Technical;*;*;*;0;0;40;*;*
36;Center;77146;*;14;Single;Technical;*;*;*;0;0;40;*;*
60;Center;237317;*;11;Single;Technical;*;*;*;4934;0;40;*;*
46;Center;46537;*;14;Single;Technical;*;*;*;0;0;40;*;*
43;Center;105936;*;11;Single;Technical;*;*;*;13550;0;40;*;*
34;Center;345259;*;16;Single;Technical;*;*;*;0;0;99;*;*
58;Center;244830;*;13;Single;Technical;*;*;*;4787;0;40;*;*
36;Center;36397;*;13;Single;Technical;*;*;*;0;0;55;*;*
41;Center;106982;*;10;Single;Technical;*;*;*;0;0;40;*;*
32;Center;169583;*;16;Single;Technical;*;*;*;0;0;70;*;*
27;Center;142621;*;13;Single;Technical;*;*;*;4101;0;40;*;*
51;Center;217647;*;10;Single;Technical;*;*;*;0;0;40;*;*
24;Center;147719;*;14;Single;Technical;*;*;*;0;0;20;*;*
31;Center;55849;*;10;Single;Technical;*;*;*;0;0;40;*;*
30;Center;164552;*;13;Single;Technical;*;*;*;0;1876;40;*;*
24;Center;154432;*;13;Single;Technical;*;*;*;0;0;35;*;*
57;Center;111224;*;13;Single;Technical;*;*;*;0;0;39;*;*
53;Center;186087;*;9;Single;Technical;*;*;*;0;0;40;*;*
32;Center;481096;*;3;Single;Technical;*;*;*;0;0;10;*;*
29;Center;41013;*;15;Single;Technical;*;*;*;0;0;55;*;*
36;Center;323726;*;10;Single;Technical;*;*;*;0;0;40;*;*
55;Center;169133;*;13;Single;Technical;*;*;*;0;0;40;*;*
24;Center;42251;*;13;Single;Technical;*;*;*;0;0;30;*;*
50;Center;161075;*;9;Single;Technical;*;*;*;0;0;40;*;*
35;Center;225385;*;9;Single;Technical;*;*;*;0;0;40;*;*
35;Center;23892;*;9;Single;Technical;*;*;*;0;0;40;*;*
25;Center;152503;*;10;Single;Technical;*;*;*;0;0;40;*;*
49;Center;247378;*;10;Single;Technical;*;*;*;0;0;20;*;*
23;Center;53245;*;13;Single;Technical;*;*;*;0;0;40;*;*
45;Center;190406;*;15;Single;Technical;*;*;*;25236;0;36;*;*
30;Center;43953;*;12;Single;Technical;*;*;*;0;0;40;*;*
36;Center;205555;*;15;Single;Technical;*;*;*;0;0;40;*;*
38;Center;190174;*;9;Single;Technical;*;*;*;0;0;40;*;*
27;Center;346406;*;13;Single;Technical;*;*;*;0;0;50;*;*
23;Center;287988;*;13;Single;Technical;*;*;*;10520;0;40;*;*
33;Center;243678;*;10;Single;Technical;*;*;*;0;0;40;*;*
61;Center;197311;*;14;Single;Technical;*;*;*;0;0;40;*;*
40;Center;406463;*;14;Single;Technical;*;*;*;0;0;40;*;*
23;Center;173945;*;13;Single;Technical;*;*;*;0;0;27;*;*
53;Center;221791;*;9;Single;Technical;*;*;*;0;0;40;*;*
23;Center;96748;*;10;Single;Technical;*;*;*;0;0;10;*;*
53;Center;195922;*;14;Single;Technical;*;*;*;0;0;40;*;*
34;Center;112062;*;14;Single;Technical;*;*;*;0;0;40;*;*
35;Center;194828;*;10;Single;Technical;*;*;*;0;0;40;*;*
45;Center;208049;*;9;Single;Technical;*;*;*;0;0;40;*;*
68;Center;422013;*;9;Single;Technical;*;*;*;0;3683;40;*;*
57;Center;170066;*;11;Single;Technical;*;*;*;0;0;40;*;*
31;Center;126501;*;11;Single;Technical;*;*;*;0;0;40;*;*
56;Center;67662;*;14;Single;Technical;*;*;*;0;0;39;*;*
29;Center;119848;*;13;Single;Technical;*;*;*;0;0;40;*;*
54;Center;166774;*;14;Single;Technical;*;*;*;0;0;45;*;*
37;Center;143547;*;13;Single;Technical;*;*;*;0;0;40;*;*
50;Center;45961;*;13;Single;Technical;*;*;*;6849;0;40;*;*
41;Center;187322;*;13;Single;Technical;*;*;*;0;0;40;*;*
39;Center;235379;*;12;Single;Technical;*;*;*;0;0;40;*;*
42;Center;39239;*;14;Single;Technical;*;*;*;0;0;70;*;*
22;Center;201569;*;13;Single;Technical;*;*;*;0;0;20;*;*
29;Center;245310;*;10;Single;Technical;*;*;*;0;0;35;*;*
29;Center;214284;*;14;Single;Technical;*;*;*;0;0;20;*;*
39;Center;218249;*;10;Single;Technical;*;*;*;0;0;37;*;*
37;Center;252939;*;11;Single;Technical;*;*;*;5455;0;40;*;*
72;Center;94242;*;10;Single;Technical;*;*;*;0;0;16;*;*
37;Center;108293;*;12;Single;Technical;*;*;*;0;0;38;*;*
27;Center;205499;*;16;Single;Technical;*;*;*;0;0;77;*;*
39;Center;183092;*;16;Single;Technical;*;*;*;0;0;40;*;*
21;Center;24008;*;10;Single;Technical;*;*;*;0;0;35;*;*
31;Center;113688;*;9;Single;Technical;*;*;*;0;0;40;*;*
57;Center;283635;*;10;Single;Technical;*;*;*;0;0;40;*;*
31;Center;63704;*;13;Single;Technical;*;*;*;0;0;40;*;*
23;Center;368739;*;13;Single;Technical;*;*;*;0;0;40;*;*
46;Center;199925;*;13;Single;Technical;*;*;*;0;0;40;*;*
31;Center;78291;*;13;Single;Technical;*;*;*;0;0;40;*;*
58;Center;243929;*;13;Single;Technical;*;*;*;0;0;48;*;*
21;Center;56582;*;10;Single;Technical;*;*;*;0;0;10;*;*
27;Center;312692;*;13;Single;Technical;*;*;*;0;0;12;*;*
30;Center;319280;*;10;Single;Technical;*;*;*;0;0;40;*;*
48;Center;120131;*;9;Single;Technical;*;*;*;8614;0;40;*;*
62;Center;265201;*;13;Single;Technical;*;*;*;0;0;40;*;*
57;Center;19520;*;16;Single;Technical;*;*;*;0;0;50;*;*
39;Center;171482;*;13;Single;Technical;*;*;*;0;0;40;*;*
41;Center;58930;*;13;Single;Technical;*;*;*;0;0;40;*;*
25;Center;295912;*;10;Single;Technical;*;*;*;0;0;20;*;*
44;Center;29591;*;13;Single;Technical;*;*;*;0;2258;40;*;*
51;Center;42017;*;10;Single;Technical;*;*;*;0;0;40;*;*
29;Center;106972;*;14;Single;Technical;*;*;*;0;0;35;*;*
18;Center;201686;*;7;Single;Technical;*;*;*;0;0;4;*;*
28;Center;298661;*;13;Single;Technical;*;*;*;0;0;40;*;*
24;Center;43475;*;13;Single;Technical;*;*;*;0;0;40;*;*
32;Center;513416;*;14;Single;Technical;*;*;*;0;0;10;*;*
19;Center;144429;*;10;Single;Technical;*;*;*;0;0;10;*;*
27;Center;122660;*;13;Single;Technical;*;*;*;0;0;40;*;*
27;Center;271328;*;13;Single;Technical;*;*;*;0;0;60;*;*
27;Center;192355;*;13;Single;Technical;*;*;*;0;0;50;*;*
40;Center;50093;*;14;Single;Technical;*;*;*;0;0;20;*;*
39;Center;126336;*;9;Single;Technical;*;*;*;0;0;40;*;*
26;Center;171928;*;11;Single;Technical;*;*;*;0;0;50;*;*
43;Center;241506;*;13;Single;Technical;*;*;*;1506;0;36;*;*
76;Center;25319;*;14;Single;Technical;*;*;*;0;0;15;*;*
37;Center;117651;*;13;Single;Technical;*;*;*;0;0;40;*;*
62;Center;202056;*;13;Single;Technical;*;*;*;14084;0;40;*;*
43;Center;27661;*;14;Single;Technical;*;*;*;0;0;45;*;*
32;Center;190577;*;13;Single;Technical;*;*;*;0;0;40;*;*
24;Center;257621;*;13;Single;Technical;*;*;*;0;0;20;*;*
38;Center;108293;*;14;Single;Technical;*;*;*;0;0;40;*;*
55;Center;294395;*;11;Single;Technical;*;*;*;6849;0;40;*;*
20;Center;215443;*;10;Single;Technical;*;*;*;0;0;38;*;*
46;Center;308077;*;15;Single;Technical;*;*;*;0;0;40;*;*
36;Center;166697;*;13;Single;Technical;*;*;*;0;0;40;*;*
39;Center;243872;*;12;Single;Technical;*;*;*;0;0;40;*;*
31;Center;484669;*;10;Single;Technical;*;*;*;0;0;40;*;*
28;Center;37250;*;13;Single;Technical;*;*;*;0;0;16;*;*
38;Center;506830;*;10;Single;Technical;*;*;*;0;0;40;*;*
46;Center;199725;*;11;Single;Technical;*;*;*;0;0;60;*;*
32;Center;131588;*;10;Single;Technical;*;*;*;0;0;20;*;*
47;Center;197332;*;13;Single;Technical;*;*;*;0;0;40;*;*
51;Center;198186;*;13;Single;Technical;*;*;*;0;0;40;*;*
46;Center;44706;*;13;Single;Technical;*;*;*;0;0;50;*;*
24;Center;215797;*;13;Single;Technical;*;*;*;0;0;40;*;*
37;Center;141029;*;14;Single;Technical;*;*;*;0;0;40;*;*
21;Center;181096;*;10;Single;Technical;*;*;*;0;0;20;*;*
43;Center;424094;*;16;Single;Technical;*;*;*;0;0;40;*;*
33;Center;173806;*;14;Single;Technical;*;*;*;0;0;30;*;*
37;Center;173780;*;10;Single;Technical;*;*;*;0;0;30;*;*
29;Center;106179;*;10;Single;Technical;*;*;*;0;1408;40;*;*
33;Center;150657;*;13;Single;Technical;*;*;*;0;0;40;*;*
36;Center;97136;*;13;Single;Technical;*;*;*;0;0;40;*;*
30;Center;111883;*;10;Single;Technical;*;*;*;0;0;40;*;*
37;Center;74163;*;13;Single;Technical;*;*;*;0;0;40;*;*
27;Center;291196;*;13;Single;Technical;*;*;*;0;0;40;*;*
31;Center;193565;*;14;Single;Technical;*;*;*;0;0;40;*;*
58;Center;72998;*;7;Single;Technical;*;*;*;14084;0;40;*;*
41;Center;100800;*;14;Single;Technical;*;*;*;0;0;35;*;*
42;Center;121265;*;14;Single;Technical;*;*;*;0;0;40;*;*
19;Center;261422;*;10;Single;Technical;*;*;*;0;0;40;*;*
66;Center;102640;*;9;Single;Technical;*;*;*;0;0;35;*;*
29;Center;201556;*;13;Single;Technical;*;*;*;0;0;50;*;*
55;Center;181641;*;10;Single;Technical;*;*;*;0;0;37;*;*
20;Center;158206;*;12;Single;Technical;*;*;*;0;0;30;*;*
45;Center;32186;*;13;Single;Technical;*;*;*;0;0;40;*;*
41;Center;175537;*;10;Single;Technical;*;*;*;0;0;38;*;*
25;Center;176077;*;14;Single;Technical;*;*;*;0;0;37;*;*
42;Center;212027;*;13;Single;Technical;*;*;*;0;0;40;*;*
57;Center;66504;*;15;Single;Technical;*;*;*;0;0;50;*;*
34;Center;44464;*;16;Single;Technical;*;*;*;0;0;60;*;*
26;Center;53903;*;9;Single;Technical;*;*;*;0;0;50;*;*
48;Center;78529;*;14;Single;Technical;*;*;*;0;0;60;*;*
22;Center;255575;*;12;Single;Technical;*;*;*;0;0;15;*;*
20;Center;214542;*;10;Single;Technical;*;*;*;0;0;40;*;*
43;Center;47818;*;13;Single;Technical;*;*;*;0;0;40;*;*
32;Center;386877;*;11;Single;Technical;*;*;*;4650;0;40;*;*
46;Center;327786;*;11;Single;Technical;*;*;*;3325;0;42;*;*
33;Center;101345;*;13;Single;Technical;*;*;*;0;0;40;*;*
28;Center;297735;*;15;Single;Technical;*;*;*;0;0;90;*;*
36;Center;89508;*;15;Single;Technical;*;*;*;0;0;40;*;*
44;Center;38434;*;14;Single;Technical;*;*;*;0;0;40;*;*
23;Center;136075;*;13;Single;Technical;*;*;*;0;0;32;*;*
31;Center;381645;*;13;Single;Technical;*;*;*;0;0;40;*;*
28;Center;381789;*;13;Single;Technical;*;*;*;0;0;50;*;*
41;Center;160467;*;14;Single;Technical;*;*;*;1506;0;40;*;*
28;Non-Government;338409;*;13;Couple;Technical;*;*;*;0;0;40;*;*
40;Non-Government;193524;*;16;Couple;Technical;*;*;*;0;0;60;*;*
49;Non-Government;193366;*;9;Couple;Technical;*;*;*;0;0;40;*;*
48;Non-Government;265477;*;12;Couple;Technical;*;*;*;0;0;40;*;*
31;Non-Government;507875;*;5;Couple;Technical;*;*;*;0;0;43;*;*
53;Non-Government;88506;*;13;Couple;Technical;*;*;*;0;0;40;*;*
24;Non-Government;172987;*;13;Couple;Technical;*;*;*;0;0;50;*;*
53;Non-Government;144361;*;9;Couple;Technical;*;*;*;0;0;38;*;*
47;Non-Government;51835;*;15;Couple;Technical;*;*;*;0;1902;60;*;*
43;Non-Government;237993;*;10;Couple;Technical;*;*;*;0;0;40;*;*
46;Non-Government;216666;*;3;Couple;Technical;*;*;*;0;0;40;*;*
30;Non-Government;188146;*;9;Couple;Technical;*;*;*;5013;0;40;*;*
42;Non-Government;116632;*;16;Couple;Technical;*;*;*;0;0;45;*;*
36;Non-Government;155537;*;9;Couple;Technical;*;*;*;0;0;40;*;*
79;Non-Government;124744;*;10;Couple;Technical;*;*;*;0;0;20;*;*
33;Non-Government;202051;*;14;Couple;Technical;*;*;*;0;0;50;*;*
57;Non-Government;249977;*;11;Couple;Technical;*;*;*;0;0;40;*;*
48;Non-Government;191277;*;16;Couple;Technical;*;*;*;0;1902;60;*;*
32;Non-Government;317660;*;9;Couple;Technical;*;*;*;7688;0;40;*;*
38;Non-Government;65324;*;15;Couple;Technical;*;*;*;0;0;40;*;*
38;Non-Government;120985;*;9;Couple;Technical;*;*;*;4386;0;35;*;*
43;Non-Government;56920;*;9;Couple;Technical;*;*;*;0;0;60;*;*
49;Non-Government;81973;*;10;Couple;Technical;*;*;*;0;0;40;*;*
61;Non-Government;66614;*;9;Couple;Technical;*;*;*;0;0;40;*;*
64;Non-Government;181232;*;7;Couple;Technical;*;*;*;0;2179;40;*;*
48;Non-Government;187715;*;9;Couple;Technical;*;*;*;0;0;46;*;*
33;Non-Government;37274;*;13;Couple;Technical;*;*;*;0;0;65;*;*
40;Non-Government;286370;*;4;Couple;Technical;*;*;*;0;0;40;*;*
31;Non-Government;99928;*;14;Couple;Technical;*;*;*;0;0;50;*;*
24;Non-Government;159567;*;10;Couple;Technical;*;*;*;0;0;40;*;*
47;Non-Government;120939;*;10;Couple;Technical;*;*;*;0;0;45;*;*
35;Non-Government;138992;*;14;Couple;Technical;*;*;*;7298;0;40;*;*
37;Non-Government;208358;*;9;Couple;Technical;*;*;*;0;0;40;*;*
60;Non-Government;85815;*;9;Couple;Technical;*;*;*;0;0;40;*;*
54;Non-Government;125417;*;4;Couple;Technical;*;*;*;0;0;40;*;*
45;Non-Government;109434;*;13;Couple;Technical;*;*;*;0;0;55;*;*
40;Non-Government;347890;*;13;Couple;Technical;*;*;*;0;0;40;*;*
40;Non-Government;207578;*;12;Couple;Technical;*;*;*;0;1977;60;*;*
41;Non-Government;112763;*;15;Couple;Technical;*;*;*;0;0;40;*;*
26;Non-Government;378322;*;7;Couple;Technical;*;*;*;0;0;40;*;*
33;Non-Government;222205;*;9;Couple;Technical;*;*;*;0;0;40;*;*
44;Non-Government;170924;*;10;Couple;Technical;*;*;*;7298;0;40;*;*
24;Non-Government;279472;*;10;Couple;Technical;*;*;*;7298;0;48;*;*
41;Non-Government;220531;*;15;Couple;Technical;*;*;*;0;0;60;*;*
50;Non-Government;193884;*;4;Couple;Technical;*;*;*;0;0;40;*;*
36;Non-Government;200352;*;13;Couple;Technical;*;*;*;0;0;45;*;*
22;Non-Government;399087;*;3;Couple;Technical;*;*;*;0;0;40;*;*
43;Non-Government;50356;*;10;Couple;Technical;*;*;*;0;1485;50;*;*
76;Non-Government;174309;*;14;Couple;Technical;*;*;*;0;0;10;*;*
43;Non-Government;187728;*;10;Couple;Technical;*;*;*;0;1887;50;*;*
38;Non-Government;296478;*;11;Couple;Technical;*;*;*;7298;0;40;*;*
40;Non-Government;96129;*;11;Couple;Technical;*;*;*;0;0;40;*;*
26;Non-Government;117125;*;5;Couple;Technical;*;*;*;0;0;40;*;*
62;Non-Government;270092;*;14;Couple;Technical;*;*;*;0;0;40;*;*
28;Non-Government;92262;*;9;Couple;Technical;*;*;*;0;0;40;*;*
45;Non-Government;256649;*;9;Couple;Technical;*;*;*;0;0;40;*;*
33;Non-Government;267404;*;9;Couple;Technical;*;*;*;0;0;40;*;*
25;Non-Government;344991;*;10;Couple;Technical;*;*;*;0;0;40;*;*
44;Non-Government;115562;*;10;Couple;Technical;*;*;*;0;0;40;*;*
46;Non-Government;317253;*;9;Couple;Technical;*;*;*;0;0;25;*;*
52;Non-Government;190762;*;2;Couple;Technical;*;*;*;0;0;40;*;*
33;Non-Government;208405;*;14;Couple;Technical;*;*;*;0;0;50;*;*
44;Non-Government;116632;*;10;Couple;Technical;*;*;*;0;0;40;*;*
51;Non-Government;56915;*;9;Couple;Technical;*;*;*;0;0;40;*;*
20;Non-Government;146538;*;9;Couple;Technical;*;*;*;0;0;40;*;*
45;Non-Government;197332;*;10;Couple;Technical;*;*;*;0;0;55;*;*
60;Non-Government;245062;*;9;Couple;Technical;*;*;*;0;0;40;*;*
40;Non-Government;72887;*;11;Couple;Technical;*;*;*;0;0;40;*;*
32;Non-Government;132601;*;13;Couple;Technical;*;*;*;0;0;50;*;*
30;Non-Government;118551;*;13;Couple;Technical;*;*;*;0;0;16;*;*
33;Non-Government;111746;*;12;Couple;Technical;*;*;*;0;0;45;*;*
43;Non-Government;170721;*;10;Couple;Technical;*;*;*;0;0;20;*;*
34;Non-Government;337587;*;10;Couple;Technical;*;*;*;0;0;50;*;*
34;Non-Government;108116;*;13;Couple;Technical;*;*;*;0;0;50;*;*
38;Non-Government;190387;*;9;Couple;Technical;*;*;*;0;0;50;*;*
44;Non-Government;202692;*;14;Couple;Technical;*;*;*;0;0;40;*;*
67;Non-Government;231559;*;15;Couple;Technical;*;*;*;20051;0;48;*;*
35;Non-Government;229328;*;9;Couple;Technical;*;*;*;0;0;40;*;*
35;Non-Government;54576;*;9;Couple;Technical;*;*;*;0;0;40;*;*
34;Non-Government;148291;*;9;Couple;Technical;*;*;*;0;0;32;*;*
47;Non-Government;264052;*;10;Couple;Technical;*;*;*;0;0;50;*;*
52;Non-Government;334273;*;13;Couple;Technical;*;*;*;0;0;60;*;*
51;Non-Government;95469;*;9;Couple;Technical;*;*;*;0;0;40;*;*
37;Non-Government;22463;*;11;Couple;Technical;*;*;*;0;1977;40;*;*
26;Non-Government;86646;*;10;Couple;Technical;*;*;*;0;0;45;*;*
59;Non-Government;199713;*;9;Couple;Technical;*;*;*;0;0;40;*;*
27;Non-Government;181659;*;9;Couple;Technical;*;*;*;0;0;40;*;*
52;Non-Government;25826;*;6;Couple;Technical;*;*;*;0;1887;47;*;*
31;Non-Government;168387;*;13;Couple;Technical;*;*;*;7688;0;40;*;*
42;Non-Government;214242;*;15;Couple;Technical;*;*;*;0;1902;50;*;*
51;Non-Government;410114;*;14;Couple;Technical;*;*;*;0;0;40;*;*
46;Non-Government;102388;*;15;Couple;Technical;*;*;*;15024;0;45;*;*
43;Non-Government;154374;*;10;Couple;Technical;*;*;*;15024;0;60;*;*
58;Non-Government;35723;*;9;Couple;Technical;*;*;*;0;0;60;*;*
52;Non-Government;289436;*;16;Couple;Technical;*;*;*;0;0;60;*;*
60;Non-Government;199378;*;9;Couple;Technical;*;*;*;0;0;40;*;*
31;Non-Government;55849;*;10;Couple;Technical;*;*;*;0;0;45;*;*
71;Non-Government;78277;*;9;Couple;Technical;*;*;*;0;0;15;*;*
35;Non-Government;292472;*;16;Couple;Technical;*;*;*;0;0;40;*;*
34;Non-Government;106742;*;9;Couple;Technical;*;*;*;0;0;45;*;*
44;Non-Government;219288;*;4;Couple;Technical;*;*;*;0;0;35;*;*
43;Non-Government;174524;*;9;Couple;Technical;*;*;*;0;0;40;*;*
42;Non-Government;247019;*;9;Couple;Technical;*;*;*;0;0;40;*;*
37;Non-Government;161141;*;11;Couple;Technical;*;*;*;0;0;40;*;*
34;Non-Government;190290;*;9;Couple;Technical;*;*;*;0;0;40;*;*
42;Non-Government;262425;*;10;Couple;Technical;*;*;*;0;0;50;*;*
31;Non-Government;118710;*;14;Couple;Technical;*;*;*;0;1902;40;*;*
31;Non-Government;80145;*;10;Couple;Technical;*;*;*;0;0;40;*;*
60;Non-Government;177665;*;9;Couple;Technical;*;*;*;0;0;35;*;*
28;Non-Government;296450;*;13;Couple;Technical;*;*;*;0;0;40;*;*
40;Non-Government;144995;*;11;Couple;Technical;*;*;*;4386;0;40;*;*
33;Non-Government;194141;*;9;Couple;Technical;*;*;*;0;0;40;*;*
41;Non-Government;125831;*;9;Couple;Technical;*;*;*;0;2051;60;*;*
35;Non-Government;234901;*;10;Couple;Technical;*;*;*;2407;0;40;*;*
42;Non-Government;279914;*;13;Couple;Technical;*;*;*;0;0;40;*;*
58;Non-Government;87510;*;6;Couple;Technical;*;*;*;0;0;40;*;*
37;Non-Government;280282;*;11;Couple;Technical;*;*;*;0;0;24;*;*
48;Non-Government;102102;*;11;Couple;Technical;*;*;*;0;0;50;*;*
41;Non-Government;32185;*;13;Couple;Technical;*;*;*;0;0;40;*;*
61;Non-Government;128831;*;9;Couple;Technical;*;*;*;0;0;40;*;*
32;Non-Government;231043;*;9;Couple;Technical;*;*;*;5178;0;48;*;*
33;Non-Government;169879;*;13;Couple;Technical;*;*;*;3103;0;47;*;*
64;Non-Government;270333;*;13;Couple;Technical;*;*;*;0;0;40;*;*
56;Non-Government;186556;*;10;Couple;Technical;*;*;*;0;0;50;*;*
55;Non-Government;105304;*;9;Couple;Technical;*;*;*;0;0;40;*;*
35;Non-Government;135162;*;10;Couple;Technical;*;*;*;0;0;50;*;*
51;Non-Government;146813;*;10;Couple;Technical;*;*;*;0;0;40;*;*
55;Non-Government;387569;*;9;Couple;Technical;*;*;*;4386;0;40;*;*
39;Non-Government;138192;*;13;Couple;Technical;*;*;*;0;0;40;*;*
33;Non-Government;80945;*;9;Couple;Technical;*;*;*;0;0;40;*;*
27;Non-Government;96226;*;9;Couple;Technical;*;*;*;0;0;70;*;*
33;Non-Government;258498;*;10;Couple;Technical;*;*;*;0;0;60;*;*
37;Non-Government;183800;*;13;Couple;Technical;*;*;*;7688;0;50;*;*
40;Non-Government;170108;*;14;Couple;Technical;*;*;*;0;0;40;*;*
28;Non-Government;109165;*;9;Couple;Technical;*;*;*;0;0;40;*;*
51;Non-Government;175897;*;5;Couple;Technical;*;*;*;0;0;20;*;*
53;Non-Government;68898;*;10;Couple;Technical;*;*;*;0;0;40;*;*
43;Non-Government;158926;*;14;Couple;Technical;*;*;*;0;0;50;*;*
42;Non-Government;274198;*;3;Couple;Technical;*;*;*;0;0;38;*;*
32;Non-Government;262153;*;9;Couple;Technical;*;*;*;0;0;40;*;*
37;Non-Government;214738;*;9;Couple;Technical;*;*;*;0;0;40;*;*
37;Non-Government;186934;*;7;Couple;Technical;*;*;*;3103;0;44;*;*
37;Non-Government;176900;*;9;Couple;Technical;*;*;*;0;0;99;*;*
41;Non-Government;132222;*;15;Couple;Technical;*;*;*;0;2415;40;*;*
33;Non-Government;143653;*;9;Couple;Technical;*;*;*;0;0;30;*;*
35;Non-Government;465507;*;9;Couple;Technical;*;*;*;0;0;40;*;*
20;Non-Government;241752;*;9;Couple;Technical;*;*;*;0;0;40;*;*
25;Non-Government;150062;*;10;Couple;Technical;*;*;*;0;0;45;*;*
32;Non-Government;288273;*;13;Couple;Technical;*;*;*;0;0;70;*;*
55;Non-Government;189721;*;9;Couple;Technical;*;*;*;0;0;20;*;*
34;Non-Government;202046;*;9;Couple;Technical;*;*;*;0;0;35;*;*
