Age;Job;Marital;Education;Default;Housing;Loan;Contact;Month;Day_of_week;Campaign;Pdays;Previous;Poutcome;Y
50~54;admin.;married;higher-education;no;*;yes;cellular;nov;*;1;999;0;nonexistent;yes
50~54;technician;married;higher-education;no;*;no;cellular;nov;*;1;999;0;nonexistent;no
50~54;admin.;married;higher-education;no;*;no;cellular;nov;*;2;999;0;nonexistent;yes
50~54;management;divorced;higher-education;no;*;yes;cellular;nov;*;2;3;1;success;yes
50~54;admin.;divorced;higher-education;no;*;no;cellular;nov;*;1;3;2;success;yes
50~54;admin.;divorced;higher-education;no;*;no;cellular;nov;*;1;999;0;nonexistent;yes
50~54;admin.;divorced;higher-education;no;*;unknown;cellular;nov;*;5;999;1;failure;no
50~54;technician;married;higher-education;no;*;no;cellular;nov;*;5;999;0;nonexistent;no
50~54;admin.;single;higher-education;no;*;yes;telephone;nov;*;3;999;1;failure;yes
50~54;technician;married;higher-education;no;*;no;cellular;nov;*;1;3;1;success;yes
50~54;technician;married;higher-education;no;*;no;cellular;nov;*;1;999;1;failure;no
50~54;technician;married;higher-education;no;*;no;cellular;nov;*;1;999;1;failure;yes
50~54;technician;married;higher-education;no;*;no;telephone;nov;*;2;3;1;success;no
50~54;admin.;married;higher-education;no;*;no;cellular;nov;*;2;999;0;nonexistent;yes
50~54;management;married;higher-education;no;*;no;cellular;nov;*;1;999;0;nonexistent;no
50~54;management;married;higher-education;no;*;no;cellular;nov;*;1;999;1;failure;no
50~54;entrepreneur;married;higher-education;no;*;no;cellular;nov;*;1;999;0;nonexistent;no
50~54;admin.;married;higher-education;no;*;no;cellular;dec;*;1;6;1;success;no
50~54;technician;divorced;higher-education;no;*;unknown;cellular;dec;*;1;999;0;nonexistent;no
50~54;admin.;divorced;higher-education;no;*;no;cellular;dec;*;7;6;2;success;yes
50~54;admin.;married;higher-education;no;*;no;cellular;dec;*;1;9;2;success;yes
50~54;technician;divorced;higher-education;no;*;no;cellular;dec;*;1;6;1;success;no
50~54;technician;married;higher-education;no;*;yes;cellular;dec;*;2;999;0;nonexistent;yes
50~54;admin.;married;higher-education;no;*;yes;cellular;dec;*;1;999;0;nonexistent;no
50~54;admin.;married;higher-education;no;*;yes;telephone;dec;*;1;6;2;success;yes
50~54;blue-collar;married;higher-education;no;*;no;cellular;dec;*;3;999;0;nonexistent;yes
50~54;management;married;higher-education;no;*;no;telephone;mar;*;1;999;0;nonexistent;no
50~54;technician;single;higher-education;no;*;no;telephone;mar;*;3;999;0;nonexistent;no
50~54;admin.;divorced;higher-education;no;*;no;cellular;mar;*;1;999;0;nonexistent;yes
50~54;admin.;divorced;higher-education;no;*;yes;cellular;mar;*;1;999;1;failure;no
50~54;admin.;married;higher-education;no;*;no;telephone;mar;*;7;999;0;nonexistent;no
50~54;admin.;divorced;higher-education;no;*;no;telephone;mar;*;1;999;2;failure;no
50~54;unemployed;divorced;higher-education;no;*;no;cellular;mar;*;3;6;3;success;yes
50~54;admin.;divorced;higher-education;no;*;no;cellular;mar;*;1;999;1;failure;no
50~54;technician;married;higher-education;no;*;no;cellular;mar;*;4;999;0;nonexistent;no
50~54;technician;married;higher-education;no;*;no;telephone;mar;*;5;999;2;failure;no
50~54;technician;married;higher-education;no;*;yes;cellular;mar;*;1;999;1;failure;no
50~54;admin.;married;higher-education;no;*;no;telephone;mar;*;1;999;1;failure;no
50~54;admin.;married;higher-education;no;*;no;cellular;mar;*;1;6;2;success;yes
50~54;admin.;married;higher-education;no;*;yes;cellular;mar;*;3;999;1;failure;no
50~54;management;divorced;higher-education;no;*;no;cellular;apr;*;2;999;0;nonexistent;yes
50~54;management;divorced;higher-education;no;*;yes;cellular;apr;*;6;999;0;nonexistent;no
50~54;management;divorced;higher-education;no;*;no;cellular;apr;*;2;999;0;nonexistent;no
50~54;technician;married;higher-education;no;*;unknown;cellular;apr;*;2;999;2;failure;yes
50~54;technician;married;higher-education;no;*;no;cellular;apr;*;2;999;1;failure;no
50~54;housemaid;married;higher-education;no;*;no;cellular;apr;*;1;6;1;success;yes
50~54;admin.;married;higher-education;no;*;yes;telephone;apr;*;3;999;0;nonexistent;yes
50~54;admin.;married;higher-education;no;*;no;cellular;may;*;1;3;2;success;no
50~54;admin.;married;higher-education;no;*;no;cellular;may;*;2;999;0;nonexistent;yes
50~54;technician;married;higher-education;no;*;yes;telephone;may;*;1;2;2;success;yes
50~54;admin.;married;higher-education;no;*;no;cellular;may;*;1;999;0;nonexistent;yes
50~54;admin.;married;higher-education;no;*;yes;cellular;may;*;1;3;5;success;yes
50~54;admin.;married;higher-education;no;*;no;cellular;may;*;1;999;0;nonexistent;yes
50~54;admin.;married;higher-education;no;*;no;cellular;may;*;1;3;2;success;yes
50~54;admin.;married;higher-education;no;*;no;cellular;may;*;2;999;0;nonexistent;no
50~54;technician;married;higher-education;no;*;no;cellular;may;*;1;3;4;success;yes
50~54;technician;married;higher-education;no;*;no;telephone;may;*;5;999;1;failure;no
50~54;management;married;higher-education;no;*;no;cellular;may;*;2;9;1;success;yes
50~54;management;married;higher-education;no;*;no;cellular;may;*;5;999;1;failure;no
50~54;management;married;higher-education;no;*;no;cellular;may;*;3;3;3;success;yes
50~54;admin.;married;higher-education;no;*;no;telephone;may;*;5;999;0;nonexistent;no
50~54;management;married;higher-education;no;*;no;cellular;may;*;2;999;4;failure;no
50~54;technician;married;higher-education;no;*;no;cellular;jun;*;1;10;1;success;yes
50~54;admin.;divorced;higher-education;no;*;no;telephone;jun;*;1;999;0;nonexistent;no
50~54;self-employed;married;higher-education;no;*;no;telephone;jun;*;1;999;0;nonexistent;no
50~54;management;divorced;higher-education;no;*;no;cellular;jun;*;6;999;2;failure;no
50~54;admin.;married;higher-education;no;*;no;cellular;jun;*;4;999;0;nonexistent;yes
50~54;admin.;married;higher-education;no;*;no;cellular;jun;*;3;10;3;success;yes
50~54;management;divorced;higher-education;no;*;no;cellular;jun;*;1;999;0;nonexistent;yes
50~54;admin.;married;higher-education;no;*;no;cellular;jun;*;2;999;0;nonexistent;no
50~54;admin.;married;higher-education;no;*;yes;cellular;jun;*;4;999;3;failure;no
50~54;admin.;married;higher-education;no;*;no;cellular;jul;*;1;999;2;failure;yes
50~54;admin.;married;higher-education;no;*;yes;cellular;jul;*;2;999;1;failure;no
50~54;admin.;married;higher-education;no;*;yes;cellular;jul;*;1;999;0;nonexistent;yes
50~54;admin.;married;higher-education;no;*;yes;cellular;jul;*;4;999;0;nonexistent;no
50~54;admin.;married;higher-education;no;*;yes;cellular;jul;*;5;999;2;failure;no
50~54;admin.;married;higher-education;no;*;yes;cellular;jul;*;1;999;0;nonexistent;yes
50~54;technician;single;higher-education;no;*;no;telephone;jul;*;1;999;0;nonexistent;no
50~54;admin.;married;higher-education;no;*;no;cellular;jul;*;1;999;0;nonexistent;yes
50~54;admin.;married;higher-education;no;*;yes;cellular;jul;*;2;6;1;success;no
50~54;admin.;married;higher-education;no;*;yes;cellular;jul;*;2;6;1;success;yes
50~54;admin.;married;higher-education;no;*;no;cellular;jul;*;4;999;1;failure;yes
50~54;admin.;married;higher-education;no;*;no;cellular;aug;*;1;999;0;nonexistent;no
50~54;management;married;higher-education;no;*;no;telephone;aug;*;1;999;0;nonexistent;yes
50~54;housemaid;single;higher-education;no;*;no;telephone;aug;*;1;999;0;nonexistent;no
50~54;management;married;higher-education;no;*;no;cellular;aug;*;3;1;3;success;yes
50~54;technician;married;higher-education;no;*;no;cellular;aug;*;3;999;0;nonexistent;yes
50~54;management;married;higher-education;no;*;unknown;cellular;aug;*;2;999;0;nonexistent;no
50~54;management;divorced;higher-education;no;*;no;cellular;sep;*;1;999;1;failure;yes
50~54;technician;married;higher-education;no;*;no;cellular;sep;*;6;6;4;failure;no
50~54;technician;married;higher-education;no;*;no;cellular;sep;*;2;999;2;failure;yes
50~54;management;divorced;higher-education;no;*;no;cellular;sep;*;2;3;2;success;yes
50~54;admin.;married;higher-education;no;*;yes;cellular;sep;*;3;999;0;nonexistent;yes
50~54;admin.;married;higher-education;no;*;no;cellular;sep;*;2;999;0;nonexistent;yes
50~54;technician;married;higher-education;no;*;no;cellular;sep;*;2;999;0;nonexistent;yes
50~54;admin.;divorced;higher-education;no;*;no;cellular;sep;*;1;999;2;failure;no
50~54;admin.;married;higher-education;no;*;yes;cellular;oct;*;3;3;1;success;yes
50~54;technician;married;higher-education;no;*;no;telephone;oct;*;1;999;1;failure;no
50~54;self-employed;married;higher-education;no;*;no;cellular;oct;*;3;999;0;nonexistent;no
50~54;self-employed;married;higher-education;no;*;no;cellular;oct;*;6;6;1;success;no
50~54;self-employed;married;higher-education;no;*;no;cellular;oct;*;3;999;1;failure;no
50~54;self-employed;married;higher-education;no;*;no;cellular;oct;*;4;999;1;failure;no
50~54;technician;married;higher-education;no;*;no;cellular;nov;*;1;999;1;failure;no
50~54;unemployed;married;higher-education;no;*;no;telephone;nov;*;2;10;4;failure;no
50~54;admin.;married;higher-education;no;*;no;cellular;nov;*;2;10;1;success;yes
45~49;admin.;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;blue-collar;divorced;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;admin.;married;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
45~49;housemaid;single;secondary-education;unknown;*;yes;telephone;may;*;2;999;0;nonexistent;no
45~49;blue-collar;divorced;secondary-education;no;*;yes;telephone;may;*;2;999;0;nonexistent;no
45~49;blue-collar;divorced;secondary-education;unknown;*;yes;telephone;may;*;2;999;0;nonexistent;no
45~49;services;married;secondary-education;unknown;*;no;telephone;may;*;3;999;0;nonexistent;no
45~49;entrepreneur;married;secondary-education;no;*;no;telephone;may;*;4;999;0;nonexistent;no
45~49;admin.;single;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;management;married;secondary-education;unknown;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;services;married;secondary-education;unknown;*;unknown;telephone;may;*;1;999;0;nonexistent;no
45~49;admin.;married;secondary-education;unknown;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;blue-collar;married;secondary-education;unknown;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;blue-collar;married;secondary-education;unknown;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;services;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;services;single;secondary-education;unknown;*;no;telephone;may;*;2;999;0;nonexistent;no
45~49;admin.;married;secondary-education;no;*;yes;telephone;may;*;2;999;0;nonexistent;no
45~49;services;married;secondary-education;no;*;no;telephone;may;*;3;999;0;nonexistent;no
45~49;services;married;secondary-education;unknown;*;no;telephone;may;*;3;999;0;nonexistent;no
45~49;admin.;married;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
45~49;admin.;divorced;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
45~49;services;divorced;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;services;married;secondary-education;unknown;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;services;married;secondary-education;unknown;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;blue-collar;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;technician;married;secondary-education;no;*;no;telephone;may;*;5;999;0;nonexistent;no
45~49;technician;married;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
45~49;services;married;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
45~49;services;married;secondary-education;unknown;*;no;telephone;may;*;2;999;0;nonexistent;no
45~49;admin.;married;secondary-education;unknown;*;yes;telephone;may;*;1;999;0;nonexistent;no
45~49;technician;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;yes
45~49;admin.;married;secondary-education;unknown;*;no;telephone;may;*;3;999;0;nonexistent;no
45~49;admin.;married;secondary-education;no;*;yes;telephone;may;*;3;999;0;nonexistent;no
45~49;services;single;secondary-education;no;*;no;telephone;may;*;3;999;0;nonexistent;no
45~49;unemployed;married;secondary-education;unknown;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;admin.;divorced;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;services;single;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;admin.;married;secondary-education;unknown;*;yes;telephone;may;*;1;999;0;nonexistent;no
45~49;admin.;married;secondary-education;no;*;yes;telephone;may;*;2;999;0;nonexistent;no
45~49;entrepreneur;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;entrepreneur;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;services;married;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
45~49;housemaid;divorced;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
45~49;services;divorced;secondary-education;no;*;no;telephone;may;*;5;999;0;nonexistent;no
45~49;entrepreneur;married;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
45~49;services;married;secondary-education;unknown;*;unknown;telephone;may;*;2;999;0;nonexistent;no
45~49;management;divorced;secondary-education;unknown;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;management;divorced;secondary-education;unknown;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;services;married;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
45~49;unemployed;married;secondary-education;unknown;*;yes;telephone;may;*;6;999;0;nonexistent;no
45~49;blue-collar;married;secondary-education;unknown;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;services;divorced;secondary-education;no;*;no;telephone;may;*;3;999;0;nonexistent;no
45~49;admin.;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;admin.;divorced;secondary-education;no;*;yes;telephone;may;*;2;999;0;nonexistent;no
45~49;technician;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;technician;married;secondary-education;no;*;yes;telephone;may;*;1;999;0;nonexistent;no
45~49;services;married;secondary-education;unknown;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;services;married;secondary-education;unknown;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;admin.;married;secondary-education;unknown;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;admin.;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;services;married;secondary-education;unknown;*;no;telephone;may;*;2;999;0;nonexistent;no
45~49;admin.;divorced;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
45~49;services;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;admin.;divorced;secondary-education;unknown;*;no;telephone;may;*;2;999;0;nonexistent;no
45~49;services;divorced;secondary-education;no;*;unknown;telephone;may;*;3;999;0;nonexistent;no
45~49;services;married;secondary-education;unknown;*;yes;telephone;may;*;11;999;0;nonexistent;no
45~49;services;married;secondary-education;unknown;*;no;telephone;may;*;2;999;0;nonexistent;no
45~49;services;married;secondary-education;no;*;yes;telephone;may;*;2;999;0;nonexistent;no
45~49;admin.;married;secondary-education;unknown;*;no;telephone;may;*;4;999;0;nonexistent;no
45~49;management;divorced;secondary-education;unknown;*;no;telephone;may;*;7;999;0;nonexistent;no
45~49;admin.;divorced;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;admin.;married;secondary-education;unknown;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;admin.;divorced;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
45~49;services;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;admin.;married;secondary-education;no;*;yes;telephone;may;*;1;999;0;nonexistent;no
45~49;services;divorced;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;services;married;secondary-education;no;*;no;telephone;may;*;18;999;0;nonexistent;no
45~49;services;divorced;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
45~49;admin.;married;secondary-education;no;*;no;telephone;may;*;3;999;0;nonexistent;no
45~49;admin.;single;secondary-education;no;*;unknown;telephone;may;*;1;999;0;nonexistent;no
45~49;technician;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;admin.;married;secondary-education;no;*;yes;telephone;may;*;1;999;0;nonexistent;no
45~49;admin.;married;secondary-education;no;*;no;telephone;may;*;3;999;0;nonexistent;no
45~49;services;single;secondary-education;unknown;*;no;telephone;may;*;2;999;0;nonexistent;no
45~49;admin.;married;secondary-education;unknown;*;no;telephone;may;*;5;999;0;nonexistent;no
45~49;admin.;divorced;secondary-education;no;*;no;telephone;may;*;3;999;0;nonexistent;no
45~49;admin.;single;secondary-education;no;*;no;telephone;may;*;4;999;0;nonexistent;no
45~49;blue-collar;married;secondary-education;unknown;*;no;telephone;may;*;4;999;0;nonexistent;no
45~49;services;married;secondary-education;no;*;unknown;telephone;may;*;2;999;0;nonexistent;no
45~49;unemployed;married;secondary-education;unknown;*;no;telephone;may;*;3;999;0;nonexistent;no
45~49;unemployed;divorced;secondary-education;unknown;*;yes;telephone;may;*;15;999;0;nonexistent;no
45~49;management;married;secondary-education;unknown;*;yes;telephone;may;*;3;999;0;nonexistent;no
45~49;admin.;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;blue-collar;married;secondary-education;unknown;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;technician;single;secondary-education;no;*;no;telephone;may;*;3;999;0;nonexistent;no
45~49;services;married;secondary-education;unknown;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;admin.;divorced;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;yes
45~49;technician;married;secondary-education;unknown;*;no;telephone;may;*;3;999;0;nonexistent;no
45~49;services;divorced;secondary-education;no;*;no;telephone;may;*;3;999;0;nonexistent;no
45~49;admin.;married;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
45~49;technician;married;secondary-education;no;*;no;telephone;may;*;3;999;0;nonexistent;no
45~49;admin.;married;secondary-education;unknown;*;yes;telephone;may;*;3;999;0;nonexistent;no
45~49;admin.;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;services;divorced;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;services;divorced;secondary-education;unknown;*;yes;telephone;may;*;2;999;0;nonexistent;no
45~49;services;married;secondary-education;unknown;*;yes;telephone;may;*;4;999;0;nonexistent;no
45~49;admin.;divorced;secondary-education;unknown;*;yes;telephone;may;*;5;999;0;nonexistent;no
45~49;services;divorced;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
45~49;services;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;housemaid;married;secondary-education;unknown;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;services;married;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
45~49;services;married;secondary-education;unknown;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;admin.;married;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
45~49;admin.;single;secondary-education;no;*;no;telephone;may;*;5;999;0;nonexistent;no
45~49;admin.;divorced;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;housemaid;single;secondary-education;unknown;*;no;telephone;may;*;2;999;0;nonexistent;no
45~49;admin.;married;secondary-education;unknown;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;entrepreneur;married;secondary-education;unknown;*;no;telephone;may;*;12;999;0;nonexistent;no
45~49;unemployed;married;secondary-education;no;*;yes;telephone;may;*;12;999;0;nonexistent;no
45~49;admin.;married;secondary-education;no;*;no;telephone;may;*;4;999;0;nonexistent;no
45~49;admin.;married;secondary-education;no;*;no;telephone;may;*;11;999;0;nonexistent;no
45~49;services;married;secondary-education;unknown;*;no;telephone;may;*;9;999;0;nonexistent;no
45~49;admin.;married;secondary-education;no;*;no;telephone;may;*;5;999;0;nonexistent;no
45~49;admin.;divorced;secondary-education;no;*;no;telephone;may;*;3;999;0;nonexistent;no
45~49;blue-collar;divorced;secondary-education;no;*;no;telephone;may;*;6;999;0;nonexistent;no
45~49;admin.;divorced;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;admin.;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;entrepreneur;married;secondary-education;no;*;yes;telephone;may;*;4;999;0;nonexistent;no
45~49;services;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;technician;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;technician;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;technician;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;blue-collar;married;secondary-education;unknown;*;no;telephone;may;*;3;999;0;nonexistent;no
45~49;technician;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;technician;single;secondary-education;no;*;yes;telephone;may;*;2;999;0;nonexistent;no
45~49;services;single;secondary-education;unknown;*;yes;telephone;may;*;2;999;0;nonexistent;no
45~49;admin.;married;secondary-education;unknown;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;services;married;secondary-education;unknown;*;yes;telephone;may;*;1;999;0;nonexistent;no
45~49;admin.;married;secondary-education;no;*;no;telephone;may;*;4;999;0;nonexistent;no
45~49;technician;married;secondary-education;no;*;no;telephone;may;*;3;999;0;nonexistent;yes
45~49;blue-collar;married;secondary-education;no;*;no;telephone;may;*;3;999;0;nonexistent;no
45~49;services;divorced;secondary-education;unknown;*;yes;telephone;may;*;2;999;0;nonexistent;no
45~49;admin.;married;secondary-education;unknown;*;no;telephone;may;*;4;999;0;nonexistent;no
45~49;admin.;single;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
45~49;entrepreneur;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;services;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;admin.;single;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
45~49;services;married;secondary-education;unknown;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;services;married;secondary-education;unknown;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;blue-collar;married;secondary-education;no;*;no;telephone;may;*;4;999;0;nonexistent;no
45~49;self-employed;single;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;services;divorced;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;admin.;divorced;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;services;divorced;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;unknown;married;secondary-education;unknown;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;admin.;married;secondary-education;no;*;no;telephone;may;*;3;999;0;nonexistent;yes
45~49;services;single;secondary-education;unknown;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;blue-collar;married;secondary-education;unknown;*;no;telephone;may;*;2;999;0;nonexistent;no
45~49;blue-collar;married;secondary-education;unknown;*;yes;telephone;may;*;1;999;0;nonexistent;no
45~49;services;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;admin.;divorced;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;admin.;single;secondary-education;unknown;*;no;telephone;may;*;3;999;0;nonexistent;no
45~49;admin.;divorced;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
45~49;admin.;married;secondary-education;unknown;*;no;telephone;may;*;3;999;0;nonexistent;no
45~49;admin.;married;secondary-education;no;*;no;telephone;may;*;19;999;0;nonexistent;no
45~49;services;divorced;secondary-education;no;*;no;telephone;may;*;6;999;0;nonexistent;no
45~49;services;married;secondary-education;no;*;no;telephone;may;*;3;999;0;nonexistent;no
45~49;admin.;married;secondary-education;no;*;yes;telephone;may;*;1;999;0;nonexistent;no
45~49;admin.;divorced;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;services;married;secondary-education;unknown;*;no;telephone;may;*;2;999;0;nonexistent;no
45~49;admin.;single;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
45~49;admin.;married;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
45~49;admin.;divorced;secondary-education;no;*;yes;telephone;may;*;4;999;0;nonexistent;no
45~49;services;married;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
45~49;entrepreneur;married;secondary-education;unknown;*;no;telephone;may;*;3;999;0;nonexistent;no
45~49;admin.;married;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
45~49;admin.;single;secondary-education;unknown;*;no;telephone;may;*;3;999;0;nonexistent;no
45~49;technician;married;secondary-education;no;*;no;telephone;may;*;8;999;0;nonexistent;no
45~49;admin.;divorced;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
45~49;services;married;secondary-education;no;*;no;telephone;may;*;6;999;0;nonexistent;no
45~49;services;divorced;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;services;married;secondary-education;unknown;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;services;married;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
45~49;admin.;divorced;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
45~49;services;married;secondary-education;no;*;yes;telephone;may;*;1;999;0;nonexistent;no
45~49;admin.;divorced;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;self-employed;married;secondary-education;unknown;*;no;telephone;may;*;2;999;0;nonexistent;no
45~49;admin.;married;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
45~49;blue-collar;divorced;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
45~49;technician;divorced;secondary-education;no;*;no;telephone;may;*;5;999;0;nonexistent;no
45~49;admin.;married;secondary-education;no;*;no;telephone;may;*;3;999;0;nonexistent;no
45~49;technician;married;secondary-education;no;*;no;telephone;jun;*;2;999;0;nonexistent;no
45~49;admin.;divorced;secondary-education;no;*;no;telephone;jun;*;5;999;0;nonexistent;no
45~49;services;married;secondary-education;no;*;no;telephone;jun;*;8;999;0;nonexistent;no
45~49;technician;divorced;secondary-education;no;*;no;telephone;jun;*;2;999;0;nonexistent;no
45~49;admin.;married;secondary-education;no;*;no;telephone;jun;*;2;999;0;nonexistent;no
45~49;services;married;secondary-education;unknown;*;no;telephone;jun;*;5;999;0;nonexistent;no
45~49;housemaid;married;secondary-education;no;*;no;telephone;jun;*;1;999;0;nonexistent;no
45~49;admin.;married;secondary-education;no;*;yes;telephone;jun;*;4;999;0;nonexistent;no
45~49;technician;married;secondary-education;no;*;no;telephone;jun;*;1;999;0;nonexistent;no
45~49;services;married;secondary-education;unknown;*;no;telephone;jun;*;1;999;0;nonexistent;no
45~49;admin.;married;secondary-education;no;*;no;telephone;jun;*;1;999;0;nonexistent;no
45~49;admin.;married;secondary-education;no;*;no;telephone;jun;*;3;999;0;nonexistent;no
45~49;technician;married;secondary-education;no;*;no;telephone;jun;*;1;999;0;nonexistent;no
45~49;services;single;secondary-education;unknown;*;yes;telephone;jun;*;5;999;0;nonexistent;no
45~49;admin.;married;secondary-education;unknown;*;no;telephone;jun;*;6;999;0;nonexistent;no
45~49;admin.;divorced;secondary-education;no;*;no;telephone;jun;*;3;999;0;nonexistent;no
45~49;admin.;married;secondary-education;no;*;yes;telephone;jun;*;1;999;0;nonexistent;no
45~49;admin.;married;secondary-education;no;*;yes;telephone;jun;*;10;999;0;nonexistent;no
45~49;admin.;married;secondary-education;no;*;no;telephone;jun;*;1;999;0;nonexistent;no
