Age;Job;Marital;Education;Default;Housing;Loan;Contact;Month;Day_of_week;Campaign;Pdays;Previous;Poutcome;Y
55~59;retired;single;professional.course;unknown;yes;no;telephone;jul;thu;1~56;999;0;nonexistent;no
55~59;blue-collar;married;basic.4y;no;yes;no;cellular;jul;thu;1~56;999;0;nonexistent;no
55~59;technician;married;university.degree;unknown;no;no;cellular;jul;thu;1~56;999;0;nonexistent;no
55~59;entrepreneur;married;basic.4y;no;yes;no;cellular;jul;thu;1~56;999;0;nonexistent;no
55~59;blue-collar;married;unknown;unknown;yes;no;cellular;jul;thu;1~56;999;0;nonexistent;no
55~59;unemployed;married;university.degree;no;yes;no;cellular;jul;thu;1~56;999;0;nonexistent;no
55~59;admin.;married;university.degree;no;yes;no;cellular;jul;thu;1~56;999;0;nonexistent;no
55~59;unemployed;married;unknown;no;no;no;telephone;jul;thu;1~56;999;0;nonexistent;no
55~59;technician;married;professional.course;unknown;no;yes;cellular;jul;thu;1~56;999;0;nonexistent;no
55~59;self-employed;married;university.degree;no;no;no;telephone;jul;thu;1~56;999;0;nonexistent;no
55~59;unemployed;married;basic.4y;unknown;yes;no;cellular;jul;thu;1~56;999;0;nonexistent;yes
55~59;blue-collar;married;basic.4y;unknown;no;no;cellular;jul;fri;1~56;999;0;nonexistent;no
55~59;blue-collar;married;basic.4y;unknown;no;no;cellular;jul;fri;1~56;999;0;nonexistent;no
55~59;retired;married;high.school;unknown;no;no;telephone;jul;fri;1~56;999;0;nonexistent;no
55~59;technician;divorced;professional.course;no;yes;no;telephone;jul;fri;1~56;999;0;nonexistent;no
55~59;services;married;high.school;no;yes;yes;cellular;jul;fri;1~56;999;0;nonexistent;no
55~59;retired;single;professional.course;unknown;yes;no;cellular;jul;fri;1~56;999;0;nonexistent;no
55~59;blue-collar;married;basic.9y;unknown;no;no;cellular;jul;fri;1~56;999;0;nonexistent;no
55~59;retired;married;high.school;unknown;yes;no;cellular;jul;fri;1~56;999;0;nonexistent;no
55~59;technician;married;unknown;unknown;yes;no;cellular;jul;fri;1~56;999;0;nonexistent;no
55~59;self-employed;married;basic.9y;unknown;no;no;cellular;jul;fri;1~56;999;0;nonexistent;no
55~59;blue-collar;married;basic.9y;unknown;yes;no;cellular;jul;fri;1~56;999;0;nonexistent;no
55~59;blue-collar;married;basic.9y;unknown;yes;no;cellular;jul;fri;1~56;999;0;nonexistent;no
55~59;blue-collar;married;basic.4y;unknown;no;yes;cellular;jul;fri;1~56;999;0;nonexistent;no
55~59;blue-collar;married;basic.4y;unknown;yes;no;cellular;jul;fri;1~56;999;0;nonexistent;no
55~59;retired;married;high.school;unknown;yes;no;telephone;jul;fri;1~56;999;0;nonexistent;no
55~59;retired;married;basic.6y;unknown;no;no;cellular;jul;fri;1~56;999;0;nonexistent;no
55~59;retired;married;basic.6y;unknown;no;no;cellular;jul;fri;1~56;999;0;nonexistent;no
55~59;blue-collar;married;basic.4y;unknown;yes;no;telephone;jul;fri;1~56;999;0;nonexistent;no
55~59;blue-collar;married;unknown;no;no;no;cellular;jul;fri;1~56;999;0;nonexistent;no
55~59;blue-collar;married;basic.9y;unknown;no;no;cellular;jul;fri;1~56;999;0;nonexistent;no
55~59;retired;single;basic.4y;no;no;no;telephone;jul;fri;1~56;999;0;nonexistent;no
55~59;retired;married;professional.course;no;yes;no;cellular;jul;fri;1~56;999;0;nonexistent;no
55~59;retired;divorced;basic.9y;unknown;yes;no;telephone;jul;fri;1~56;999;0;nonexistent;yes
55~59;technician;married;unknown;unknown;yes;no;cellular;jul;fri;1~56;999;0;nonexistent;no
55~59;admin.;single;unknown;no;yes;no;cellular;jul;fri;1~56;999;0;nonexistent;no
55~59;retired;married;professional.course;no;yes;no;cellular;jul;fri;1~56;999;0;nonexistent;no
55~59;retired;married;professional.course;no;yes;yes;cellular;jul;fri;1~56;999;0;nonexistent;no
55~59;retired;divorced;university.degree;no;no;no;telephone;jul;fri;1~56;999;0;nonexistent;no
55~59;admin.;married;university.degree;unknown;no;no;cellular;jul;fri;1~56;999;0;nonexistent;no
55~59;management;married;university.degree;no;no;no;cellular;jul;fri;1~56;999;0;nonexistent;no
55~59;admin.;married;basic.9y;no;no;no;cellular;jul;fri;1~56;999;0;nonexistent;no
55~59;admin.;married;university.degree;no;yes;yes;cellular;jul;fri;1~56;999;0;nonexistent;no
55~59;entrepreneur;divorced;high.school;no;unknown;unknown;cellular;jul;fri;1~56;999;0;nonexistent;no
55~59;services;married;high.school;no;no;no;cellular;jul;fri;1~56;999;0;nonexistent;no
55~59;services;married;high.school;no;yes;no;cellular;jul;fri;1~56;999;0;nonexistent;no
55~59;technician;married;high.school;no;no;no;cellular;jul;fri;1~56;999;0;nonexistent;yes
55~59;retired;married;basic.9y;unknown;no;no;cellular;jul;fri;1~56;999;0;nonexistent;yes
55~59;technician;married;basic.4y;unknown;no;yes;cellular;jul;fri;1~56;999;0;nonexistent;no
55~59;admin.;married;unknown;unknown;yes;no;cellular;jul;fri;1~56;999;0;nonexistent;no
55~59;retired;single;basic.4y;no;no;yes;telephone;jul;fri;1~56;999;0;nonexistent;no
55~59;retired;married;high.school;no;yes;no;cellular;jul;fri;1~56;999;0;nonexistent;yes
55~59;services;married;high.school;no;no;yes;cellular;jul;fri;1~56;999;0;nonexistent;no
55~59;admin.;married;university.degree;no;no;yes;cellular;jul;fri;1~56;999;0;nonexistent;no
55~59;admin.;married;high.school;unknown;yes;no;cellular;jul;fri;1~56;999;0;nonexistent;yes
55~59;admin.;single;unknown;no;no;no;cellular;jul;fri;1~56;999;0;nonexistent;no
55~59;unemployed;divorced;high.school;unknown;no;no;cellular;jul;fri;1~56;999;0;nonexistent;no
55~59;blue-collar;married;basic.4y;unknown;yes;no;cellular;jul;fri;1~56;999;0;nonexistent;no
55~59;technician;married;unknown;unknown;yes;yes;cellular;jul;fri;1~56;999;0;nonexistent;no
55~59;technician;married;basic.9y;unknown;no;no;cellular;jul;fri;1~56;999;0;nonexistent;no
55~59;admin.;divorced;high.school;no;yes;yes;cellular;jul;mon;1~56;999;0;nonexistent;no
55~59;admin.;divorced;basic.6y;unknown;no;yes;cellular;jul;mon;1~56;999;0;nonexistent;no
55~59;management;married;basic.9y;no;yes;no;cellular;jul;mon;1~56;999;0;nonexistent;no
55~59;blue-collar;married;basic.4y;unknown;no;no;telephone;jul;mon;1~56;999;0;nonexistent;no
55~59;retired;married;university.degree;no;yes;no;cellular;jul;mon;1~56;999;0;nonexistent;yes
55~59;retired;married;unknown;unknown;yes;no;telephone;jul;mon;1~56;999;0;nonexistent;no
55~59;technician;married;professional.course;unknown;yes;no;cellular;jul;mon;1~56;999;0;nonexistent;no
55~59;retired;divorced;basic.4y;unknown;yes;no;cellular;jul;mon;1~56;999;0;nonexistent;no
55~59;retired;married;unknown;unknown;yes;no;telephone;jul;mon;1~56;999;0;nonexistent;no
55~59;admin.;divorced;basic.4y;unknown;yes;yes;cellular;jul;mon;1~56;999;0;nonexistent;yes
55~59;retired;married;unknown;unknown;yes;no;cellular;jul;mon;1~56;999;0;nonexistent;no
55~59;technician;married;professional.course;no;no;no;cellular;jul;mon;1~56;999;0;nonexistent;no
55~59;self-employed;married;university.degree;unknown;unknown;unknown;telephone;jul;mon;1~56;999;0;nonexistent;no
55~59;blue-collar;married;basic.6y;unknown;yes;no;cellular;jul;mon;1~56;999;0;nonexistent;no
55~59;services;married;university.degree;no;no;no;cellular;jul;mon;1~56;999;0;nonexistent;no
55~59;admin.;married;basic.9y;unknown;no;no;cellular;jul;mon;1~56;999;0;nonexistent;no
55~59;admin.;single;unknown;unknown;no;no;telephone;jul;mon;1~56;999;0;nonexistent;no
55~59;self-employed;married;university.degree;unknown;yes;no;telephone;jul;mon;1~56;999;0;nonexistent;no
55~59;retired;married;basic.9y;no;no;no;cellular;jul;mon;1~56;999;0;nonexistent;no
55~59;admin.;single;unknown;unknown;no;yes;cellular;jul;mon;1~56;999;0;nonexistent;no
55~59;blue-collar;married;basic.4y;unknown;no;no;cellular;jul;mon;1~56;999;0;nonexistent;no
55~59;retired;married;basic.4y;unknown;no;yes;cellular;jul;mon;1~56;999;0;nonexistent;no
55~59;housemaid;divorced;unknown;unknown;no;no;cellular;jul;mon;1~56;999;0;nonexistent;no
55~59;blue-collar;married;basic.4y;unknown;no;no;cellular;jul;mon;1~56;999;0;nonexistent;no
55~59;admin.;divorced;high.school;no;yes;no;cellular;jul;mon;1~56;999;0;nonexistent;no
55~59;admin.;married;university.degree;no;no;yes;cellular;jul;mon;1~56;999;0;nonexistent;no
55~59;retired;married;basic.4y;unknown;no;no;cellular;jul;mon;1~56;999;0;nonexistent;no
55~59;admin.;divorced;high.school;unknown;no;yes;cellular;jul;mon;1~56;999;0;nonexistent;yes
55~59;admin.;divorced;basic.6y;unknown;no;no;cellular;jul;mon;1~56;999;0;nonexistent;no
55~59;blue-collar;married;basic.6y;unknown;no;no;cellular;jul;mon;1~56;999;0;nonexistent;no
55~59;self-employed;married;university.degree;unknown;no;no;cellular;jul;mon;1~56;999;0;nonexistent;no
55~59;services;divorced;university.degree;no;yes;no;cellular;jul;mon;1~56;999;0;nonexistent;no
55~59;services;divorced;high.school;unknown;yes;no;cellular;jul;mon;1~56;999;0;nonexistent;no
55~59;blue-collar;divorced;unknown;no;no;no;cellular;jul;mon;1~56;999;0;nonexistent;no
55~59;retired;married;university.degree;no;yes;no;cellular;jul;mon;1~56;999;0;nonexistent;no
55~59;technician;divorced;basic.6y;no;yes;no;cellular;jul;mon;1~56;999;0;nonexistent;no
55~59;admin.;married;university.degree;no;yes;no;cellular;jul;mon;1~56;999;0;nonexistent;no
55~59;blue-collar;divorced;unknown;no;no;yes;cellular;jul;mon;1~56;999;0;nonexistent;no
55~59;unemployed;divorced;high.school;no;no;no;cellular;jul;mon;1~56;999;0;nonexistent;no
55~59;retired;married;high.school;no;no;no;cellular;jul;mon;1~56;999;0;nonexistent;no
55~59;housemaid;married;university.degree;unknown;yes;no;cellular;jul;mon;1~56;999;0;nonexistent;no
55~59;admin.;married;university.degree;unknown;no;no;cellular;jul;mon;1~56;999;0;nonexistent;no
55~59;blue-collar;divorced;basic.6y;unknown;no;no;telephone;jul;mon;1~56;999;0;nonexistent;no
55~59;retired;single;unknown;unknown;no;no;cellular;jul;mon;1~56;999;0;nonexistent;no
55~59;technician;divorced;unknown;unknown;yes;no;cellular;jul;mon;1~56;999;0;nonexistent;no
55~59;retired;married;high.school;no;no;no;cellular;jul;mon;1~56;999;0;nonexistent;no
55~59;admin.;married;university.degree;unknown;yes;no;cellular;jul;mon;1~56;999;0;nonexistent;no
55~59;technician;married;professional.course;no;no;yes;telephone;jul;mon;1~56;999;0;nonexistent;no
55~59;services;divorced;high.school;no;no;no;cellular;jul;mon;1~56;999;0;nonexistent;no
55~59;retired;divorced;professional.course;no;no;no;cellular;jul;mon;1~56;999;0;nonexistent;no
55~59;blue-collar;divorced;basic.9y;no;yes;yes;cellular;jul;mon;1~56;999;0;nonexistent;no
55~59;admin.;divorced;university.degree;no;no;no;cellular;jul;mon;1~56;999;0;nonexistent;no
55~59;retired;single;unknown;unknown;yes;yes;cellular;jul;mon;1~56;999;0;nonexistent;no
55~59;admin.;married;professional.course;no;unknown;unknown;cellular;jul;mon;1~56;999;0;nonexistent;no
55~59;retired;married;high.school;no;no;no;cellular;jul;tue;1~56;999;0;nonexistent;no
55~59;admin.;married;professional.course;no;yes;no;cellular;jul;tue;1~56;999;0;nonexistent;no
55~59;admin.;married;university.degree;unknown;yes;yes;telephone;jul;tue;1~56;999;0;nonexistent;no
55~59;unknown;married;unknown;unknown;no;no;cellular;jul;tue;1~56;999;0;nonexistent;no
55~59;retired;divorced;basic.4y;no;yes;no;telephone;jul;tue;1~56;999;0;nonexistent;no
55~59;admin.;married;university.degree;no;yes;no;telephone;jul;tue;1~56;999;0;nonexistent;no
55~59;admin.;divorced;high.school;unknown;yes;no;cellular;jul;tue;1~56;999;0;nonexistent;no
55~59;retired;divorced;university.degree;unknown;yes;no;cellular;jul;tue;1~56;999;0;nonexistent;no
55~59;retired;divorced;university.degree;unknown;yes;no;cellular;jul;tue;1~56;999;0;nonexistent;no
55~59;retired;divorced;basic.4y;no;yes;no;cellular;jul;tue;1~56;999;0;nonexistent;yes
55~59;retired;divorced;high.school;unknown;yes;yes;cellular;jul;tue;1~56;999;0;nonexistent;no
55~59;technician;married;professional.course;unknown;no;no;cellular;jul;tue;1~56;999;0;nonexistent;no
55~59;admin.;single;university.degree;no;yes;no;cellular;jul;tue;1~56;999;0;nonexistent;no
55~59;technician;married;professional.course;unknown;no;no;telephone;jul;tue;1~56;999;0;nonexistent;no
55~59;admin.;single;university.degree;no;no;no;cellular;jul;tue;1~56;999;0;nonexistent;no
55~59;admin.;single;university.degree;no;yes;no;cellular;jul;tue;1~56;999;0;nonexistent;no
55~59;technician;divorced;unknown;unknown;yes;no;cellular;jul;tue;1~56;999;0;nonexistent;no
55~59;admin.;married;high.school;unknown;yes;no;cellular;jul;tue;1~56;999;0;nonexistent;no
55~59;services;divorced;high.school;no;no;no;cellular;jul;tue;1~56;999;0;nonexistent;no
55~59;services;divorced;university.degree;no;no;no;cellular;jul;tue;1~56;999;0;nonexistent;no
55~59;retired;married;university.degree;unknown;no;no;cellular;jul;tue;1~56;999;0;nonexistent;no
55~59;admin.;divorced;university.degree;no;no;no;cellular;jul;tue;1~56;999;0;nonexistent;no
55~59;admin.;married;university.degree;no;yes;yes;telephone;jul;tue;1~56;999;0;nonexistent;no
55~59;technician;married;professional.course;no;yes;no;cellular;jul;tue;1~56;999;0;nonexistent;no
55~59;technician;married;basic.9y;no;no;no;cellular;jul;tue;1~56;999;0;nonexistent;no
55~59;retired;divorced;university.degree;unknown;no;no;cellular;jul;tue;1~56;999;0;nonexistent;no
55~59;retired;single;unknown;unknown;yes;no;cellular;jul;tue;1~56;999;0;nonexistent;no
55~59;admin.;divorced;high.school;unknown;yes;no;telephone;jul;tue;1~56;999;0;nonexistent;no
55~59;retired;divorced;professional.course;no;no;no;cellular;jul;tue;1~56;999;0;nonexistent;no
55~59;housemaid;married;basic.4y;unknown;yes;no;telephone;jul;tue;1~56;999;0;nonexistent;no
55~59;housemaid;married;basic.4y;unknown;yes;no;cellular;jul;tue;1~56;999;0;nonexistent;no
55~59;housemaid;married;basic.4y;unknown;no;no;cellular;jul;tue;1~56;999;0;nonexistent;no
55~59;admin.;married;professional.course;no;yes;no;cellular;jul;tue;1~56;999;0;nonexistent;no
55~59;retired;divorced;professional.course;no;no;no;cellular;jul;tue;1~56;999;0;nonexistent;yes
55~59;admin.;divorced;university.degree;no;yes;no;cellular;jul;tue;1~56;999;0;nonexistent;no
55~59;blue-collar;married;basic.4y;unknown;no;no;cellular;jul;tue;1~56;999;0;nonexistent;no
55~59;housemaid;divorced;basic.4y;unknown;no;no;cellular;jul;tue;1~56;999;0;nonexistent;no
55~59;housemaid;married;high.school;unknown;no;no;telephone;jul;tue;1~56;999;0;nonexistent;no
55~59;admin.;married;high.school;no;yes;no;cellular;jul;tue;1~56;999;0;nonexistent;no
55~59;housemaid;married;university.degree;no;yes;no;cellular;jul;tue;1~56;999;0;nonexistent;no
55~59;housemaid;divorced;university.degree;no;yes;no;cellular;jul;tue;1~56;999;0;nonexistent;no
55~59;housemaid;divorced;university.degree;no;no;no;cellular;jul;tue;1~56;999;0;nonexistent;no
55~59;retired;married;basic.6y;no;yes;no;cellular;jul;tue;1~56;999;0;nonexistent;no
55~59;admin.;divorced;university.degree;unknown;yes;no;telephone;jul;tue;1~56;999;0;nonexistent;no
55~59;admin.;divorced;university.degree;unknown;yes;yes;cellular;jul;tue;1~56;999;0;nonexistent;yes
55~59;housemaid;divorced;unknown;no;unknown;unknown;cellular;jul;tue;1~56;999;0;nonexistent;no
55~59;retired;married;basic.6y;unknown;yes;no;cellular;jul;tue;1~56;999;0;nonexistent;no
55~59;retired;divorced;professional.course;no;no;no;cellular;jul;tue;1~56;999;0;nonexistent;no
55~59;technician;married;basic.4y;unknown;yes;yes;cellular;jul;wed;1~56;999;0;nonexistent;no
55~59;blue-collar;divorced;basic.4y;unknown;no;no;cellular;jul;wed;1~56;999;0;nonexistent;no
55~59;retired;married;basic.6y;no;yes;no;telephone;jul;wed;1~56;999;0;nonexistent;no
55~59;retired;married;basic.6y;no;no;no;cellular;jul;wed;1~56;999;0;nonexistent;no
55~59;retired;married;high.school;unknown;yes;no;cellular;jul;wed;1~56;999;0;nonexistent;no
55~59;technician;married;basic.9y;no;yes;no;cellular;jul;wed;1~56;999;0;nonexistent;no
55~59;technician;married;basic.9y;no;no;no;cellular;jul;wed;1~56;999;0;nonexistent;no
55~59;entrepreneur;married;university.degree;no;yes;no;telephone;jul;wed;1~56;999;0;nonexistent;no
55~59;entrepreneur;married;university.degree;no;no;no;cellular;jul;wed;1~56;999;0;nonexistent;no
55~59;management;married;university.degree;no;no;yes;telephone;jul;wed;1~56;999;0;nonexistent;no
55~59;admin.;single;university.degree;no;no;no;cellular;jul;wed;1~56;999;0;nonexistent;no
55~59;management;married;unknown;no;no;no;cellular;jul;wed;1~56;999;0;nonexistent;no
55~59;blue-collar;married;basic.4y;unknown;yes;no;cellular;jul;wed;1~56;999;0;nonexistent;no
55~59;services;single;high.school;no;no;yes;cellular;jul;wed;1~56;999;0;nonexistent;no
55~59;retired;divorced;basic.4y;no;no;yes;cellular;jul;wed;1~56;999;0;nonexistent;no
55~59;retired;divorced;professional.course;no;no;no;cellular;jul;wed;1~56;999;0;nonexistent;no
55~59;admin.;married;university.degree;unknown;no;no;cellular;jul;wed;1~56;999;0;nonexistent;no
55~59;management;married;basic.9y;no;no;no;cellular;jul;wed;1~56;999;0;nonexistent;no
55~59;retired;divorced;high.school;no;yes;no;cellular;jul;wed;1~56;999;0;nonexistent;no
55~59;housemaid;married;basic.4y;no;yes;no;cellular;jul;wed;1~56;999;0;nonexistent;no
55~59;blue-collar;married;basic.9y;no;no;no;cellular;jul;wed;1~56;999;0;nonexistent;no
55~59;unknown;married;high.school;unknown;no;no;cellular;jul;wed;1~56;999;0;nonexistent;no
55~59;technician;divorced;university.degree;unknown;yes;yes;cellular;jul;wed;1~56;999;0;nonexistent;no
55~59;retired;married;basic.4y;no;yes;no;cellular;jul;wed;1~56;999;0;nonexistent;no
55~59;entrepreneur;married;basic.4y;unknown;yes;no;cellular;jul;thu;1~56;999;0;nonexistent;no
55~59;blue-collar;divorced;basic.4y;unknown;no;no;telephone;jul;thu;1~56;999;0;nonexistent;no
55~59;technician;divorced;university.degree;unknown;no;yes;cellular;jul;thu;1~56;999;0;nonexistent;no
55~59;retired;divorced;high.school;no;yes;no;cellular;jul;thu;1~56;999;0;nonexistent;no
55~59;technician;divorced;university.degree;unknown;no;no;cellular;jul;thu;1~56;999;0;nonexistent;no
55~59;entrepreneur;married;basic.4y;unknown;yes;yes;cellular;jul;thu;1~56;999;0;nonexistent;no
55~59;housemaid;married;basic.4y;no;yes;yes;cellular;jul;thu;1~56;999;0;nonexistent;no
55~59;management;married;university.degree;no;yes;no;cellular;jul;thu;1~56;999;0;nonexistent;no
55~59;management;married;university.degree;no;no;no;cellular;jul;thu;1~56;999;0;nonexistent;no
55~59;management;married;university.degree;no;yes;no;cellular;jul;thu;1~56;999;0;nonexistent;no
55~59;management;married;university.degree;no;yes;no;cellular;jul;thu;1~56;999;0;nonexistent;no
55~59;technician;divorced;university.degree;unknown;yes;no;cellular;jul;thu;1~56;999;0;nonexistent;no
55~59;technician;divorced;university.degree;unknown;yes;no;cellular;jul;thu;1~56;999;0;nonexistent;no
55~59;technician;divorced;university.degree;unknown;no;no;cellular;jul;thu;1~56;999;0;nonexistent;no
55~59;admin.;married;university.degree;unknown;no;no;cellular;jul;thu;1~56;999;0;nonexistent;no
55~59;retired;married;basic.6y;unknown;no;no;cellular;jul;thu;1~56;999;0;nonexistent;no
55~59;self-employed;divorced;university.degree;no;yes;no;cellular;jul;thu;1~56;999;0;nonexistent;no
55~59;admin.;single;high.school;unknown;yes;no;telephone;jul;thu;1~56;999;0;nonexistent;no
55~59;unknown;married;high.school;unknown;no;no;cellular;jul;thu;1~56;999;0;nonexistent;no
55~59;services;married;high.school;no;yes;no;cellular;jul;thu;1~56;999;0;nonexistent;no
55~59;services;married;high.school;no;yes;no;cellular;jul;thu;1~56;999;0;nonexistent;no
55~59;technician;single;professional.course;no;yes;no;cellular;jul;thu;1~56;999;0;nonexistent;no
55~59;management;married;professional.course;unknown;yes;no;cellular;jul;thu;1~56;999;0;nonexistent;no
55~59;management;married;university.degree;no;no;yes;cellular;jul;thu;1~56;999;0;nonexistent;no
55~59;services;married;high.school;no;yes;no;cellular;jul;thu;1~56;999;0;nonexistent;no
55~59;retired;married;basic.4y;no;no;no;telephone;jul;thu;1~56;999;0;nonexistent;no
55~59;retired;married;basic.4y;no;no;yes;telephone;jul;thu;1~56;999;0;nonexistent;no
55~59;blue-collar;married;basic.6y;unknown;yes;no;cellular;jul;thu;1~56;999;0;nonexistent;no
55~59;blue-collar;married;basic.6y;unknown;yes;no;cellular;jul;thu;1~56;999;0;nonexistent;no
55~59;technician;married;high.school;unknown;no;no;telephone;jul;thu;1~56;999;0;nonexistent;no
55~59;blue-collar;married;basic.6y;unknown;yes;yes;telephone;jul;thu;1~56;999;0;nonexistent;no
55~59;blue-collar;married;basic.6y;unknown;yes;no;cellular;jul;thu;1~56;999;0;nonexistent;no
55~59;housemaid;married;basic.4y;no;no;yes;cellular;jul;thu;1~56;999;0;nonexistent;no
55~59;unknown;married;unknown;unknown;yes;no;cellular;aug;mon;1~56;999;0;nonexistent;no
55~59;blue-collar;married;basic.9y;no;yes;no;cellular;aug;mon;1~56;999;0;nonexistent;no
55~59;blue-collar;married;basic.9y;no;no;no;cellular;aug;mon;1~56;999;0;nonexistent;no
55~59;blue-collar;married;basic.9y;no;yes;no;cellular;aug;mon;1~56;999;0;nonexistent;yes
55~59;admin.;married;basic.6y;no;yes;no;cellular;aug;mon;1~56;999;0;nonexistent;no
55~59;blue-collar;married;basic.9y;no;unknown;unknown;cellular;aug;mon;1~56;999;0;nonexistent;no
55~59;retired;married;professional.course;no;yes;no;cellular;aug;mon;1~56;999;0;nonexistent;no
55~59;retired;married;university.degree;no;yes;no;cellular;aug;mon;1~56;999;0;nonexistent;no
55~59;retired;married;university.degree;unknown;no;no;cellular;aug;mon;1~56;999;0;nonexistent;no
55~59;retired;married;university.degree;unknown;yes;no;cellular;aug;mon;1~56;999;0;nonexistent;no
55~59;admin.;married;high.school;unknown;yes;no;cellular;aug;mon;1~56;999;0;nonexistent;no
55~59;retired;married;basic.6y;no;no;no;cellular;aug;mon;1~56;999;0;nonexistent;no
55~59;retired;married;basic.4y;no;yes;no;telephone;aug;mon;1~56;999;0;nonexistent;no
55~59;retired;married;basic.4y;no;no;no;cellular;aug;mon;1~56;999;0;nonexistent;no
55~59;admin.;married;high.school;unknown;yes;no;cellular;aug;mon;1~56;999;0;nonexistent;no
55~59;admin.;married;high.school;no;yes;no;cellular;aug;mon;1~56;999;0;nonexistent;no
55~59;admin.;married;high.school;no;yes;no;cellular;aug;mon;1~56;999;0;nonexistent;no
55~59;admin.;married;university.degree;no;yes;no;cellular;aug;mon;1~56;999;0;nonexistent;no
55~59;housemaid;married;basic.4y;unknown;yes;no;cellular;aug;mon;1~56;999;0;nonexistent;no
55~59;retired;married;professional.course;unknown;no;no;cellular;aug;mon;1~56;999;0;nonexistent;no
55~59;admin.;married;high.school;no;no;no;cellular;aug;mon;1~56;999;0;nonexistent;no
55~59;blue-collar;married;basic.9y;no;yes;no;cellular;aug;mon;1~56;999;0;nonexistent;no
55~59;retired;married;university.degree;unknown;yes;no;cellular;aug;mon;1~56;999;0;nonexistent;no
55~59;retired;married;university.degree;unknown;yes;yes;cellular;aug;mon;1~56;999;0;nonexistent;no
55~59;retired;married;high.school;no;yes;no;cellular;aug;mon;1~56;999;0;nonexistent;no
55~59;retired;married;professional.course;unknown;yes;no;cellular;aug;mon;1~56;999;0;nonexistent;no
55~59;retired;married;university.degree;unknown;no;no;cellular;aug;mon;1~56;999;0;nonexistent;no
55~59;retired;married;basic.4y;no;no;no;cellular;aug;mon;1~56;999;0;nonexistent;no
55~59;retired;married;university.degree;no;yes;no;cellular;aug;tue;1~56;999;0;nonexistent;no
55~59;retired;married;basic.6y;no;no;no;cellular;aug;tue;1~56;999;0;nonexistent;no
55~59;admin.;married;high.school;no;yes;yes;cellular;aug;tue;1~56;999;0;nonexistent;no
55~59;admin.;married;high.school;no;yes;no;cellular;aug;tue;1~56;999;0;nonexistent;yes
55~59;blue-collar;married;basic.9y;no;no;no;cellular;aug;tue;1~56;999;0;nonexistent;no
55~59;retired;married;professional.course;unknown;yes;no;cellular;aug;tue;1~56;999;0;nonexistent;no
55~59;services;married;unknown;unknown;yes;no;cellular;aug;tue;1~56;999;0;nonexistent;no
55~59;retired;married;university.degree;no;yes;no;cellular;aug;tue;1~56;999;0;nonexistent;no
55~59;admin.;married;university.degree;no;yes;no;cellular;aug;tue;1~56;999;0;nonexistent;no
55~59;admin.;married;high.school;unknown;yes;no;cellular;aug;tue;1~56;999;0;nonexistent;no
55~59;technician;married;professional.course;unknown;no;no;cellular;aug;tue;1~56;999;0;nonexistent;no
55~59;housemaid;married;unknown;no;no;no;cellular;aug;tue;1~56;999;0;nonexistent;no
55~59;blue-collar;married;basic.9y;no;yes;no;cellular;aug;tue;1~56;999;0;nonexistent;no
55~59;retired;married;high.school;no;no;no;cellular;aug;wed;1~56;999;0;nonexistent;no
55~59;retired;married;university.degree;unknown;yes;yes;cellular;aug;wed;1~56;999;0;nonexistent;no
55~59;housemaid;married;basic.4y;no;no;no;cellular;aug;wed;1~56;999;0;nonexistent;no
55~59;blue-collar;married;basic.9y;no;yes;no;cellular;aug;wed;1~56;999;0;nonexistent;no
55~59;housemaid;married;basic.4y;unknown;no;no;cellular;aug;wed;1~56;999;0;nonexistent;no
55~59;blue-collar;married;unknown;unknown;yes;no;cellular;aug;wed;1~56;999;0;nonexistent;no
55~59;retired;married;basic.4y;unknown;no;no;cellular;aug;wed;1~56;999;0;nonexistent;no
55~59;housemaid;married;basic.4y;unknown;yes;no;cellular;aug;wed;1~56;999;0;nonexistent;no
55~59;blue-collar;married;basic.4y;no;no;no;cellular;aug;wed;1~56;999;0;nonexistent;no
55~59;retired;married;basic.4y;unknown;yes;no;cellular;aug;wed;1~56;999;0;nonexistent;no
55~59;retired;married;basic.4y;unknown;yes;no;cellular;aug;wed;1~56;999;0;nonexistent;no
55~59;blue-collar;married;basic.4y;no;yes;no;cellular;aug;wed;1~56;999;0;nonexistent;no
55~59;technician;married;professional.course;no;no;no;cellular;aug;wed;1~56;999;0;nonexistent;no
55~59;retired;married;basic.4y;no;yes;no;cellular;aug;wed;1~56;999;0;nonexistent;no
55~59;housemaid;married;basic.4y;unknown;no;no;cellular;aug;wed;1~56;999;0;nonexistent;no
55~59;blue-collar;married;basic.4y;unknown;yes;no;cellular;aug;wed;1~56;999;0;nonexistent;no
55~59;retired;married;professional.course;no;yes;no;cellular;aug;wed;1~56;999;0;nonexistent;no
55~59;blue-collar;married;basic.6y;no;no;no;cellular;aug;wed;1~56;999;0;nonexistent;no
55~59;retired;married;high.school;no;no;no;cellular;aug;wed;1~56;999;0;nonexistent;no
55~59;blue-collar;married;basic.4y;unknown;no;no;cellular;aug;thu;1~56;999;0;nonexistent;no
55~59;retired;married;high.school;unknown;yes;no;cellular;aug;thu;1~56;999;0;nonexistent;yes
55~59;retired;married;professional.course;no;no;no;cellular;aug;thu;1~56;999;0;nonexistent;no
55~59;retired;married;professional.course;no;yes;yes;cellular;aug;thu;1~56;999;0;nonexistent;no
