weight,ph,avg
Cluster: 3, Atts.Values: 555.000000,427.000000,750.000000
Cluster: 3, Atts.Values: 408.000000,363.000000,847.000000
Cluster: 3, Atts.Values: 608.000000,425.000000,706.000000
Cluster: 3, Atts.Values: 391.000000,306.000000,850.000000
Cluster: 3, Atts.Values: 291.000000,201.000000,940.000000
Cluster: 3, Atts.Values: 729.000000,427.000000,812.000000
Cluster: 3, Atts.Values: 728.000000,433.000000,825.000000
Cluster: 3, Atts.Values: 691.000000,419.000000,865.000000
Cluster: 3, Atts.Values: 286.000000,55.000000,922.000000
Cluster: 3, Atts.Values: 603.000000,436.000000,856.000000
Cluster: 3, Atts.Values: 669.000000,447.000000,850.000000
Cluster: 4, Atts.Values: 980.000000,602.000000,779.000000
Cluster: 4, Atts.Values: 537.000000,481.000000,844.000000
Cluster: 4, Atts.Values: 691.000000,419.000000,865.000000
Cluster: 4, Atts.Values: 600.000000,486.000000,806.000000
Cluster: 4, Atts.Values: 546.000000,436.000000,994.000000
Cluster: 4, Atts.Values: 666.000000,813.000000,885.000000
Cluster: 4, Atts.Values: 629.000000,948.000000,927.000000
Cluster: 4, Atts.Values: 695.000000,800.000000,850.000000
Cluster: 4, Atts.Values: 547.000000,433.000000,925.000000
Cluster: 4, Atts.Values: 504.000000,670.000000,946.000000
Cluster: 4, Atts.Values: 561.000000,584.000000,870.000000
Cluster: 4, Atts.Values: 602.000000,939.000000,934.000000
Cluster: 4, Atts.Values: 519.000000,819.000000,945.000000
Cluster: 4, Atts.Values: 603.000000,436.000000,856.000000
Cluster: 4, Atts.Values: 898.000000,760.000000,828.000000
Cluster: 4, Atts.Values: 661.000000,602.000000,878.000000
Cluster: 4, Atts.Values: 722.000000,935.000000,949.000000
Cluster: 4, Atts.Values: 632.000000,796.000000,933.000000
Cluster: 4, Atts.Values: 698.000000,874.000000,930.000000
Cluster: 4, Atts.Values: 669.000000,478.000000,809.000000
Cluster: 4, Atts.Values: 678.000000,522.000000,813.000000
Cluster: 4, Atts.Values: 674.000000,520.000000,779.000000
Cluster: 4, Atts.Values: 960.000000,987.000000,886.000000
Cluster: 4, Atts.Values: 646.000000,666.000000,847.000000
Cluster: 4, Atts.Values: 588.000000,433.000000,982.000000
Cluster: 4, Atts.Values: 650.000000,684.000000,807.000000
Cluster: 4, Atts.Values: 539.000000,718.000000,989.000000
Cluster: 4, Atts.Values: 438.000000,631.000000,956.000000
Cluster: 4, Atts.Values: 539.000000,840.000000,826.000000
Cluster: 4, Atts.Values: 713.000000,753.000000,808.000000
Cluster: 4, Atts.Values: 643.000000,704.000000,756.000000
Cluster: 4, Atts.Values: 550.000000,950.000000,868.000000
Cluster: 4, Atts.Values: 480.000000,473.000000,889.000000
Cluster: 4, Atts.Values: 748.000000,864.000000,828.000000
Cluster: 4, Atts.Values: 484.000000,582.000000,870.000000
Cluster: 4, Atts.Values: 648.000000,867.000000,788.000000
Cluster: 4, Atts.Values: 711.000000,956.000000,814.000000
Cluster: 4, Atts.Values: 767.000000,902.000000,806.000000
Cluster: 4, Atts.Values: 492.000000,861.000000,911.000000
Cluster: 4, Atts.Values: 854.000000,957.000000,826.000000
Cluster: 4, Atts.Values: 453.000000,698.000000,871.000000
Cluster: 4, Atts.Values: 424.000000,807.000000,960.000000
Cluster: 4, Atts.Values: 454.000000,912.000000,875.000000
Cluster: 4, Atts.Values: 455.000000,528.000000,847.000000
Cluster: 4, Atts.Values: 437.000000,755.000000,948.000000
Cluster: 4, Atts.Values: 493.000000,661.000000,741.000000
Cluster: 4, Atts.Values: 566.000000,899.000000,782.000000
Cluster: 4, Atts.Values: 666.000000,981.000000,778.000000
Cluster: 4, Atts.Values: 613.000000,727.000000,708.000000
Cluster: 4, Atts.Values: 454.000000,871.000000,845.000000
Cluster: 4, Atts.Values: 483.000000,633.000000,738.000000
Cluster: 4, Atts.Values: 663.000000,997.000000,774.000000
Cluster: 4, Atts.Values: 617.000000,745.000000,722.000000
Cluster: 4, Atts.Values: 436.000000,909.000000,864.000000
Cluster: 4, Atts.Values: 402.000000,606.000000,933.000000
Cluster: 4, Atts.Values: 570.000000,895.000000,747.000000
Cluster: 4, Atts.Values: 571.000000,575.000000,637.000000
Cluster: 4, Atts.Values: 440.000000,487.000000,792.000000
Cluster: 4, Atts.Values: 443.000000,926.000000,765.000000
Cluster: 4, Atts.Values: 420.000000,821.000000,781.000000
Cluster: 4, Atts.Values: 485.000000,613.000000,624.000000
Cluster: 4, Atts.Values: 395.000000,925.000000,814.000000
Cluster: 4, Atts.Values: 598.000000,606.000000,641.000000
Cluster: 4, Atts.Values: 435.000000,528.000000,781.000000
Cluster: 4, Atts.Values: 590.000000,811.000000,667.000000
Cluster: 4, Atts.Values: 639.000000,720.000000,649.000000
Cluster: 4, Atts.Values: 328.000000,738.000000,992.000000
Cluster: 5, Atts.Values: 988.000000,493.000000,65.000000
Cluster: 5, Atts.Values: 974.000000,518.000000,236.000000
Cluster: 5, Atts.Values: 971.000000,456.000000,292.000000
Cluster: 5, Atts.Values: 979.000000,737.000000,272.000000
Cluster: 5, Atts.Values: 983.000000,769.000000,289.000000
Cluster: 5, Atts.Values: 841.000000,166.000000,50.000000
Cluster: 5, Atts.Values: 781.000000,345.000000,41.000000
Cluster: 5, Atts.Values: 965.000000,836.000000,102.000000
Cluster: 5, Atts.Values: 971.000000,723.000000,44.000000
Cluster: 5, Atts.Values: 875.000000,405.000000,86.000000
Cluster: 5, Atts.Values: 948.000000,397.000000,151.000000
Cluster: 5, Atts.Values: 927.000000,363.000000,237.000000
Cluster: 5, Atts.Values: 951.000000,212.000000,164.000000
Cluster: 5, Atts.Values: 826.000000,214.000000,273.000000
Cluster: 5, Atts.Values: 839.000000,32.000000,71.000000
Cluster: 5, Atts.Values: 996.000000,241.000000,395.000000
Cluster: 5, Atts.Values: 927.000000,403.000000,380.000000
Cluster: 5, Atts.Values: 687.000000,12.000000,88.000000
Cluster: 5, Atts.Values: 897.000000,205.000000,207.000000
Cluster: 5, Atts.Values: 977.000000,236.000000,69.000000
Cluster: 5, Atts.Values: 906.000000,109.000000,210.000000
Cluster: 5, Atts.Values: 960.000000,686.000000,2.000000
Cluster: 5, Atts.Values: 849.000000,406.000000,186.000000
Cluster: 5, Atts.Values: 969.000000,540.000000,357.000000
Cluster: 5, Atts.Values: 899.000000,120.000000,261.000000
Cluster: 5, Atts.Values: 849.000000,126.000000,295.000000
Cluster: 5, Atts.Values: 990.000000,298.000000,400.000000
Cluster: 5, Atts.Values: 883.000000,253.000000,235.000000
Cluster: 5, Atts.Values: 917.000000,860.000000,1.000000
Cluster: 5, Atts.Values: 926.000000,336.000000,200.000000
Cluster: 5, Atts.Values: 812.000000,171.000000,129.000000
Cluster: 5, Atts.Values: 949.000000,347.000000,42.000000
Cluster: 5, Atts.Values: 998.000000,547.000000,66.000000
Cluster: 5, Atts.Values: 999.000000,568.000000,144.000000
Cluster: 5, Atts.Values: 845.000000,167.000000,27.000000
Cluster: 5, Atts.Values: 937.000000,385.000000,355.000000
Cluster: 5, Atts.Values: 840.000000,210.000000,231.000000
Cluster: 5, Atts.Values: 960.000000,313.000000,415.000000
Cluster: 5, Atts.Values: 997.000000,431.000000,199.000000
Cluster: 5, Atts.Values: 982.000000,425.000000,149.000000
Cluster: 5, Atts.Values: 816.000000,217.000000,190.000000
Cluster: 5, Atts.Values: 667.000000,163.000000,126.000000
Cluster: 5, Atts.Values: 811.000000,399.000000,290.000000
Cluster: 5, Atts.Values: 868.000000,81.000000,347.000000
Cluster: 5, Atts.Values: 788.000000,411.000000,168.000000
Cluster: 5, Atts.Values: 659.000000,280.000000,35.000000
Cluster: 5, Atts.Values: 817.000000,472.000000,106.000000
Cluster: 5, Atts.Values: 589.000000,12.000000,84.000000
Cluster: 5, Atts.Values: 729.000000,134.000000,186.000000
Cluster: 5, Atts.Values: 931.000000,238.000000,469.000000
Cluster: 5, Atts.Values: 723.000000,350.000000,87.000000
Cluster: 5, Atts.Values: 879.000000,88.000000,395.000000
Cluster: 5, Atts.Values: 848.000000,123.000000,415.000000
Cluster: 5, Atts.Values: 658.000000,3.000000,182.000000
Cluster: 5, Atts.Values: 666.000000,15.000000,97.000000
Cluster: 5, Atts.Values: 754.000000,292.000000,119.000000
Cluster: 5, Atts.Values: 833.000000,433.000000,291.000000
Cluster: 5, Atts.Values: 884.000000,120.000000,389.000000
Cluster: 5, Atts.Values: 715.000000,52.000000,164.000000
Cluster: 5, Atts.Values: 539.000000,85.000000,83.000000
Cluster: 5, Atts.Values: 795.000000,314.000000,178.000000
Cluster: 5, Atts.Values: 947.000000,606.000000,354.000000
Cluster: 5, Atts.Values: 852.000000,338.000000,478.000000
Cluster: 5, Atts.Values: 699.000000,238.000000,252.000000
Cluster: 5, Atts.Values: 744.000000,228.000000,115.000000
Cluster: 5, Atts.Values: 601.000000,216.000000,92.000000
Cluster: 5, Atts.Values: 655.000000,47.000000,45.000000
Cluster: 5, Atts.Values: 889.000000,123.000000,424.000000
Cluster: 5, Atts.Values: 588.000000,189.000000,114.000000
Cluster: 5, Atts.Values: 693.000000,117.000000,206.000000
Cluster: 5, Atts.Values: 762.000000,436.000000,342.000000
Cluster: 5, Atts.Values: 706.000000,281.000000,281.000000
Cluster: 5, Atts.Values: 862.000000,87.000000,337.000000
Cluster: 5, Atts.Values: 757.000000,363.000000,260.000000
Cluster: 5, Atts.Values: 703.000000,363.000000,172.000000
Cluster: 5, Atts.Values: 665.000000,151.000000,240.000000
Cluster: 5, Atts.Values: 738.000000,352.000000,146.000000
Cluster: 5, Atts.Values: 974.000000,436.000000,418.000000
Cluster: 5, Atts.Values: 844.000000,455.000000,428.000000
Cluster: 5, Atts.Values: 963.000000,549.000000,408.000000
Cluster: 5, Atts.Values: 816.000000,296.000000,428.000000
Cluster: 5, Atts.Values: 595.000000,194.000000,234.000000
Cluster: 5, Atts.Values: 553.000000,35.000000,159.000000
Cluster: 5, Atts.Values: 666.000000,394.000000,240.000000
Cluster: 5, Atts.Values: 780.000000,158.000000,439.000000
Cluster: 5, Atts.Values: 563.000000,267.000000,94.000000
Cluster: 5, Atts.Values: 746.000000,344.000000,425.000000
Cluster: 5, Atts.Values: 626.000000,299.000000,60.000000
Cluster: 5, Atts.Values: 847.000000,364.000000,508.000000
Cluster: 5, Atts.Values: 483.000000,140.000000,80.000000
Cluster: 5, Atts.Values: 606.000000,330.000000,152.000000
Cluster: 5, Atts.Values: 722.000000,420.000000,380.000000
Cluster: 5, Atts.Values: 672.000000,224.000000,308.000000
Cluster: 5, Atts.Values: 636.000000,316.000000,120.000000
Cluster: 5, Atts.Values: 909.000000,15.000000,428.000000
Cluster: 5, Atts.Values: 824.000000,59.000000,395.000000
Cluster: 5, Atts.Values: 626.000000,14.000000,231.000000
Cluster: 5, Atts.Values: 519.000000,241.000000,162.000000
Cluster: 5, Atts.Values: 649.000000,241.000000,322.000000
Cluster: 5, Atts.Values: 581.000000,319.000000,141.000000
Cluster: 5, Atts.Values: 682.000000,248.000000,378.000000
Cluster: 5, Atts.Values: 684.000000,114.000000,377.000000
Cluster: 5, Atts.Values: 590.000000,37.000000,247.000000
Cluster: 5, Atts.Values: 482.000000,316.000000,60.000000
Cluster: 5, Atts.Values: 479.000000,86.000000,123.000000
Cluster: 5, Atts.Values: 657.000000,229.000000,363.000000
Cluster: 6, Atts.Values: 931.000000,643.000000,704.000000
Cluster: 6, Atts.Values: 958.000000,614.000000,628.000000
Cluster: 6, Atts.Values: 832.000000,510.000000,497.000000
Cluster: 6, Atts.Values: 847.000000,364.000000,508.000000
Cluster: 6, Atts.Values: 868.000000,827.000000,739.000000
Cluster: 6, Atts.Values: 669.000000,478.000000,809.000000
Cluster: 6, Atts.Values: 850.000000,795.000000,595.000000
Cluster: 6, Atts.Values: 798.000000,623.000000,547.000000
Cluster: 6, Atts.Values: 733.000000,627.000000,723.000000
Cluster: 6, Atts.Values: 852.000000,338.000000,478.000000
Cluster: 6, Atts.Values: 892.000000,827.000000,756.000000
Cluster: 6, Atts.Values: 889.000000,603.000000,691.000000
Cluster: 6, Atts.Values: 861.000000,623.000000,758.000000
Cluster: 6, Atts.Values: 678.000000,522.000000,813.000000
Cluster: 6, Atts.Values: 674.000000,520.000000,779.000000
Cluster: 6, Atts.Values: 802.000000,468.000000,691.000000
Cluster: 6, Atts.Values: 883.000000,582.000000,481.000000
Cluster: 6, Atts.Values: 837.000000,661.000000,734.000000
Cluster: 6, Atts.Values: 804.000000,530.000000,462.000000
Cluster: 6, Atts.Values: 960.000000,987.000000,886.000000
Cluster: 6, Atts.Values: 646.000000,666.000000,847.000000
Cluster: 6, Atts.Values: 756.000000,414.000000,750.000000
Cluster: 6, Atts.Values: 836.000000,660.000000,652.000000
Cluster: 6, Atts.Values: 888.000000,651.000000,428.000000
Cluster: 6, Atts.Values: 748.000000,864.000000,828.000000
Cluster: 6, Atts.Values: 650.000000,684.000000,807.000000
Cluster: 6, Atts.Values: 815.000000,541.000000,465.000000
Cluster: 6, Atts.Values: 943.000000,831.000000,643.000000
Cluster: 6, Atts.Values: 705.000000,661.000000,617.000000
Cluster: 6, Atts.Values: 929.000000,827.000000,686.000000
Cluster: 6, Atts.Values: 977.000000,561.000000,497.000000
Cluster: 6, Atts.Values: 724.000000,742.000000,721.000000
Cluster: 6, Atts.Values: 730.000000,619.000000,726.000000
Cluster: 6, Atts.Values: 711.000000,956.000000,814.000000
Cluster: 6, Atts.Values: 767.000000,902.000000,806.000000
Cluster: 6, Atts.Values: 973.000000,798.000000,648.000000
Cluster: 6, Atts.Values: 974.000000,436.000000,418.000000
Cluster: 6, Atts.Values: 904.000000,557.000000,544.000000
Cluster: 6, Atts.Values: 963.000000,549.000000,408.000000
Cluster: 6, Atts.Values: 849.000000,878.000000,791.000000
Cluster: 6, Atts.Values: 613.000000,727.000000,708.000000
Cluster: 6, Atts.Values: 956.000000,773.000000,327.000000
Cluster: 6, Atts.Values: 858.000000,659.000000,378.000000
Cluster: 6, Atts.Values: 598.000000,606.000000,641.000000
Cluster: 6, Atts.Values: 639.000000,720.000000,649.000000
Cluster: 6, Atts.Values: 703.000000,608.000000,436.000000
Cluster: 6, Atts.Values: 807.000000,846.000000,508.000000
Cluster: 6, Atts.Values: 662.000000,858.000000,670.000000
Cluster: 6, Atts.Values: 571.000000,575.000000,637.000000
Cluster: 6, Atts.Values: 635.000000,597.000000,533.000000
Cluster: 6, Atts.Values: 648.000000,867.000000,788.000000
Cluster: 6, Atts.Values: 617.000000,745.000000,722.000000
Cluster: 6, Atts.Values: 680.000000,889.000000,676.000000
Cluster: 6, Atts.Values: 666.000000,981.000000,778.000000
Cluster: 6, Atts.Values: 605.000000,522.000000,566.000000
Cluster: 6, Atts.Values: 603.000000,511.000000,648.000000
Cluster: 6, Atts.Values: 998.000000,763.000000,797.000000
Cluster: 6, Atts.Values: 980.000000,602.000000,779.000000
Cluster: 6, Atts.Values: 980.000000,829.000000,848.000000
Cluster: 6, Atts.Values: 891.000000,478.000000,772.000000
Cluster: 6, Atts.Values: 963.000000,549.000000,408.000000
Cluster: 6, Atts.Values: 952.000000,742.000000,854.000000
Cluster: 6, Atts.Values: 898.000000,760.000000,828.000000
Cluster: 6, Atts.Values: 989.000000,691.000000,901.000000
Cluster: 6, Atts.Values: 826.000000,550.000000,827.000000
Cluster: 6, Atts.Values: 937.000000,671.000000,864.000000
Cluster: 6, Atts.Values: 900.000000,722.000000,853.000000
Cluster: 6, Atts.Values: 854.000000,957.000000,826.000000
Cluster: 6, Atts.Values: 915.000000,635.000000,894.000000
Cluster: 6, Atts.Values: 960.000000,987.000000,886.000000
Cluster: 6, Atts.Values: 972.000000,558.000000,954.000000
Cluster: 6, Atts.Values: 879.000000,471.000000,899.000000
Cluster: 6, Atts.Values: 942.000000,535.000000,949.000000
Cluster: 6, Atts.Values: 832.000000,624.000000,830.000000
Cluster: 6, Atts.Values: 857.000000,417.000000,742.000000
Cluster: 6, Atts.Values: 821.000000,664.000000,875.000000
Cluster: 6, Atts.Values: 913.000000,642.000000,980.000000
Cluster: 6, Atts.Values: 977.000000,961.000000,984.000000
Cluster: 6, Atts.Values: 871.000000,773.000000,981.000000
Cluster: 6, Atts.Values: 825.000000,706.000000,917.000000
Cluster: 6, Atts.Values: 674.000000,520.000000,779.000000
Cluster: 7, Atts.Values: 92.000000,879.000000,10.000000
Cluster: 7, Atts.Values: 64.000000,985.000000,34.000000
Cluster: 7, Atts.Values: 48.000000,780.000000,184.000000
Cluster: 7, Atts.Values: 116.000000,552.000000,88.000000
Cluster: 7, Atts.Values: 209.000000,977.000000,68.000000
Cluster: 7, Atts.Values: 218.000000,695.000000,81.000000
Cluster: 7, Atts.Values: 72.000000,595.000000,49.000000
Cluster: 7, Atts.Values: 167.000000,808.000000,136.000000
Cluster: 7, Atts.Values: 321.000000,903.000000,189.000000
Cluster: 7, Atts.Values: 253.000000,488.000000,128.000000
Cluster: 7, Atts.Values: 107.000000,393.000000,117.000000
Cluster: 7, Atts.Values: 353.000000,871.000000,78.000000
Cluster: 7, Atts.Values: 33.000000,512.000000,260.000000
Cluster: 7, Atts.Values: 64.000000,701.000000,203.000000
Cluster: 7, Atts.Values: 191.000000,697.000000,188.000000
Cluster: 7, Atts.Values: 323.000000,709.000000,152.000000
Cluster: 7, Atts.Values: 155.000000,896.000000,273.000000
Cluster: 7, Atts.Values: 90.000000,780.000000,122.000000
Cluster: 7, Atts.Values: 263.000000,574.000000,218.000000
Cluster: 7, Atts.Values: 43.000000,925.000000,381.000000
Cluster: 7, Atts.Values: 159.000000,948.000000,45.000000
Cluster: 7, Atts.Values: 200.000000,600.000000,77.000000
Cluster: 7, Atts.Values: 222.000000,622.000000,214.000000
Cluster: 7, Atts.Values: 201.000000,792.000000,278.000000
Cluster: 7, Atts.Values: 143.000000,961.000000,14.000000
Cluster: 7, Atts.Values: 230.000000,765.000000,159.000000
Cluster: 7, Atts.Values: 209.000000,925.000000,126.000000
Cluster: 7, Atts.Values: 45.000000,746.000000,325.000000
Cluster: 7, Atts.Values: 86.000000,646.000000,257.000000
Cluster: 7, Atts.Values: 383.000000,963.000000,131.000000
Cluster: 7, Atts.Values: 245.000000,558.000000,109.000000
Cluster: 7, Atts.Values: 55.000000,509.000000,215.000000
Cluster: 7, Atts.Values: 11.000000,592.000000,54.000000
Cluster: 7, Atts.Values: 67.000000,496.000000,192.000000
Cluster: 7, Atts.Values: 267.000000,967.000000,255.000000
Cluster: 7, Atts.Values: 96.000000,549.000000,27.000000
Cluster: 7, Atts.Values: 104.000000,522.000000,3.000000
Cluster: 7, Atts.Values: 196.000000,399.000000,28.000000
Cluster: 7, Atts.Values: 144.000000,941.000000,102.000000
Cluster: 7, Atts.Values: 46.000000,576.000000,266.000000
Cluster: 7, Atts.Values: 11.000000,955.000000,207.000000
Cluster: 7, Atts.Values: 9.000000,972.000000,158.000000
Cluster: 7, Atts.Values: 262.000000,687.000000,176.000000
Cluster: 7, Atts.Values: 166.000000,563.000000,6.000000
Cluster: 7, Atts.Values: 104.000000,848.000000,8.000000
Cluster: 7, Atts.Values: 336.000000,889.000000,26.000000
Cluster: 7, Atts.Values: 249.000000,598.000000,200.000000
Cluster: 7, Atts.Values: 153.000000,925.000000,169.000000
Cluster: 7, Atts.Values: 151.000000,648.000000,181.000000
Cluster: 7, Atts.Values: 235.000000,790.000000,191.000000
Cluster: 7, Atts.Values: 147.000000,536.000000,12.000000
Cluster: 7, Atts.Values: 323.000000,623.000000,153.000000
Cluster: 7, Atts.Values: 36.000000,680.000000,278.000000
Cluster: 7, Atts.Values: 370.000000,933.000000,169.000000
Cluster: 7, Atts.Values: 99.000000,826.000000,25.000000
Cluster: 7, Atts.Values: 34.000000,679.000000,136.000000
Cluster: 7, Atts.Values: 62.000000,781.000000,172.000000
Cluster: 7, Atts.Values: 211.000000,956.000000,297.000000
Cluster: 7, Atts.Values: 382.000000,685.000000,173.000000
Cluster: 7, Atts.Values: 236.000000,911.000000,331.000000
Cluster: 7, Atts.Values: 338.000000,849.000000,212.000000
Cluster: 7, Atts.Values: 10.000000,734.000000,384.000000
Cluster: 7, Atts.Values: 62.000000,644.000000,389.000000
Cluster: 7, Atts.Values: 208.000000,423.000000,192.000000
Cluster: 7, Atts.Values: 275.000000,456.000000,206.000000
Cluster: 7, Atts.Values: 357.000000,810.000000,232.000000
Cluster: 7, Atts.Values: 7.000000,509.000000,322.000000
Cluster: 7, Atts.Values: 301.000000,602.000000,273.000000
Cluster: 7, Atts.Values: 297.000000,688.000000,398.000000
Cluster: 7, Atts.Values: 318.000000,406.000000,130.000000
Cluster: 7, Atts.Values: 329.000000,612.000000,399.000000
Cluster: 7, Atts.Values: 370.000000,655.000000,102.000000
Cluster: 7, Atts.Values: 203.000000,475.000000,313.000000
Cluster: 7, Atts.Values: 56.000000,955.000000,454.000000
Cluster: 7, Atts.Values: 219.000000,461.000000,180.000000
Cluster: 7, Atts.Values: 17.000000,630.000000,335.000000
Cluster: 7, Atts.Values: 346.000000,907.000000,228.000000
Cluster: 7, Atts.Values: 286.000000,716.000000,274.000000
Cluster: 7, Atts.Values: 420.000000,770.000000,198.000000
Cluster: 7, Atts.Values: 233.000000,393.000000,94.000000
Cluster: 7, Atts.Values: 155.000000,424.000000,252.000000
Cluster: 7, Atts.Values: 325.000000,502.000000,168.000000
Cluster: 7, Atts.Values: 236.000000,311.000000,13.000000
Cluster: 7, Atts.Values: 20.000000,657.000000,336.000000
Cluster: 7, Atts.Values: 228.000000,605.000000,379.000000
Cluster: 7, Atts.Values: 83.000000,614.000000,344.000000
Cluster: 7, Atts.Values: 51.000000,451.000000,365.000000
Cluster: 7, Atts.Values: 296.000000,435.000000,252.000000
Cluster: 7, Atts.Values: 405.000000,563.000000,229.000000
Cluster: 7, Atts.Values: 154.000000,337.000000,146.000000
Cluster: 7, Atts.Values: 30.000000,644.000000,452.000000
Cluster: 7, Atts.Values: 105.000000,634.000000,431.000000
Cluster: 7, Atts.Values: 326.000000,379.000000,14.000000
Cluster: 7, Atts.Values: 229.000000,831.000000,439.000000
Cluster: 7, Atts.Values: 392.000000,582.000000,174.000000
Cluster: 7, Atts.Values: 179.000000,301.000000,83.000000
Cluster: 7, Atts.Values: 397.000000,511.000000,318.000000
Cluster: 7, Atts.Values: 298.000000,376.000000,203.000000
Cluster: 7, Atts.Values: 314.000000,288.000000,37.000000
Cluster: 7, Atts.Values: 15.000000,522.000000,461.000000
Cluster: 7, Atts.Values: 306.000000,473.000000,382.000000
Cluster: 7, Atts.Values: 126.000000,497.000000,458.000000
Cluster: 7, Atts.Values: 132.000000,577.000000,458.000000
Cluster: 8, Atts.Values: 438.000000,291.000000,519.000000
Cluster: 8, Atts.Values: 208.000000,323.000000,313.000000
Cluster: 8, Atts.Values: 625.000000,78.000000,445.000000
Cluster: 8, Atts.Values: 711.000000,353.000000,650.000000
Cluster: 8, Atts.Values: 427.000000,211.000000,426.000000
Cluster: 8, Atts.Values: 555.000000,294.000000,514.000000
Cluster: 8, Atts.Values: 475.000000,221.000000,428.000000
Cluster: 8, Atts.Values: 368.000000,343.000000,484.000000
Cluster: 8, Atts.Values: 641.000000,331.000000,682.000000
Cluster: 8, Atts.Values: 384.000000,458.000000,823.000000
Cluster: 8, Atts.Values: 544.000000,88.000000,652.000000
Cluster: 8, Atts.Values: 372.000000,182.000000,944.000000
Cluster: 8, Atts.Values: 492.000000,123.000000,524.000000
Cluster: 8, Atts.Values: 460.000000,163.000000,601.000000
Cluster: 8, Atts.Values: 540.000000,159.000000,562.000000
Cluster: 8, Atts.Values: 593.000000,378.000000,563.000000
Cluster: 8, Atts.Values: 705.000000,28.000000,503.000000
Cluster: 8, Atts.Values: 571.000000,426.000000,535.000000
Cluster: 8, Atts.Values: 451.000000,220.000000,507.000000
Cluster: 8, Atts.Values: 548.000000,455.000000,601.000000
Cluster: 8, Atts.Values: 318.000000,232.000000,754.000000
Cluster: 8, Atts.Values: 290.000000,397.000000,774.000000
Cluster: 8, Atts.Values: 233.000000,393.000000,94.000000
Cluster: 8, Atts.Values: 371.000000,475.000000,680.000000
Cluster: 8, Atts.Values: 439.000000,493.000000,522.000000
Cluster: 8, Atts.Values: 155.000000,424.000000,252.000000
Cluster: 8, Atts.Values: 693.000000,117.000000,206.000000
Cluster: 8, Atts.Values: 483.000000,336.000000,626.000000
Cluster: 8, Atts.Values: 571.000000,575.000000,637.000000
Cluster: 8, Atts.Values: 481.000000,142.000000,244.000000
Cluster: 8, Atts.Values: 682.000000,248.000000,378.000000
Cluster: 8, Atts.Values: 493.000000,335.000000,649.000000
Cluster: 8, Atts.Values: 312.000000,373.000000,460.000000
Cluster: 8, Atts.Values: 672.000000,224.000000,308.000000
Cluster: 8, Atts.Values: 427.000000,350.000000,549.000000
Cluster: 8, Atts.Values: 298.000000,376.000000,203.000000
Cluster: 8, Atts.Values: 517.000000,229.000000,575.000000
Cluster: 8, Atts.Values: 709.000000,279.000000,522.000000
Cluster: 8, Atts.Values: 405.000000,256.000000,272.000000
Cluster: 8, Atts.Values: 862.000000,87.000000,337.000000
Cluster: 8, Atts.Values: 641.000000,199.000000,364.000000
Cluster: 8, Atts.Values: 559.000000,398.000000,387.000000
Cluster: 8, Atts.Values: 217.000000,420.000000,603.000000
Cluster: 8, Atts.Values: 665.000000,151.000000,240.000000
Cluster: 8, Atts.Values: 417.000000,276.000000,926.000000
Cluster: 8, Atts.Values: 342.000000,488.000000,461.000000
Cluster: 8, Atts.Values: 348.000000,251.000000,285.000000
Cluster: 8, Atts.Values: 331.000000,225.000000,987.000000
Cluster: 8, Atts.Values: 816.000000,296.000000,428.000000
Cluster: 8, Atts.Values: 557.000000,133.000000,581.000000
Cluster: 8, Atts.Values: 461.000000,386.000000,372.000000
Cluster: 8, Atts.Values: 548.000000,318.000000,445.000000
Cluster: 8, Atts.Values: 469.000000,327.000000,670.000000
Cluster: 8, Atts.Values: 423.000000,197.000000,505.000000
Cluster: 8, Atts.Values: 450.000000,340.000000,378.000000
Cluster: 8, Atts.Values: 420.000000,423.000000,414.000000
Cluster: 8, Atts.Values: 302.000000,279.000000,809.000000
Cluster: 8, Atts.Values: 560.000000,465.000000,359.000000
Cluster: 8, Atts.Values: 500.000000,73.000000,642.000000
Cluster: 8, Atts.Values: 530.000000,67.000000,470.000000
Cluster: 8, Atts.Values: 464.000000,132.000000,484.000000
Cluster: 8, Atts.Values: 643.000000,11.000000,391.000000
Cluster: 8, Atts.Values: 496.000000,112.000000,266.000000
Cluster: 8, Atts.Values: 333.000000,543.000000,510.000000
Cluster: 8, Atts.Values: 535.000000,59.000000,464.000000
Cluster: 8, Atts.Values: 590.000000,37.000000,247.000000
Cluster: 8, Atts.Values: 469.000000,91.000000,610.000000
Cluster: 8, Atts.Values: 527.000000,81.000000,562.000000
Cluster: 8, Atts.Values: 626.000000,14.000000,231.000000
Cluster: 8, Atts.Values: 519.000000,241.000000,162.000000
Cluster: 8, Atts.Values: 452.000000,85.000000,447.000000
Cluster: 8, Atts.Values: 457.000000,42.000000,679.000000
Cluster: 8, Atts.Values: 479.000000,86.000000,123.000000
Cluster: 8, Atts.Values: 474.000000,29.000000,313.000000
Cluster: 8, Atts.Values: 564.000000,417.000000,301.000000
Cluster: 8, Atts.Values: 427.000000,37.000000,508.000000
Cluster: 8, Atts.Values: 404.000000,27.000000,669.000000
Cluster: 8, Atts.Values: 474.000000,10.000000,678.000000
Cluster: 8, Atts.Values: 390.000000,79.000000,612.000000
Cluster: 8, Atts.Values: 749.000000,20.000000,463.000000
Cluster: 8, Atts.Values: 684.000000,114.000000,377.000000
Cluster: 8, Atts.Values: 582.000000,63.000000,612.000000
Cluster: 8, Atts.Values: 364.000000,154.000000,638.000000
