weight;ph;avg;watercapacity;bacteria;solubleprotein
578;300;969;123;593;384
875;728;559;325;615;697
694;578;63;401;753;970
829;814;965;435;602;649
450;564;189;968;242;204
212;348;24;340;370;334
13;529;870;284;5;171
876;242;867;172;573;807
369;872;520;771;462;175
962;317;295;75;596;732
931;898;204;813;349;955
646;925;352;898;700;240
990;270;456;358;494;539
116;957;679;430;454;753
595;8;885;253;116;81
469;151;78;356;161;271
566;930;751;883;626;791
853;987;675;538;976;19
361;23;264;174;82;984
269;183;142;202;512;544
654;87;928;370;263;825
628;685;185;650;960;781
18;549;946;819;462;794
225;390;132;711;633;15
568;898;14;627;997;23
154;731;707;97;819;937
570;876;556;665;902;172
346;383;124;423;887;312
660;900;66;196;84;334
179;991;62;292;159;709
510;952;947;757;717;187
218;800;514;918;110;872
953;50;759;908;471;208
960;768;422;828;487;650
65;695;861;359;298;836
835;877;807;38;697;183
472;465;492;568;683;737
732;161;910;474;996;324
666;857;719;340;478;78
285;951;733;765;814;141
711;697;437;113;699;39
95;24;538;109;171;925
402;592;440;436;87;587
227;732;232;934;647;464
785;458;83;958;241;706
115;664;864;603;699;251
344;644;462;665;809;737
291;22;896;235;472;642
515;750;95;931;653;133
807;486;43;197;683;431
262;756;648;516;226;718
373;40;477;251;432;832
408;673;327;707;12;257
416;782;464;606;55;222
6;943;622;644;551;585
636;842;262;921;116;890
687;924;886;239;693;974
78;143;356;61;486;98
644;256;379;611;287;637
381;825;406;938;224;372
343;415;117;861;121;872
198;772;899;304;286;330
582;110;417;606;848;364
96;115;597;664;277;912
685;704;173;502;756;755
81;672;12;936;135;165
428;505;484;110;105;241
959;564;129;348;745;102
278;53;915;224;331;265
836;852;240;812;210;829
691;155;502;956;256;965
718;153;740;103;636;814
821;399;263;784;78;23
43;177;934;82;847;233
658;731;789;683;247;172
769;543;565;290;645;134
229;300;498;661;794;134
239;807;159;193;924;555
554;443;678;428;471;914
756;38;643;353;558;584
460;512;756;173;861;602
989;725;80;886;85;403
292;969;245;158;152;106
327;145;932;164;739;158
229;314;13;192;726;111
111;105;543;154;850;701
398;364;660;594;309;941
330;93;287;599;906;12
565;125;889;532;160;328
332;385;417;839;213;671
693;951;809;342;528;801
192;800;140;501;61;748
779;328;34;491;594;395
894;960;41;592;731;765
308;641;368;676;830;438
7;161;167;650;961;929
434;169;98;307;832;808
999;670;123;449;385;539
633;742;819;779;60;35
988;149;643;254;81;572
439;380;14;418;257;774
829;870;5;507;868;883
258;638;419;633;977;76
494;410;608;56;853;145
673;495;555;419;568;482
813;888;72;771;938;987
678;646;355;772;937;300
404;415;623;715;926;427
948;947;601;983;645;516
338;458;767;517;631;245
239;416;318;99;30;782
992;458;763;983;204;838
220;489;191;769;430;527
763;33;755;677;313;284
958;384;390;205;946;778
762;561;239;603;817;430
902;180;41;203;466;468
639;134;612;826;78;698
459;949;600;219;570;208
638;6;197;110;182;657
3;388;66;661;84;533
887;254;726;806;772;113
711;566;324;894;626;375
557;128;440;244;187;796
576;512;326;660;644;846
695;97;542;911;562;729
389;898;267;522;566;878
370;161;394;780;330;969
378;871;805;482;204;465
425;917;759;911;312;434
721;584;500;665;741;769
350;671;23;420;805;533
265;396;237;202;788;669
340;118;77;699;812;222
613;381;788;127;346;518
995;231;330;877;488;219
558;314;819;650;734;22
556;661;84;508;484;836
344;349;260;336;721;653
752;529;557;504;730;105
698;709;197;664;143;487
395;853;669;262;711;143
347;319;855;252;182;614
126;991;755;568;739;699
767;74;511;695;65;299
788;163;938;248;113;425
628;697;501;182;943;771
297;670;751;578;90;777
120;655;718;662;870;234
10;37;286;204;911;980
939;767;274;492;661;279
17;29;382;149;673;774
691;537;761;245;418;75
692;75;113;653;65;631
675;753;134;169;898;716
337;877;737;693;982;805
160;520;888;590;700;288
934;313;841;503;548;181
675;331;7;148;26;38
105;988;733;848;437;351
677;448;433;262;434;869
677;994;155;812;881;200
689;281;129;750;680;879
258;907;668;628;290;202
18;492;906;298;914;231
973;993;384;469;305;500
915;745;307;876;424;255
399;887;389;253;423;217
259;224;724;11;176;775
705;705;380;616;310;404
225;387;610;556;423;795
644;233;336;925;212;744
96;430;10;628;251;243
984;10;935;146;176;131
408;535;797;525;128;297
927;434;61;526;753;880
483;548;258;797;319;279
246;705;176;230;947;507
179;932;575;698;988;812
893;262;681;463;36;843
792;530;820;937;168;868
841;111;495;964;582;104
410;961;795;101;630;531
363;238;236;362;273;50
121;169;663;915;787;332
504;157;669;506;360;413
507;930;638;127;689;370
578;588;462;240;7;118
345;841;954;742;504;199
142;334;775;600;138;600
737;487;701;157;511;623
658;9;353;95;276;381
279;348;502;281;368;51
726;597;580;741;501;101
721;562;177;168;505;649
960;421;614;420;68;978
677;678;705;156;291;12
337;176;138;953;359;141
644;848;330;464;15;856
60;449;218;532;251;909
538;696;235;640;476;810
922;881;233;297;200;483
288;446;353;52;803;452
553;332;44;329;4;605
193;104;927;657;888;120
115;456;12;466;112;633
388;86;229;294;334;917
894;687;549;543;382;40
910;468;870;714;445;906
40;55;196;660;404;854
974;16;341;185;420;115
428;292;640;572;516;636
565;10;963;218;640;927
568;871;240;81;885;186
835;925;589;847;485;463
8;814;9;860;666;705
525;591;147;818;772;651
822;635;155;943;380;831
978;116;374;274;367;581
134;908;497;971;387;482
837;973;151;836;159;820
857;574;475;184;647;866
377;593;978;871;410;770
47;460;661;376;848;96
665;713;17;638;643;184
834;405;985;364;953;623
571;61;833;95;776;379
887;514;329;782;971;944
514;707;598;422;392;578
957;406;304;228;16;469
544;52;708;168;273;366
888;199;874;675;319;281
177;287;299;734;482;212
431;761;715;763;328;27
454;732;96;487;550;373
723;606;391;760;314;395
504;794;46;185;646;822
672;311;532;742;15;46
275;866;643;717;741;74
971;853;576;876;770;933
157;495;40;825;185;139
632;792;525;626;877;578
263;902;512;365;382;925
182;581;130;653;758;516
3;729;351;242;520;767
195;46;987;253;299;718
119;420;424;168;310;541
9;463;570;635;772;783
321;203;410;581;123;501
722;240;441;303;790;115
626;408;803;733;207;388
527;245;207;613;975;604
961;688;525;612;480;978
325;793;461;278;688;479
81;745;507;399;23;94
483;642;494;662;611;401
355;830;729;464;846;23
673;762;924;36;310;674
311;415;955;514;139;65
754;957;774;698;933;315
693;269;759;610;739;867
71;486;21;246;229;219
25;403;492;658;143;440
925;442;594;525;305;785
691;800;448;541;601;388
550;839;315;209;585;798
788;783;219;717;442;154
638;39;786;310;881;124
438;484;939;441;728;743
827;863;658;474;952;315
58;22;89;981;14;566
719;109;387;719;755;931
324;181;193;425;270;117
377;25;873;922;142;557
827;611;912;692;334;901
327;327;832;255;976;274
570;988;119;97;976;144
820;112;879;879;647;183
206;741;450;171;831;467
494;250;549;342;29;95
48;375;733;965;57;414
222;688;741;660;369;308
749;440;751;623;839;702
470;939;363;355;604;491
811;607;883;53;909;729
76;467;295;61;564;23
941;330;927;408;828;925
65;896;449;941;167;510
915;314;165;985;331;750
178;96;293;498;497;729
526;119;250;212;378;639
470;127;914;492;22;355
807;316;327;635;430;32
742;695;803;81;998;417
931;952;882;316;640;453
160;225;317;368;649;861
772;695;542;456;913;760
19;26;424;826;395;175
684;550;285;214;533;554
294;285;610;283;334;114
802;535;653;298;194;954
869;46;763;913;272;864
701;701;73;237;195;511
969;413;77;96;995;345
347;981;341;603;512;755
485;317;359;407;504;841
884;639;848;111;505;351
234;267;588;495;864;720
807;264;851;466;749;179
964;611;743;456;103;350
131;803;430;940;792;433
613;259;618;152;895;826
939;322;296;324;71;749
463;421;229;690;705;605
321;73;332;522;154;592
177;373;478;646;433;983
499;905;810;624;356;717
783;735;855;589;586;852
627;551;576;429;753;158
115;405;674;177;809;840
774;246;499;970;731;894
572;447;571;492;143;29
164;837;535;394;23;572
66;828;742;168;865;483
593;951;681;525;234;508
479;967;772;727;514;415
86;625;463;327;687;243
607;162;221;903;37;467
936;158;448;882;946;640
910;149;435;16;473;242
947;963;150;650;763;289
986;505;351;440;945;484
230;995;273;579;145;870
384;181;426;668;165;863
804;466;577;318;924;474
581;747;539;291;981;611
782;121;389;677;254;226
38;463;723;798;523;87
925;5;291;650;436;946
125;518;916;12;155;782
315;42;249;742;63;622
975;691;381;815;243;630
634;517;200;284;195;477
245;709;626;642;592;872
150;181;381;98;540;50
309;246;106;94;675;744
290;977;891;80;251;327
864;939;372;179;973;802
12;486;983;788;275;882
764;831;117;611;947;710
99;328;304;381;615;279
857;474;995;431;707;906
137;863;595;201;489;996
146;475;80;569;170;805
649;470;890;120;545;551
1;731;913;711;233;372
616;723;354;480;971;520
74;17;760;219;98;625
731;183;330;16;151;431
547;839;658;589;975;482
298;305;48;490;160;477
700;711;268;974;826;155
38;247;90;472;468;994
627;517;64;646;486;780
578;894;325;53;783;620
75;207;923;887;586;243
694;232;338;133;510;518
300;419;370;776;234;882
240;998;435;465;618;462
528;704;37;592;761;440
838;479;99;640;390;972
232;800;547;12;673;254
666;695;73;581;959;579
451;853;634;460;473;7
384;888;377;254;161;375
432;669;382;657;456;299
362;306;106;877;836;826
751;882;255;720;346;624
836;989;814;693;168;499
918;396;655;794;227;560
326;508;140;974;537;550
165;437;105;560;40;504
212;259;464;414;89;444
757;337;886;187;455;631
501;949;275;634;131;127
997;878;563;438;763;445
787;660;395;953;502;799
258;473;48;886;735;35
35;824;918;800;852;214
575;279;557;436;989;20
5;47;116;319;613;219
41;692;770;719;179;217
878;20;72;464;52;498
944;285;383;747;834;844
460;577;472;474;60;570
285;140;647;787;445;570
385;761;292;970;776;374
626;721;302;645;178;379
984;441;218;810;680;813
865;401;369;193;58;481
923;172;508;344;794;571
289;491;917;371;355;555
475;532;369;318;872;504
878;89;102;939;959;696
509;287;403;897;642;233
263;49;367;444;674;93
521;396;676;585;567;414
455;147;254;943;230;580
216;90;421;872;720;64
530;441;456;233;448;613
685;676;441;586;160;474
642;381;379;68;504;617
61;185;454;542;450;35
403;395;830;913;263;271
508;876;320;36;714;980
667;63;719;745;397;929
397;600;688;37;763;230
602;375;574;424;388;663
233;150;139;362;486;712
699;188;341;430;250;753
875;780;148;127;267;197
874;509;72;815;718;101
443;308;402;49;921;966
969;636;130;656;504;874
16;630;601;835;739;853
620;156;481;752;945;274
559;979;610;127;676;795
103;180;821;8;203;177
990;616;27;612;960;643
185;742;42;78;960;965
813;174;761;283;607;982
919;385;229;734;530;31
900;226;14;238;428;165
763;859;704;538;411;884
229;526;695;123;108;511
522;817;253;866;783;335
8;561;222;739;216;554
899;120;470;378;917;237
780;743;21;889;667;767
704;768;908;597;159;27
53;199;487;766;552;319
655;756;515;518;139;333
499;502;818;404;530;381
217;610;502;816;318;269
684;150;540;614;5;347
964;496;977;473;74;872
683;180;146;751;567;399
301;402;764;956;713;148
261;822;215;524;480;204
111;687;299;997;111;240
425;533;580;926;496;851
573;819;803;179;494;735
492;854;780;374;158;763
5;857;490;281;588;756
386;268;825;905;698;175
586;847;782;366;939;748
875;420;460;997;314;435
405;187;269;399;871;861
480;420;601;909;293;550
961;870;883;142;288;65
79;974;881;502;574;580
426;166;533;604;352;924
818;420;269;591;16;691
770;196;646;939;644;307
502;332;616;653;354;908
652;329;424;337;613;245
707;796;889;446;657;655
435;498;264;318;923;49
256;254;368;539;766;252
856;454;796;369;756;597
416;158;295;983;77;931
43;351;199;190;33;76
115;518;880;611;965;182
116;269;281;919;553;756
548;195;471;525;349;382
895;588;171;217;25;358
61;65;688;896;879;260
302;859;822;346;616;839
837;993;910;371;340;737
568;509;708;338;252;554
861;659;317;125;819;50
276;486;480;743;647;105
510;191;268;41;870;80
793;136;574;608;672;781
827;780;604;823;661;678
859;144;174;205;569;692
406;162;476;861;837;205
587;741;94;264;112;694
129;389;977;887;632;776
953;167;746;341;342;854
74;968;798;26;333;984
370;518;75;84;351;133
953;899;846;236;317;902
80;746;90;398;31;381
763;611;68;694;663;966
523;275;79;292;107;17
893;552;465;769;184;168
303;806;532;10;90;512
138;770;788;4;287;782
279;722;221;992;383;55
439;906;978;327;424;252
44;83;499;181;166;975
922;88;208;101;932;192
741;431;724;723;448;493
178;813;289;2;514;776
592;245;474;51;475;346
559;181;115;988;760;631
427;649;898;958;611;632
605;731;469;344;167;66
633;631;787;509;569;720
753;146;582;238;917;146
665;985;872;991;241;846
566;389;690;540;492;570
91;88;251;553;372;426
934;242;32;447;676;490
465;591;753;394;304;557
226;719;242;18;585;894
578;936;467;919;228;203
201;869;671;375;353;908
755;238;244;195;94;730
841;811;388;145;542;842
611;698;615;394;791;36
150;449;77;674;430;811
596;259;634;753;253;124
385;295;181;446;317;857
765;676;317;805;890;602
951;991;825;774;129;315
82;520;75;504;269;531
396;70;206;538;646;742
769;62;970;217;449;906
317;234;386;287;643;722
275;545;108;554;382;151
428;485;614;949;614;531
269;948;970;67;323;358
704;877;205;247;269;786
174;259;383;363;394;959
76;116;632;589;42;613
35;931;894;344;863;397
608;597;714;28;810;827
540;140;160;893;420;330
311;513;898;571;785;588
767;455;793;113;806;750
485;644;487;808;846;750
132;860;822;798;647;980
271;617;130;266;941;152
559;265;869;922;884;95
356;263;662;631;24;25
472;230;200;470;948;931
522;924;399;237;976;710
203;984;220;331;975;181
668;660;442;120;395;655
66;800;343;904;760;874
982;998;846;797;50;871
85;168;160;555;498;453
98;255;654;577;108;546
311;450;660;447;461;47
666;183;113;89;710;704
820;912;313;675;590;852
594;449;932;419;450;217
843;336;462;305;318;542
239;770;471;920;138;749
235;284;212;10;195;518
600;224;502;985;879;638
673;544;14;620;223;243
681;504;900;358;155;201
343;915;408;163;495;877
238;761;181;1;489;807
816;704;762;84;182;442
333;714;959;207;467;249
999;658;299;9;726;15
117;53;677;267;603;70
671;709;326;516;990;91
88;501;453;590;800;280
473;301;989;545;731;503
39;619;564;726;544;522
85;915;276;469;794;689
761;663;899;262;965;47
50;375;848;432;472;997
781;315;960;565;679;277
709;984;618;75;574;494
507;961;947;809;349;932
853;721;244;899;972;916
555;102;359;2;675;782
69;32;946;65;461;219
275;463;984;704;279;601
312;690;660;116;129;662
522;47;902;283;729;489
803;846;127;652;939;388
895;941;489;436;271;530
709;841;302;632;36;530
575;903;563;538;325;34
716;399;897;125;885;966
47;214;44;202;408;527
174;469;710;587;221;592
577;333;692;906;750;463
846;418;360;486;117;37
664;786;490;841;998;284
970;321;295;188;301;344
664;857;939;858;268;959
310;591;495;535;416;128
67;756;651;357;422;892
506;8;828;179;429;126
142;117;544;783;988;218
983;646;54;851;745;295
569;642;497;258;327;868
684;824;849;667;202;739
333;393;95;725;75;387
331;188;741;925;590;522
239;493;527;242;753;185
228;901;526;82;527;907
924;77;928;837;699;137
37;716;13;101;615;15
116;77;128;731;976;979
446;716;627;917;272;191
740;194;732;395;35;661
266;440;62;227;280;232
92;872;451;634;835;574
140;807;119;56;149;119
605;227;445;571;552;126
215;677;967;824;126;556
673;699;427;39;741;839
606;963;522;139;679;913
121;399;265;62;972;855
818;964;818;721;309;525
555;938;322;619;101;781
827;863;261;466;12;161
404;650;385;633;723;648
23;777;746;960;362;766
32;207;606;345;898;962
136;78;803;426;785;451
38;188;849;830;803;306
660;401;882;332;660;236
375;567;851;396;990;300
372;370;540;191;408;81
444;162;901;442;45;371
407;13;827;605;967;386
353;61;269;594;592;99
418;326;502;768;20;355
553;704;891;51;26;501
721;590;674;244;54;631
38;541;698;354;270;755
871;340;75;578;509;201
642;660;342;553;494;968
919;295;848;808;732;489
830;256;602;953;329;784
200;586;430;612;232;701
286;768;48;609;482;857
840;784;333;193;136;226
82;789;119;528;950;211
774;606;883;342;409;658
470;542;426;621;595;477
294;322;421;181;793;946
950;85;32;212;752;630
828;461;182;817;390;860
787;651;956;885;603;957
773;907;796;5;31;211
144;62;426;62;263;967
431;249;258;961;671;257
501;1;156;462;791;179
637;937;388;58;145;217
177;805;770;678;396;214
625;794;517;856;2;762
357;948;70;805;495;529
145;539;528;214;806;137
992;246;112;603;431;234
301;110;22;204;594;736
329;729;478;205;733;975
562;736;482;778;93;877
998;404;843;269;787;211
638;764;576;484;888;621
100;79;543;80;634;296
272;694;53;55;451;440
82;901;823;523;137;164
294;78;512;272;231;150
403;379;779;567;113;314
369;721;418;837;927;880
316;405;619;440;769;304
609;740;824;603;353;306
403;330;950;197;258;742
601;788;520;566;586;58
884;490;40;855;529;388
452;378;343;540;278;481
652;974;677;282;749;599
605;908;399;941;152;544
308;109;345;131;859;837
895;724;492;407;703;634
71;104;771;457;625;512
882;566;852;615;390;454
69;114;300;166;483;935
170;422;4;366;335;536
480;129;996;49;78;93
794;682;204;876;652;161
127;793;590;49;332;86
315;810;812;295;321;317
916;855;309;160;944;320
983;386;406;564;565;296
857;531;140;742;647;607
242;295;215;852;945;714
903;56;89;707;871;579
276;857;570;550;622;907
189;192;710;145;231;187
365;687;367;448;761;337
718;23;338;532;309;679
292;266;530;906;376;261
468;168;395;561;237;394
787;785;638;485;79;957
753;650;222;354;904;850
833;557;89;97;248;622
440;812;617;212;113;374
649;903;279;607;607;793
959;988;488;608;152;18
227;270;764;179;994;30
252;472;925;886;478;732
870;701;201;972;27;98
991;168;405;561;236;645
651;810;695;192;66;99
344;326;506;265;387;862
758;318;597;978;396;80
734;740;670;306;27;767
253;168;667;247;576;841
43;647;269;897;976;209
340;166;363;209;914;984
872;368;49;742;600;52
724;726;847;731;733;969
613;12;451;80;391;664
482;161;594;960;553;978
504;78;407;156;417;175
596;205;394;476;848;45
108;493;301;647;482;111
8;114;687;716;510;708
318;804;687;96;611;976
286;39;308;758;956;90
580;316;933;710;134;903
199;585;917;414;840;819
961;757;383;738;555;537
626;570;627;502;120;725
135;947;173;705;274;422
813;753;121;369;713;562
672;62;604;75;124;36
146;49;485;516;573;959
558;660;681;276;431;711
985;997;7;314;359;833
799;562;296;851;17;985
560;752;727;871;77;722
425;799;979;548;591;384
664;430;145;313;615;918
26;537;852;273;286;917
555;965;240;472;220;658
181;284;889;984;873;396
427;514;851;148;189;606
763;15;823;400;245;961
668;22;146;406;480;834
189;372;961;775;11;670
36;453;602;631;887;395
245;175;881;383;279;21
540;780;181;450;536;279
209;798;36;295;442;518
793;589;399;765;390;917
955;1;821;49;989;714
372;937;32;996;963;356
891;55;871;50;283;723
387;928;75;315;966;476
563;243;33;528;544;751
660;942;545;533;434;202
288;515;684;461;505;547
347;223;320;786;908;558
592;169;483;799;517;265
17;41;283;459;580;712
14;164;191;760;754;122
91;790;840;357;731;979
938;771;635;49;81;425
198;332;707;52;35;73
651;403;905;505;753;639
129;78;777;228;364;129
426;176;683;77;821;397
991;650;977;666;716;662
645;83;31;140;228;803
78;921;800;125;703;202
188;745;301;722;263;597
490;557;708;359;449;812
94;406;979;406;592;582
893;123;826;273;94;351
831;917;4;701;427;201
286;668;852;49;311;12
857;868;44;299;684;816
697;615;587;405;771;951
821;56;925;551;585;408
489;565;587;327;521;215
936;331;789;833;312;302
778;672;641;750;651;826
797;211;651;581;165;270
289;271;950;313;492;879
2;742;483;103;935;507
3;647;380;11;898;993
878;196;477;109;236;970
519;899;102;372;35;709
489;833;154;459;773;543
925;117;326;957;139;142
112;860;205;91;941;723
228;741;187;120;986;789
777;252;759;952;344;110
973;790;135;446;213;79
887;84;729;275;446;619
563;968;324;618;700;693
205;617;940;169;106;848
999;192;668;512;701;16
882;144;223;79;763;218
533;101;444;368;654;178
23;867;182;499;568;295
344;54;28;162;805;690
679;773;245;471;406;998
902;677;720;31;513;205
460;41;330;702;228;808
602;29;136;53;262;198
384;883;565;338;754;389
175;183;131;457;51;865
267;385;2;242;768;296
763;23;136;745;142;541
558;681;66;233;2;558
819;487;717;575;595;274
700;649;807;470;705;124
180;123;180;388;117;460
583;651;384;860;670;591
958;839;512;108;279;988
868;196;5;376;527;379
77;2;354;334;396;379
227;287;283;354;850;739
334;620;258;894;857;270
852;245;593;28;248;720
703;418;48;81;254;854
685;584;502;960;121;951
682;196;444;552;557;258
787;293;418;529;489;512
54;98;355;78;920;464
687;633;551;451;612;890
844;798;192;850;129;576
310;235;662;507;487;783
709;4;654;898;659;805
954;616;632;798;976;907
245;83;218;212;912;897
978;218;303;175;664;862
384;565;695;374;627;330
83;258;993;935;132;429
303;758;854;122;435;999
255;665;781;259;461;941
522;191;91;736;363;556
537;453;601;36;524;977
63;41;811;354;682;639
836;344;70;668;270;544
521;992;245;577;191;143
345;953;413;692;960;529
156;922;415;290;817;772
473;515;279;311;225;231
207;463;708;359;339;823
14;229;92;915;455;726
609;514;288;918;47;933
820;265;708;692;409;826
783;387;123;38;593;125
68;709;430;498;805;277
61;860;505;314;813;439
276;332;859;563;630;910
40;559;802;96;142;317
527;428;111;481;736;617
35;978;433;289;899;667
794;142;76;69;576;197
257;110;457;212;494;997
95;974;893;647;618;210
158;673;335;838;682;531
741;445;58;606;217;575
339;956;521;148;253;195
580;973;977;475;613;371
690;483;549;972;616;408
161;208;434;980;351;348
160;460;358;298;480;831
696;831;922;787;954;631
429;602;345;534;873;475
574;339;664;931;70;964
959;455;934;146;336;700
577;482;474;809;141;633
180;460;83;282;655;171
113;995;370;346;471;516
751;708;87;112;792;390
982;175;10;574;132;963
329;353;116;979;113;954
845;947;230;605;780;205
370;79;780;782;490;64
16;415;933;78;773;262
940;604;210;963;124;870
162;548;403;194;596;897
788;583;287;502;366;1
988;262;71;163;271;643
130;697;279;829;643;419
20;577;359;218;545;725
720;70;421;117;66;679
315;71;443;822;737;246
263;934;297;484;737;881
912;793;983;967;922;227
951;943;868;785;940;232
168;920;566;564;394;482
393;805;812;851;604;550
596;335;638;514;402;210
249;670;590;799;778;210
648;390;529;63;792;44
234;107;325;100;763;115
301;285;905;944;191;584
425;911;107;468;434;509
644;792;651;854;103;60
624;548;559;702;404;117
564;720;305;419;821;562
336;377;699;203;964;740
86;255;137;141;196;475
963;660;768;855;530;514
332;605;682;105;732;897
134;851;94;468;514;812
45;908;842;893;188;728
528;213;776;418;743;489
166;179;544;173;692;781
176;107;7;901;502;654
980;105;551;600;871;49
333;440;460;736;54;855
625;287;218;513;30;767
875;629;474;229;244;613
894;144;320;885;603;18
173;145;699;820;511;721
754;735;477;832;54;633
744;947;739;478;158;680
476;775;368;351;212;985
323;720;157;657;737;338
970;979;689;821;382;971
344;317;728;365;93;933
174;105;23;754;938;543
443;816;900;532;161;464
171;801;732;433;646;859
786;576;501;266;819;474
709;332;426;81;568;768
397;76;51;47;94;465
984;721;224;40;612;766
922;66;179;406;462;331
954;387;349;816;53;927
818;631;865;313;763;161
860;739;400;161;179;623
137;713;548;531;568;343
979;729;531;913;61;754
448;755;519;308;783;366
172;317;426;131;368;267
739;456;808;411;417;952
35;526;533;221;222;956
220;405;959;545;611;748
705;208;200;685;439;240
340;494;163;470;353;680
751;123;13;432;744;70
502;156;129;30;959;31
875;206;185;87;878;843
961;287;942;52;280;94
317;129;779;581;999;478
937;771;58;492;719;18
716;137;275;333;548;422
594;778;348;549;679;341
223;237;476;942;548;662
370;836;131;265;229;466
686;243;480;639;88;635
536;217;463;113;643;150
604;57;405;975;33;421
569;506;952;101;370;443
359;851;698;941;351;207
335;240;966;484;233;442
972;819;927;648;579;365
257;576;766;232;106;38
179;521;925;910;242;541
433;743;346;315;593;573
290;551;688;274;547;493
131;175;424;31;594;5
228;206;667;86;461;296
105;559;699;602;488;540
69;12;965;798;113;509
698;279;349;463;737;346
883;702;499;148;827;337
738;874;67;858;605;824
549;685;577;729;698;894
834;92;949;971;483;943
125;509;720;957;810;428
27;799;325;589;63;695
878;227;758;622;190;9
7;899;322;919;663;61
349;803;624;180;595;218
873;95;178;70;679;482
341;203;747;913;825;763
109;443;388;474;126;247
396;612;593;206;668;77
708;810;249;372;490;1
116;978;155;763;115;6
518;819;369;844;346;919
946;105;667;355;462;564
458;86;836;234;612;905
118;259;738;178;432;621
501;95;390;684;979;519
780;309;921;157;317;649
730;887;119;732;285;117
855;235;16;749;669;757
850;332;130;813;161;904
241;766;555;150;191;290
953;127;477;687;568;771
44;259;235;957;157;956
300;399;662;141;433;972
245;253;336;131;823;164
236;196;723;373;25;250
521;765;967;608;165;353
847;195;819;57;74;574
516;334;197;812;102;871
655;510;581;959;971;620
338;795;68;781;245;426
438;122;386;174;873;104
983;856;427;263;652;984
132;548;219;293;981;372
805;25;328;271;337;89
610;932;276;452;441;200
208;990;85;300;606;491
856;983;535;257;597;55
759;44;576;767;966;413
497;830;803;375;776;918
339;196;503;419;679;837
942;666;321;150;748;895
823;300;241;657;298;531
903;679;231;5;268;30
238;574;210;76;376;922
377;311;149;154;380;777
432;778;935;6;753;366
214;280;851;578;13;816
513;935;227;853;758;658
654;28;659;500;718;390
786;698;29;231;170;157
54;945;501;368;15;789
51;320;799;876;775;543
897;773;875;311;992;263
374;609;281;333;164;588
546;947;194;772;631;527
925;331;652;182;807;442
191;534;540;995;145;566
694;516;466;225;690;99
528;611;649;642;458;458
338;261;185;113;600;459
907;402;520;701;784;526
637;983;778;178;630;672
834;739;895;344;49;917
392;693;858;980;839;446
898;57;77;168;192;143
510;498;837;393;310;716
274;484;384;322;601;883
362;694;766;622;830;90
252;675;492;18;882;925
640;427;50;514;445;781
320;546;783;587;842;896
810;947;566;480;87;871
952;653;351;762;280;376
686;55;859;636;626;281
4;909;467;276;886;922
146;372;802;456;221;67
409;737;779;294;585;410
58;240;354;270;565;66
595;633;237;351;237;931
13;449;384;632;385;702
63;794;440;657;674;874
468;144;293;156;174;400
425;215;476;983;281;443
340;463;877;549;391;778
442;60;302;572;417;941
636;544;182;926;345;480
717;180;212;864;667;338
154;862;379;942;80;621
868;480;274;940;921;795
542;850;870;338;461;90
241;695;939;806;111;573
643;546;493;920;988;2
377;209;250;685;895;770
934;355;469;692;103;683
137;363;286;596;96;157
887;361;929;928;466;302
452;694;970;643;454;733
729;869;707;200;524;479
275;933;64;376;81;50
712;574;574;622;184;333
592;454;353;939;208;419
886;367;443;748;879;909
828;268;694;631;888;696
150;862;265;452;725;619
885;541;352;517;302;764
416;895;365;610;487;881
602;619;758;280;42;110
968;736;399;83;631;806
203;696;853;748;625;623
475;241;493;400;919;451
218;687;801;58;48;337
515;788;902;713;246;163
108;238;726;509;644;571
225;278;239;566;644;805
848;501;104;284;409;652
737;410;941;990;735;465
345;241;47;809;919;568
628;151;412;433;23;249
938;211;755;606;949;616
698;906;619;169;35;133
179;374;394;495;902;345
306;127;947;6;769;252
736;23;753;173;853;112
986;874;524;917;904;581
333;955;888;938;874;911
339;976;657;249;440;358
892;388;637;225;92;839
675;593;320;823;169;33
55;298;488;610;552;650
776;449;451;36;986;146
578;476;125;289;169;359
708;376;759;600;229;704
9;612;731;714;784;355
183;356;728;933;182;258
881;106;261;485;67;14
746;868;537;591;350;512
985;343;164;584;627;436
803;674;867;864;113;832
951;385;736;806;762;451
67;786;409;582;263;600
137;302;179;144;66;726
539;936;772;682;928;928
863;430;806;974;24;320
541;929;592;60;466;31
44;211;151;519;991;714
690;429;73;586;845;449
665;11;5;888;579;24
754;615;752;328;46;591
244;497;797;437;642;947
924;528;75;615;477;940
160;974;741;230;100;713
635;752;74;498;955;687
365;30;385;66;928;877
406;390;428;931;251;808
181;618;350;986;730;612
212;762;192;927;908;998
735;439;18;607;739;719
558;241;280;784;312;827
713;754;900;547;113;490
964;138;117;66;763;739
1;445;237;70;184;935
561;639;631;301;49;992
149;981;951;734;462;871
855;21;637;580;952;513
348;823;786;296;160;830
673;596;355;443;902;633
795;809;583;34;265;136
209;134;9;646;489;242
234;207;78;887;570;988
150;596;519;317;193;429
500;955;847;325;801;697
203;206;169;532;496;220
1;609;500;68;733;22
615;260;354;760;868;69
391;198;573;479;460;366
799;888;317;725;26;233
119;664;692;284;557;411
618;147;219;577;26;837
941;920;144;241;299;42
410;264;485;217;850;297
928;623;634;753;597;98
895;527;78;96;412;851
632;780;525;794;536;735
