weight;ph;avg;watercapacity;bacteria;solubleprotein
357;810;895;160;507;630
448;46;309;861;740;913
895;739;540;764;620;146
964;209;620;416;545;805
989;342;833;449;119;601
252;864;557;389;711;396
607;575;203;290;951;997
35;255;957;771;181;308
278;826;413;643;983;604
7;659;653;763;256;802
38;898;862;392;259;298
63;260;881;153;322;702
222;401;362;552;214;617
921;45;601;653;413;488
763;72;264;524;315;768
806;81;845;203;691;796
672;200;382;202;679;367
985;889;660;206;91;50
846;211;123;911;177;984
477;886;581;727;232;997
71;8;57;381;84;211
917;254;72;780;461;395
469;922;405;59;619;865
200;962;977;627;892;30
291;800;953;466;281;273
451;68;113;225;381;858
981;478;978;326;543;453
935;636;425;494;360;593
900;268;176;35;321;587
614;765;217;622;600;290
126;390;537;326;110;933
250;536;941;660;736;50
626;622;906;937;289;741
589;248;59;32;541;355
41;383;545;133;2;697
41;951;360;458;723;937
654;96;160;859;456;310
384;960;920;341;569;204
395;391;39;936;710;193
264;664;262;211;864;322
563;778;487;869;174;870
507;560;236;891;990;781
214;718;418;381;383;610
482;697;340;735;659;708
63;431;884;99;874;233
136;698;679;196;750;147
654;453;998;655;512;180
64;404;233;849;905;92
133;998;858;771;35;302
301;768;900;193;616;412
326;218;437;933;106;489
559;367;777;296;218;29
655;22;194;958;139;81
424;699;248;933;360;569
863;140;428;594;345;869
220;719;816;874;399;50
5;642;658;78;395;289
730;42;752;723;345;450
530;771;189;759;142;338
771;274;381;234;708;501
284;622;395;995;682;675
302;156;778;651;628;451
386;649;375;350;59;621
97;111;809;534;125;31
591;248;947;621;776;153
648;998;676;218;996;345
308;239;134;703;255;990
583;898;276;390;453;142
348;789;781;67;77;431
83;10;117;935;794;657
120;606;800;346;345;361
921;417;759;291;467;349
499;650;766;40;565;25
302;577;74;579;464;195
883;587;562;647;4;548
820;41;329;161;242;714
575;294;111;641;821;894
515;931;612;549;393;636
413;370;638;436;5;383
6;856;423;403;438;966
234;57;525;841;958;221
323;556;829;486;209;345
759;461;958;874;793;13
751;92;405;266;815;871
855;722;253;835;254;301
819;62;730;701;161;860
295;37;55;473;232;485
882;98;994;681;436;113
235;529;404;953;246;558
61;628;316;828;260;773
514;848;487;985;551;278
628;478;944;834;432;887
59;920;791;208;247;959
801;545;952;826;493;326
87;876;951;836;850;71
925;25;43;328;126;184
160;145;439;810;971;656
798;686;180;545;11;779
598;134;693;21;500;102
175;497;748;553;592;96
204;220;362;533;897;896
352;400;643;932;408;211
64;222;675;501;659;364
732;898;258;885;511;426
292;980;974;882;936;845
129;585;82;301;930;111
202;6;85;238;932;571
942;141;322;783;90;86
981;234;443;909;319;859
645;123;989;433;983;663
242;894;392;232;954;42
900;997;843;866;43;586
709;474;395;769;177;280
664;146;545;909;795;281
174;683;124;911;82;922
447;158;727;90;509;764
636;631;582;823;87;50
354;776;491;598;64;220
359;391;475;521;194;264
575;543;518;620;202;553
752;360;17;54;530;111
592;973;459;407;527;309
31;596;33;109;881;729
787;940;890;822;104;898
357;519;968;165;210;572
441;600;57;905;768;70
736;338;650;231;915;175
428;594;508;411;539;721
463;45;277;276;343;651
946;672;690;855;193;892
499;449;512;705;267;409
907;823;990;843;633;582
332;138;875;127;295;84
625;781;115;521;821;326
483;73;788;641;804;379
860;294;302;619;61;287
839;392;504;849;202;980
271;655;2;240;483;871
638;61;35;553;43;636
818;399;168;951;830;313
173;865;883;638;584;616
586;601;501;995;23;105
225;857;721;859;812;748
837;922;293;585;332;927
910;566;713;926;371;906
369;98;15;211;327;538
695;548;906;476;180;331
653;643;901;304;865;326
511;851;679;636;17;230
819;153;967;312;88;874
346;288;394;883;991;455
810;479;816;435;208;856
441;919;969;386;815;132
88;946;66;37;918;501
346;322;97;644;481;263
745;942;756;653;912;801
919;154;961;879;172;739
9;573;157;631;481;478
929;312;172;882;969;895
932;178;291;982;18;226
3;277;953;574;713;147
989;27;747;343;521;513
279;321;441;789;646;640
462;690;651;154;356;538
901;779;200;649;107;511
772;386;914;296;255;948
836;623;605;222;369;797
714;597;487;674;364;548
70;837;203;976;947;59
193;466;471;695;79;918
507;709;94;433;99;816
10;409;536;522;825;85
504;132;388;862;780;421
972;26;440;480;546;136
666;682;396;614;707;698
257;147;947;252;116;529
81;706;433;429;14;122
141;26;581;771;532;209
174;706;514;99;593;514
262;631;565;275;431;710
574;193;224;928;666;411
225;962;623;977;987;161
340;600;970;331;981;420
338;371;882;626;642;825
449;758;324;712;630;964
466;534;967;769;925;305
747;750;292;182;782;165
298;798;31;926;918;909
799;572;22;287;630;990
533;110;167;178;35;689
693;898;978;834;518;417
987;684;989;395;756;708
574;957;615;982;410;801
469;706;260;72;609;389
291;222;115;490;213;69
539;326;288;60;901;765
300;652;399;939;863;55
955;687;633;48;20;905
417;597;419;921;871;946
200;714;775;718;97;363
603;352;615;197;417;977
175;970;892;193;780;588
904;331;715;298;323;372
542;48;430;156;230;999
801;1;830;680;194;536
467;71;557;236;187;271
213;708;546;955;383;863
728;740;305;337;712;577
402;697;29;114;843;772
955;582;216;806;87;51
241;989;787;90;321;584
474;962;344;408;578;276
666;868;642;6;229;196
233;452;453;391;23;954
254;243;762;912;668;622
908;174;419;292;380;621
801;542;322;676;672;325
373;497;777;197;96;526
431;954;296;162;81;80
530;974;412;172;105;349
344;792;340;573;533;802
23;950;979;890;111;614
930;953;21;257;945;980
771;397;90;345;46;999
244;474;947;488;483;498
125;238;903;122;317;876
407;870;922;934;2;775
289;393;495;328;978;174
551;565;125;967;588;354
261;584;942;874;946;322
166;348;428;637;744;98
270;886;254;95;264;739
772;868;730;128;201;884
617;85;35;349;588;931
242;704;144;913;113;892
536;181;925;105;572;618
818;67;293;614;994;282
76;456;623;774;221;80
387;108;601;603;39;159
778;191;219;457;629;19
971;59;687;344;857;820
518;358;800;181;80;698
881;249;263;734;666;520
429;593;176;853;707;670
526;524;456;312;698;655
108;958;637;666;493;597
434;156;473;651;77;622
483;682;878;219;401;268
169;646;349;283;893;138
160;780;705;377;230;727
91;501;969;953;981;847
133;615;150;750;481;839
732;877;954;769;102;168
730;338;10;915;773;914
874;278;132;88;333;890
442;227;427;488;989;420
173;42;737;381;296;263
519;587;799;140;854;914
40;800;826;546;80;957
973;834;628;19;731;184
160;434;918;353;847;39
94;163;194;884;435;880
782;278;323;315;384;809
706;545;910;648;185;310
510;319;909;877;153;444
735;715;287;944;782;814
75;889;900;244;463;541
232;675;223;579;246;772
378;124;939;992;741;835
18;508;79;811;175;592
827;561;780;993;387;943
311;892;433;507;364;410
879;471;357;350;725;586
673;997;700;456;564;924
808;541;847;521;573;42
905;957;550;636;364;237
96;763;200;241;934;567
377;220;381;617;164;361
180;13;64;337;768;733
670;940;391;573;941;985
3;933;963;395;32;834
13;231;609;692;643;259
159;146;655;728;228;615
316;640;1;39;943;294
19;212;548;230;932;932
522;735;32;891;918;661
201;502;543;748;199;712
341;807;221;855;490;668
494;603;168;315;603;904
974;108;303;712;891;875
957;430;900;174;262;123
803;902;877;409;843;229
594;421;561;641;667;842
362;308;848;870;373;66
324;925;427;109;791;290
690;357;489;533;871;925
593;309;377;855;673;858
236;449;908;903;182;659
401;445;281;409;140;82
326;971;527;913;846;442
661;178;654;667;766;488
797;578;358;21;35;966
952;553;24;227;746;830
57;186;890;345;302;862
440;23;615;734;707;991
326;789;495;256;119;120
563;282;540;583;870;617
936;560;419;118;722;63
550;889;144;723;640;459
811;517;163;321;247;302
810;500;286;91;867;290
431;368;229;289;531;939
648;240;3;125;505;782
484;401;718;924;209;291
951;728;703;972;825;281
600;109;978;472;355;64
593;584;219;218;269;242
242;866;909;90;661;350
773;378;75;223;343;830
281;694;255;753;776;463
692;529;56;404;302;969
216;46;290;102;769;306
195;771;959;818;526;643
403;672;344;39;834;298
554;627;858;808;325;914
302;329;576;815;582;316
337;566;297;196;828;889
570;924;77;170;397;534
73;930;24;268;146;869
893;866;480;276;222;257
207;90;818;455;254;11
641;900;192;880;235;533
627;821;284;326;826;167
16;766;541;30;529;61
882;796;897;323;79;376
517;160;232;648;685;917
236;153;104;688;588;733
542;670;881;101;875;647
154;76;936;90;903;794
724;884;179;101;991;886
529;377;94;367;754;870
357;701;443;424;941;995
789;907;276;282;85;952
363;506;643;68;158;948
579;565;514;153;441;228
781;827;263;532;958;735
390;538;458;230;829;322
931;356;533;92;307;325
457;573;828;100;51;271
840;407;616;731;880;385
424;864;830;66;124;367
128;567;341;886;169;764
294;622;998;387;611;928
925;574;663;345;996;935
815;471;499;898;850;549
216;860;626;797;390;592
965;38;694;48;25;711
589;681;171;694;934;256
35;778;500;43;37;303
934;578;397;425;314;315
38;206;262;410;179;361
76;998;196;187;194;110
872;721;761;449;667;833
840;398;875;18;793;692
912;881;220;121;844;703
654;617;744;416;188;154
296;983;311;213;743;930
656;57;777;208;633;505
751;613;923;952;488;640
29;883;480;940;50;416
170;860;973;249;108;118
925;412;126;349;550;775
661;202;592;111;297;744
848;129;785;242;877;57
854;131;309;786;226;187
161;861;15;688;700;562
990;133;598;844;896;94
621;666;716;499;255;848
812;28;586;624;16;55
463;403;18;878;428;842
201;917;793;33;612;591
689;877;202;781;484;49
910;761;83;451;257;17
334;787;262;389;966;648
804;854;837;975;359;200
523;654;879;247;788;760
639;258;459;325;818;268
861;244;583;649;887;538
874;408;345;627;27;356
892;102;470;240;487;303
315;784;892;176;121;837
996;106;731;70;91;170
855;884;483;999;639;872
471;907;738;167;615;541
325;279;214;353;411;475
277;110;481;359;948;567
392;479;247;555;569;574
608;241;777;860;917;370
978;402;565;650;423;1
412;104;363;647;797;222
873;242;561;572;611;625
737;278;170;816;743;249
711;617;886;865;857;86
199;678;945;665;732;110
316;453;987;817;187;846
521;615;168;963;788;916
621;476;256;541;290;551
752;841;726;249;853;212
119;725;953;598;306;446
154;934;240;176;142;966
27;428;336;298;271;547
178;652;113;552;637;76
856;701;501;210;297;412
443;195;682;593;938;490
827;789;354;570;269;777
610;274;681;898;839;586
658;260;399;439;538;989
402;163;358;219;619;87
480;187;140;564;776;905
785;567;198;689;406;345
15;969;33;557;232;237
777;888;121;326;687;991
444;496;226;555;886;165
207;25;992;815;633;609
700;161;331;70;161;701
150;382;798;230;58;117
150;324;332;404;902;367
18;789;922;43;893;523
382;312;181;502;295;354
120;346;942;142;625;122
984;337;529;352;798;689
691;192;297;395;940;78
764;455;885;359;594;520
805;313;357;787;454;165
417;180;52;349;276;24
551;692;63;248;597;748
868;133;316;387;312;574
220;918;565;353;441;875
393;622;317;113;731;328
22;610;702;405;90;874
509;674;961;682;245;594
847;127;593;473;654;35
10;283;780;578;971;533
732;129;58;698;469;590
445;886;311;612;946;621
524;756;259;761;295;455
109;45;480;513;634;491
459;358;191;980;648;996
748;712;692;462;851;399
68;486;491;211;72;782
289;685;132;837;388;857
385;415;284;590;615;998
350;614;66;945;347;262
341;382;504;152;869;92
326;697;671;788;173;733
39;65;948;124;380;717
360;699;228;727;606;956
67;756;987;8;905;689
941;906;754;387;123;846
848;422;968;963;254;591
473;937;658;72;170;785
219;122;924;677;565;504
633;643;666;486;928;257
652;852;46;747;856;290
550;650;119;618;693;306
782;795;470;947;326;97
629;597;762;107;725;74
605;509;533;80;879;149
966;292;993;95;120;670
860;344;280;411;841;737
333;319;20;943;682;875
495;363;632;487;727;158
818;132;887;170;23;464
339;647;272;466;231;511
155;361;163;69;251;780
220;415;267;940;892;313
522;119;467;236;381;941
537;285;850;938;484;469
155;621;150;230;932;120
109;884;170;738;924;997
586;869;399;307;59;372
63;551;792;161;591;683
718;955;180;411;478;34
789;62;265;718;624;975
109;91;130;663;404;983
60;650;112;751;105;496
598;82;774;487;558;574
261;130;661;507;136;315
215;275;736;176;510;827
889;766;522;631;947;218
82;259;241;34;910;103
481;845;738;244;710;174
936;99;333;778;671;64
285;200;186;147;467;226
184;604;584;818;713;695
720;50;720;211;888;38
21;796;919;302;722;55
470;379;446;843;27;477
970;105;751;328;244;512
341;924;720;255;705;633
345;242;681;822;115;242
783;193;503;506;458;403
242;766;382;25;987;181
402;656;306;715;360;254
882;697;8;79;314;182
375;541;654;440;55;947
78;774;874;634;811;468
791;312;878;756;883;155
773;505;794;136;166;31
197;869;9;759;658;804
577;968;330;104;222;76
449;485;144;201;375;978
127;594;477;738;530;766
151;618;345;492;134;847
818;145;513;108;204;378
560;438;721;312;493;561
921;723;64;721;813;656
215;334;520;562;683;853
618;803;948;198;364;654
723;738;539;38;427;744
405;412;599;692;208;605
908;225;802;562;179;97
560;957;691;937;994;87
38;542;842;750;750;47
587;386;625;953;531;809
312;483;477;202;337;752
780;288;487;751;585;953
544;787;491;785;117;514
99;630;973;807;133;50
6;107;574;414;224;786
911;706;698;217;359;706
912;953;684;873;865;712
80;654;811;327;863;681
498;680;600;554;549;312
870;969;807;354;435;569
387;558;369;176;880;589
99;928;2;225;931;6
256;618;608;398;863;583
123;131;15;853;370;851
113;399;901;343;423;47
595;512;999;251;267;612
867;847;294;265;616;313
666;719;760;906;331;46
814;868;255;498;591;27
247;270;930;842;15;130
773;418;670;585;473;67
288;3;5;760;350;328
309;18;455;318;561;716
984;97;866;499;370;344
714;250;639;92;77;200
529;189;454;224;555;195
583;30;380;689;346;992
234;936;535;65;121;502
103;952;751;535;518;40
945;610;764;752;929;295
260;320;499;772;93;53
682;939;264;455;486;760
860;778;294;68;889;481
34;373;14;948;539;150
73;305;162;306;141;703
462;432;458;654;60;398
952;246;940;268;224;15
38;26;468;665;554;231
503;15;469;572;755;687
764;562;551;890;825;168
533;338;78;840;613;949
170;811;691;323;111;198
577;392;440;228;527;206
80;268;130;660;316;141
546;847;553;848;335;267
226;131;456;601;326;919
358;896;318;275;783;579
303;811;757;435;433;313
107;783;974;45;748;737
526;951;701;345;907;343
658;15;191;102;753;673
170;303;116;404;634;813
80;192;223;366;346;980
929;369;849;350;293;923
156;781;117;944;143;721
42;700;460;605;103;556
689;576;602;458;22;248
822;6;829;80;81;987
725;605;234;633;258;709
705;206;826;186;38;359
205;296;526;599;589;564
953;299;569;38;396;396
648;101;313;383;483;990
425;862;847;796;908;600
182;839;393;452;335;302
769;311;766;686;297;923
558;318;795;914;907;224
627;509;156;480;958;574
339;337;952;334;167;693
9;175;177;699;267;667
548;195;968;17;183;701
336;706;635;877;768;696
266;720;183;877;522;717
385;365;650;170;436;75
92;815;6;10;177;645
598;159;218;196;249;559
324;111;409;171;202;366
869;255;364;434;686;192
420;311;862;391;174;33
992;160;275;107;547;959
61;575;19;568;842;462
300;565;266;935;273;672
223;249;37;107;892;487
335;800;666;256;423;989
636;513;183;76;888;117
520;115;66;410;786;625
47;124;720;822;353;996
204;768;450;469;769;728
200;624;811;574;771;454
310;175;769;615;797;485
967;867;830;343;337;931
773;637;945;30;252;982
253;407;838;50;543;504
50;591;425;431;956;570
680;92;828;582;39;497
328;804;80;302;253;426
337;265;400;856;308;846
976;16;925;973;244;929
878;825;148;774;404;130
959;134;762;474;512;985
225;628;997;510;334;716
781;365;992;452;560;483
785;586;104;753;940;172
878;56;370;761;267;426
319;388;126;513;852;164
44;227;851;338;623;471
56;745;710;548;861;883
835;223;706;530;892;143
927;581;681;667;330;993
448;877;912;990;88;704
212;895;233;153;762;234
726;486;36;817;461;825
429;166;162;563;184;309
438;265;966;722;66;54
814;396;829;760;347;993
914;353;514;983;138;799
814;211;183;512;852;995
231;143;199;288;602;974
755;223;871;269;774;308
365;185;842;303;419;408
352;476;788;400;630;602
65;235;972;509;159;160
951;810;19;354;614;67
260;333;15;640;343;348
506;934;751;915;316;516
366;774;598;360;990;698
849;490;764;536;383;155
676;133;676;892;685;397
629;410;368;340;851;516
389;960;140;804;676;126
518;132;749;891;29;620
68;326;220;890;52;581
223;755;330;360;192;176
392;724;596;968;78;458
563;714;997;278;755;239
347;667;309;584;242;621
182;374;449;287;908;22
931;512;122;494;380;393
699;741;926;379;981;89
24;846;367;49;974;815
685;882;377;516;936;405
317;85;172;926;248;329
579;107;262;805;698;546
971;143;472;652;486;843
920;932;527;232;392;467
511;758;745;890;959;944
713;340;55;631;20;96
313;68;192;751;57;926
279;655;563;475;223;578
277;743;23;286;201;19
365;383;464;7;788;924
45;207;962;179;215;758
850;43;486;44;945;450
351;120;70;868;722;436
233;162;996;736;277;939
360;44;321;843;129;363
581;178;742;379;358;922
78;355;67;704;37;667
575;762;662;441;553;563
891;118;801;47;661;311
581;553;553;777;689;655
943;762;687;147;932;393
910;698;23;767;302;707
109;60;959;94;812;759
960;928;131;843;402;819
63;219;879;718;675;90
189;99;243;716;52;415
815;831;16;871;840;321
934;315;675;888;8;237
776;141;208;650;442;186
42;352;488;870;617;437
734;251;857;524;701;202
145;29;285;421;960;834
555;916;97;393;70;286
528;552;499;286;378;212
749;458;321;600;636;578
490;4;318;915;600;302
885;241;906;973;82;597
268;994;729;569;551;556
342;969;729;938;633;854
951;19;102;237;716;466
667;519;850;574;63;399
188;677;634;27;896;961
372;447;912;611;486;712
963;735;163;867;733;233
90;960;796;217;835;387
290;57;710;141;865;675
146;803;800;306;258;313
562;660;551;833;210;925
629;584;490;121;686;692
116;527;504;545;692;718
358;333;339;588;524;509
619;241;668;925;752;439
707;585;58;376;364;119
413;401;852;947;609;753
712;513;895;924;731;455
77;98;867;354;120;409
40;69;323;649;958;286
264;680;369;540;944;949
524;426;334;410;334;944
781;226;665;712;71;629
613;460;550;947;645;424
774;250;252;208;255;528
608;752;222;340;513;719
39;356;757;309;255;825
608;643;939;995;963;544
616;906;50;118;99;758
522;875;369;105;221;766
363;700;699;182;515;779
852;663;356;696;992;231
270;752;153;187;418;709
675;313;263;547;426;91
54;809;169;278;478;7
833;122;587;948;961;627
997;81;583;209;471;607
267;834;288;55;413;855
834;865;963;567;240;67
622;841;349;337;595;506
185;657;133;568;731;55
711;232;318;254;858;188
871;693;776;567;530;927
223;288;202;731;41;763
82;575;503;485;339;770
781;212;381;339;89;244
879;658;196;469;252;745
635;591;292;989;958;707
999;75;97;719;264;835
449;334;541;636;617;287
102;327;201;843;702;252
697;742;231;197;917;391
983;264;460;915;171;804
671;926;34;589;738;22
527;99;930;170;55;587
468;278;688;817;356;108
591;380;597;150;53;398
848;775;348;251;565;423
450;256;561;954;824;110
556;928;212;268;508;15
845;777;811;702;654;906
858;212;512;668;405;325
7;18;469;225;90;803
288;738;608;105;924;812
914;778;56;428;815;555
627;467;980;649;648;821
291;715;607;961;755;557
307;72;793;63;722;426
634;61;910;496;953;757
733;565;633;713;538;252
576;526;436;331;573;992
835;11;362;14;729;10
506;804;112;603;128;226
990;943;142;548;891;470
669;979;758;8;454;667
381;402;749;488;877;406
730;329;385;191;409;797
366;927;255;7;943;324
315;208;951;929;924;763
7;672;90;906;470;138
285;884;129;383;255;373
703;70;659;960;469;778
859;918;723;132;504;57
210;162;647;305;457;489
914;238;225;691;219;195
244;864;101;242;615;941
321;307;212;38;303;324
911;396;501;556;391;459
869;475;548;12;680;698
113;919;755;4;700;937
810;797;558;97;337;917
706;105;509;188;362;540
723;775;267;613;947;921
824;94;787;38;7;150
310;762;106;595;639;950
655;618;702;290;390;240
859;540;386;153;734;104
20;989;162;31;172;473
692;364;609;501;42;409
107;881;593;662;332;849
317;842;653;884;380;512
835;685;666;472;187;629
112;898;751;122;643;287
563;974;849;373;678;551
173;795;732;267;551;439
413;168;525;827;23;26
216;536;866;426;264;32
935;693;159;249;897;39
37;42;653;359;55;490
450;298;453;624;369;734
442;178;489;369;849;477
467;999;888;448;8;588
497;474;977;855;686;431
223;829;823;563;981;861
392;580;277;934;59;484
272;563;999;260;156;235
307;873;656;852;638;37
278;199;935;553;224;914
87;385;580;610;387;766
818;983;926;421;526;631
164;987;732;751;772;150
955;85;753;979;437;32
788;286;354;134;343;610
274;137;644;598;818;807
859;453;414;876;505;219
827;530;137;214;476;78
381;944;573;621;288;561
654;764;275;171;519;73
805;358;921;929;700;282
68;255;7;773;126;829
890;582;670;938;963;312
151;989;352;979;126;885
830;561;670;188;618;377
579;110;358;205;249;703
501;660;741;588;520;684
708;320;34;356;927;718
175;667;56;896;700;225
82;79;474;652;112;198
391;533;301;339;568;363
213;707;452;809;379;482
435;487;987;40;690;759
822;528;616;341;266;213
68;816;796;640;558;840
609;308;308;483;209;613
526;596;197;420;534;718
739;429;512;678;211;325
880;306;230;880;962;182
433;222;884;888;811;725
952;294;305;634;618;657
963;86;613;490;213;285
530;69;778;995;132;90
932;933;311;483;729;113
899;420;645;562;200;973
846;115;238;758;29;554
189;17;540;350;72;142
859;822;952;295;54;443
727;805;50;500;223;474
146;527;516;432;584;845
404;502;45;483;355;84
1;802;329;343;358;602
793;100;300;284;51;997
959;218;174;542;48;849
372;185;11;170;906;466
689;165;235;454;487;504
918;580;806;266;358;151
715;224;292;568;933;685
210;527;610;831;31;391
306;227;403;78;615;976
970;234;69;777;363;907
772;248;337;5;243;252
205;60;41;198;238;938
283;792;689;365;594;822
630;756;708;690;754;873
247;135;719;523;615;734
144;431;82;456;914;630
511;259;965;867;40;346
876;920;168;160;107;851
658;851;636;327;146;518
657;244;111;266;74;797
230;989;316;257;73;111
398;476;153;813;396;729
622;957;111;525;85;907
547;518;763;250;721;711
368;597;993;745;725;905
152;413;845;564;118;95
900;669;240;200;720;888
449;873;810;554;353;666
583;675;325;512;108;759
479;409;56;925;146;340
535;238;160;24;712;92
571;497;785;561;286;723
451;282;609;930;789;721
603;333;215;787;256;677
182;773;828;122;762;248
255;432;726;765;682;533
510;909;695;425;635;86
383;839;960;993;436;465
56;281;922;521;164;821
40;463;158;831;256;951
822;186;756;628;43;810
66;495;276;770;945;931
547;797;98;941;664;51
265;420;634;240;238;448
86;711;247;88;792;40
703;636;655;194;511;339
520;280;470;738;199;746
507;511;955;784;298;566
923;841;104;573;851;87
666;607;563;149;136;466
47;708;46;714;134;495
892;51;921;542;794;883
954;496;627;849;767;278
103;85;10;134;281;71
132;995;94;873;771;319
619;236;511;560;81;695
398;259;20;36;682;229
363;293;644;154;21;97
62;281;650;74;543;283
834;442;246;579;398;869
753;138;643;942;890;292
877;352;997;248;300;619
546;577;891;129;550;195
789;186;38;952;287;138
848;227;546;632;699;694
295;821;458;180;990;561
128;201;996;713;308;455
407;444;277;886;148;518
733;395;402;790;579;463
26;656;11;812;751;69
726;316;392;36;456;39
587;635;89;978;848;238
813;59;834;8;60;314
431;188;589;82;462;64
798;896;791;980;943;995
230;418;718;794;389;930
402;166;704;500;270;558
882;935;80;997;764;356
189;601;47;720;977;892
56;480;483;916;774;27
769;787;947;260;819;400
994;322;747;461;723;882
455;30;116;835;697;75
611;45;224;874;10;514
333;352;619;263;431;345
197;159;307;395;397;701
692;803;255;178;289;680
287;447;592;137;808;671
120;154;124;855;73;558
25;470;968;674;938;751
166;272;726;36;217;533
393;879;202;2;76;847
685;661;162;451;129;864
165;389;947;357;417;115
194;527;880;515;268;77
3;99;908;727;893;466
889;353;367;883;56;503
546;645;820;882;94;81
142;205;373;228;815;967
552;87;264;575;483;645
604;47;561;286;524;13
707;854;117;603;23;104
249;20;19;712;889;116
958;231;785;795;507;137
42;374;248;821;730;801
764;912;137;308;254;812
763;803;298;107;415;800
62;16;583;251;548;191
393;968;152;916;315;370
744;226;412;967;909;665
665;478;367;890;30;838
253;564;207;519;465;731
429;157;978;690;185;139
691;908;577;694;449;362
267;907;402;623;764;737
641;143;692;178;557;120
551;168;259;53;18;149
583;639;348;355;158;68
303;308;68;16;379;985
570;498;915;823;398;944
768;848;114;660;999;795
253;707;117;707;92;138
322;932;218;540;41;36
235;210;274;450;597;6
185;509;886;44;307;281
901;483;32;618;415;193
168;960;550;751;67;580
910;860;864;351;898;169
331;670;723;765;505;154
913;826;359;972;268;580
749;751;272;354;984;109
690;445;164;897;619;683
47;335;193;433;541;708
230;78;645;249;352;252
388;380;800;625;235;395
699;870;180;482;552;747
115;699;754;545;828;589
708;20;295;634;960;332
287;810;857;163;432;727
76;589;586;869;561;847
85;543;430;879;517;949
339;272;244;221;447;18
376;165;751;331;574;519
631;193;957;633;498;364
11;564;948;861;80;612
885;123;748;288;747;200
752;796;87;518;148;979
939;640;193;508;94;271
872;859;793;185;917;916
452;120;484;582;577;587
392;804;388;510;581;908
492;677;763;85;234;886
11;104;147;572;600;326
751;87;72;282;563;366
174;764;647;987;671;210
44;205;756;263;16;777
300;869;725;949;474;15
140;802;633;222;953;73
474;524;642;360;572;886
776;80;28;439;149;269
9;912;310;198;466;25
554;312;919;343;949;94
27;407;701;304;928;761
546;494;488;877;541;664
988;540;876;359;928;18
315;385;433;497;533;253
712;637;343;484;393;131
448;172;92;904;330;612
42;885;557;794;327;413
962;845;544;324;840;713
463;36;293;892;596;948
859;152;349;832;164;357
300;111;956;128;180;641
901;296;672;402;491;252
507;342;679;387;131;110
684;177;465;81;951;906
858;124;662;312;672;955
708;397;555;749;492;986
695;16;189;339;376;693
59;558;923;152;699;760
20;112;709;84;262;432
920;868;41;540;375;122
296;161;853;298;122;121
499;836;877;60;219;745
839;7;739;757;399;19
527;799;984;40;908;951
983;951;484;581;174;117
498;805;756;559;218;469
801;238;80;593;824;928
49;207;970;196;922;221
139;535;454;515;510;278
459;421;908;454;635;474
166;142;678;617;388;452
523;500;228;822;85;905
19;303;953;830;872;399
324;700;98;237;291;340
868;67;820;344;402;743
57;735;47;351;369;20
274;282;395;361;31;629
291;495;746;663;925;505
456;981;75;492;866;514
956;318;505;142;633;326
997;161;593;309;168;391
645;885;279;761;197;265
909;84;203;436;199;870
408;231;520;685;304;38
929;932;840;184;174;937
251;825;654;692;941;184
805;661;261;540;71;73
996;318;457;793;869;546
665;28;836;482;315;141
782;377;643;621;970;682
331;463;477;595;449;27
497;359;372;217;696;222
595;927;506;682;361;619
898;214;804;734;797;717
568;521;641;920;863;165
889;934;90;808;12;430
951;334;819;939;742;152
801;96;923;229;205;595
715;785;207;945;249;883
312;342;980;38;793;960
23;983;699;352;965;998
636;85;583;978;185;4
583;431;963;496;880;265
202;50;79;318;218;533
916;106;928;611;739;404
616;653;529;44;590;235
656;970;491;378;770;447
15;490;868;787;688;453
470;543;429;726;740;656
424;230;523;992;920;522
706;901;746;844;866;574
570;737;799;23;47;41
134;246;48;219;895;55
491;820;176;671;701;257
488;878;689;261;804;369
735;43;567;749;686;99
272;935;694;225;320;722
518;742;604;156;447;410
699;9;224;757;903;358
976;125;455;424;136;536
147;66;425;218;893;178
611;264;218;182;82;463
193;464;175;30;281;257
989;701;126;566;176;617
907;203;682;67;236;193
288;361;873;88;871;756
218;515;571;840;359;470
501;743;802;881;395;950
620;501;551;900;291;424
82;842;589;320;870;108
280;789;142;401;708;11
893;655;296;35;243;455
785;301;28;430;337;67
686;289;348;835;179;180
948;820;477;64;319;334
512;370;712;604;785;746
557;106;272;788;468;994
847;784;498;207;722;743
494;176;745;20;924;111
907;192;947;594;626;950
272;636;647;162;498;828
524;76;96;89;2;650
755;771;523;320;732;38
484;380;457;744;937;846
991;754;522;833;24;922
434;620;546;441;685;173
782;158;522;621;762;995
263;19;289;437;611;668
736;462;761;398;341;53
865;244;893;601;318;968
458;349;650;458;844;992
240;86;19;314;971;290
776;677;725;742;527;423
690;624;843;786;506;783
967;881;599;168;609;709
107;201;33;927;416;865
242;27;146;304;172;614
380;640;932;783;684;992
800;525;861;174;455;653
192;501;239;227;39;527
778;997;422;180;631;173
473;417;28;570;237;249
364;165;644;177;966;170
654;259;720;607;634;927
288;429;401;552;929;433
491;46;505;144;953;273
550;833;332;811;921;536
365;749;533;892;757;752
249;884;397;23;521;866
845;367;473;123;68;990
566;288;651;57;967;331
814;543;182;297;6;790
38;310;849;108;533;31
903;288;893;413;932;516
423;332;447;712;15;795
159;677;422;959;160;471
91;816;514;482;860;871
170;714;866;303;843;179
473;236;159;821;574;811
987;30;419;395;231;330
