weight;ph;avg;watercapacity;bacteria;solubleprotein
89;906;315;863;235;482
319;326;605;500;438;768
125;423;587;578;767;792
891;145;36;837;943;167
302;364;100;859;954;813
566;358;578;664;260;363
396;304;31;161;751;270
123;721;189;191;664;855
734;374;302;738;857;766
186;50;341;829;699;923
385;426;940;885;454;401
439;316;109;567;330;123
614;659;792;813;717;861
633;44;383;396;345;904
446;811;448;664;292;756
996;688;214;384;453;203
349;92;202;789;968;980
542;924;507;61;665;593
637;321;214;552;212;664
477;946;812;25;507;886
698;701;90;526;785;262
346;307;724;997;711;639
671;871;392;706;20;283
756;563;426;930;429;501
458;720;193;25;56;921
947;75;831;843;752;121
369;886;281;175;732;304
191;298;384;234;193;235
527;687;834;411;677;291
668;594;308;329;36;635
468;115;241;64;580;895
289;764;363;487;608;938
750;90;820;121;44;19
227;971;227;31;227;123
921;784;901;369;790;460
225;544;738;791;432;818
836;152;439;791;945;669
203;448;996;740;372;678
177;780;960;985;21;518
373;281;959;511;888;102
101;52;517;395;59;711
538;616;245;38;984;661
122;801;813;957;317;238
162;653;445;499;351;151
479;904;367;135;773;156
740;229;918;814;240;805
976;846;661;171;703;541
490;537;620;292;988;617
194;309;322;38;230;558
138;795;128;418;65;645
707;817;821;78;729;690
419;248;295;316;171;404
469;888;640;560;305;964
972;442;872;198;105;94
222;847;263;919;778;574
920;455;769;422;563;158
615;93;184;241;160;699
895;779;730;155;768;29
433;567;511;248;490;3
179;17;6;828;988;479
115;898;240;772;918;579
693;211;630;946;273;345
37;558;573;872;968;697
540;324;315;390;318;82
510;850;351;634;48;412
475;964;259;218;368;113
9;184;401;310;629;721
426;504;659;344;348;42
355;926;501;700;559;655
57;348;364;29;660;610
902;518;183;337;405;542
832;803;406;564;44;967
649;895;754;737;151;770
469;744;645;541;461;812
85;392;688;651;466;774
307;304;916;190;781;957
134;266;731;238;684;753
532;424;232;522;152;424
508;8;453;311;743;176
754;192;639;541;253;569
668;920;617;410;606;584
943;444;890;161;28;921
730;137;105;226;321;556
986;725;606;113;922;176
582;418;799;218;982;185
255;558;850;747;9;809
421;206;598;806;839;312
825;166;552;451;663;416
488;123;887;555;673;381
925;408;913;943;828;70
201;409;376;292;849;40
260;582;626;843;183;550
469;385;61;745;793;681
891;644;709;201;957;580
930;935;156;561;427;4
153;631;420;306;27;815
44;886;146;586;911;290
795;730;6;475;274;790
828;564;11;529;982;57
85;697;439;41;437;530
771;83;356;451;283;291
215;5;852;105;95;711
441;548;911;957;654;128
574;34;898;87;902;243
166;106;267;819;785;603
126;304;52;651;462;594
359;94;675;778;878;150
75;531;899;204;662;942
125;741;37;267;801;421
994;276;850;569;841;140
80;966;144;966;181;299
670;196;613;590;185;1
138;687;333;518;222;145
140;914;701;666;302;477
770;55;381;773;716;867
916;500;252;918;154;842
457;74;698;535;94;736
714;975;598;391;64;810
468;225;128;590;114;833
701;80;161;598;18;812
795;555;493;627;409;247
200;289;235;396;970;601
164;297;510;428;823;226
271;465;78;171;518;514
625;924;969;272;676;697
819;109;651;867;738;169
604;406;441;348;930;807
64;859;957;466;818;915
361;427;16;210;855;475
647;792;138;247;825;320
206;84;866;499;869;967
839;355;120;511;415;227
913;887;771;119;492;544
308;884;994;447;860;622
479;931;565;830;978;453
453;870;17;55;926;355
440;299;315;999;480;146
377;672;863;542;957;121
836;777;981;239;97;300
663;494;654;783;920;413
804;730;422;715;211;236
340;992;630;865;682;63
83;274;244;529;154;686
985;449;35;777;129;810
318;799;207;410;831;57
649;185;32;150;442;215
906;559;863;14;40;132
379;878;569;136;832;637
42;398;24;997;464;211
312;503;650;353;805;901
639;762;412;239;572;561
767;345;457;120;36;146
255;683;633;30;407;573
519;943;272;910;48;795
985;511;895;768;223;116
137;84;204;721;618;107
90;804;185;437;994;229
421;625;217;654;559;703
872;83;799;92;779;350
18;719;272;203;774;126
27;143;520;806;276;614
64;796;646;240;385;739
749;31;322;886;286;60
680;893;438;60;783;921
530;682;340;765;940;543
294;214;570;173;437;222
457;303;589;971;314;480
790;251;959;560;782;795
485;67;414;845;352;228
135;797;369;862;583;374
761;93;671;796;490;69
704;281;272;754;218;197
291;900;69;346;45;174
708;257;23;378;533;145
342;991;520;615;952;36
65;142;712;47;777;646
191;323;583;360;378;364
42;858;408;945;606;563
374;153;810;81;661;877
810;69;432;223;681;785
543;348;515;767;329;399
544;446;690;654;725;995
423;633;808;221;27;945
394;282;305;540;549;177
991;128;318;880;280;929
357;402;680;203;493;4
654;407;319;647;722;449
688;101;246;458;260;446
811;492;273;278;124;972
663;253;139;231;438;150
825;796;382;640;402;607
900;146;25;829;274;977
630;948;158;270;799;145
117;375;857;251;791;503
570;220;460;289;898;330
826;429;418;450;623;289
457;255;232;701;907;466
930;129;799;168;419;112
553;1;581;119;188;290
795;820;270;701;596;575
353;412;324;577;47;333
515;155;558;554;665;863
747;667;679;759;779;215
102;806;143;481;706;435
665;133;609;44;338;403
798;299;67;238;211;335
743;116;109;924;439;989
768;191;563;196;850;405
187;415;116;201;310;661
752;553;181;336;122;618
721;156;150;816;985;571
594;192;65;598;99;917
957;886;949;867;909;234
665;66;51;163;314;385
550;367;103;564;374;669
625;459;25;953;448;488
497;842;382;562;98;772
431;133;537;46;769;502
769;581;12;92;454;28
879;83;177;295;477;773
463;975;125;906;339;417
645;139;994;965;112;307
528;138;267;335;367;392
44;186;541;472;194;536
685;441;477;558;114;423
477;724;416;288;707;12
492;973;931;31;844;538
575;461;638;904;475;228
553;959;491;798;816;597
551;426;68;999;616;114
719;630;619;70;154;441
540;106;363;905;507;755
710;534;668;565;502;970
932;952;227;833;168;11
110;282;999;358;469;960
171;311;292;273;868;526
232;717;24;238;348;45
792;329;10;408;63;706
188;846;471;556;231;395
659;98;176;486;568;631
615;480;81;884;428;797
908;882;896;554;990;575
576;664;253;610;497;243
247;425;308;913;646;348
939;851;340;17;596;830
560;972;500;255;227;481
247;54;183;373;946;482
997;937;499;932;420;988
250;722;724;129;839;378
405;574;304;838;706;839
478;213;414;761;467;302
967;809;6;381;738;847
120;34;157;894;572;893
742;81;654;938;776;327
86;573;9;23;554;961
302;899;611;173;215;113
610;168;533;391;507;682
928;555;455;943;404;83
31;92;40;943;924;270
174;666;848;419;830;250
526;867;329;414;703;455
817;643;57;378;939;975
100;374;388;273;506;627
605;987;474;652;981;305
418;250;764;565;32;801
239;216;34;995;327;850
785;529;313;230;266;778
682;865;466;129;263;193
916;247;90;363;907;795
100;563;182;414;863;626
821;496;1;161;571;792
853;831;985;34;120;770
664;666;395;687;278;642
721;293;692;539;862;313
451;540;859;54;52;53
134;249;837;565;94;935
214;908;439;64;239;12
299;962;94;986;653;11
899;974;399;473;487;48
458;789;253;176;328;79
752;396;181;937;780;879
182;65;555;766;965;669
298;193;640;515;803;104
450;441;502;581;438;642
11;814;340;581;644;35
671;97;530;777;998;88
889;359;264;122;670;202
617;605;156;831;508;642
36;165;124;888;638;747
107;587;192;410;396;994
209;454;580;28;503;588
320;804;977;855;83;3
596;774;612;963;100;571
19;446;161;676;867;574
409;30;47;126;583;954
37;941;420;260;65;662
458;241;26;950;426;742
475;799;202;132;854;158
322;233;712;583;464;527
611;271;447;498;719;488
28;912;29;278;32;720
863;878;37;877;293;293
316;842;202;906;423;219
350;790;816;570;681;922
369;952;602;810;443;992
673;914;777;944;63;793
868;38;947;272;553;293
661;560;61;370;289;488
490;42;396;251;885;399
620;27;427;802;812;375
770;636;493;607;702;385
499;223;906;261;823;769
671;769;272;910;552;894
669;866;481;919;346;466
55;153;581;117;400;670
717;712;905;117;929;801
21;306;189;464;783;728
219;355;992;392;802;573
352;201;717;188;173;85
999;673;648;522;905;717
923;453;465;877;687;223
798;182;37;954;719;235
507;871;705;475;753;2
530;701;562;262;76;188
224;530;545;552;261;205
203;685;175;363;809;753
938;795;246;280;232;518
936;360;208;268;615;200
131;389;997;254;270;45
954;94;628;42;780;235
76;172;62;234;346;704
846;615;156;759;975;588
148;72;340;604;817;70
795;837;247;62;649;708
272;62;181;964;299;19
605;585;125;796;466;858
378;523;386;151;749;979
768;604;232;893;332;814
675;859;786;607;861;337
383;468;34;941;889;567
696;867;791;835;509;996
407;287;557;487;258;625
101;336;662;234;435;336
443;16;600;288;802;407
994;841;410;461;227;48
494;648;191;731;612;448
967;723;863;755;140;523
729;758;796;962;641;300
456;313;481;207;264;478
896;671;857;507;930;320
636;988;600;145;738;160
283;844;566;365;750;846
424;43;524;588;855;998
64;600;390;722;959;636
703;43;234;309;733;525
692;936;433;646;599;355
216;116;247;538;286;501
957;613;169;654;827;607
119;579;96;967;46;858
629;298;495;510;75;959
775;380;296;984;714;127
683;698;448;229;952;652
315;223;950;793;770;290
994;175;51;375;947;440
622;317;225;228;563;153
52;467;954;344;439;680
920;911;923;402;283;108
853;283;705;875;105;256
222;570;245;395;313;770
26;635;24;373;417;81
219;702;762;594;571;154
911;539;122;265;304;388
25;424;583;515;322;560
336;270;424;874;119;144
253;613;367;632;992;304
535;166;11;737;58;748
531;113;540;783;63;869
320;263;513;863;439;744
160;711;5;189;334;805
164;466;440;266;525;674
178;523;456;915;202;858
772;919;105;923;68;491
73;729;857;917;578;731
691;771;214;519;331;829
347;588;827;247;473;25
521;822;63;340;530;141
732;361;695;469;274;720
699;555;86;637;505;287
99;374;377;393;415;657
552;672;582;239;642;791
969;986;26;90;448;429
462;836;257;721;40;372
171;491;441;381;21;515
27;229;20;206;995;167
876;101;865;890;498;424
496;103;112;113;697;460
619;980;564;227;84;225
871;318;596;880;230;406
645;632;678;614;662;764
631;851;397;792;639;928
659;625;463;539;557;934
615;648;103;805;136;64
767;416;658;799;105;192
338;256;849;699;507;320
242;205;868;123;532;692
580;908;453;155;698;293
886;763;765;947;842;300
865;270;651;856;354;707
583;507;660;472;257;965
911;282;124;448;858;495
814;444;72;434;157;785
159;585;859;870;568;934
792;78;758;911;306;818
61;476;782;643;709;454
663;963;119;934;611;894
18;621;578;655;356;93
673;871;363;749;398;779
84;39;627;937;231;947
528;343;673;889;114;107
57;260;310;618;339;639
148;416;346;127;389;430
533;706;733;38;653;62
69;63;379;799;871;246
55;419;381;521;484;337
222;2;618;925;174;560
273;216;724;988;360;388
265;311;328;91;926;657
508;46;114;121;279;426
380;503;483;927;170;141
914;913;908;488;593;767
946;326;25;208;57;707
725;75;616;580;175;488
805;962;482;930;671;408
113;377;829;298;48;842
549;786;991;833;538;914
440;221;293;216;971;557
212;462;470;874;300;605
129;327;246;101;60;948
815;283;654;344;767;880
430;360;565;164;514;278
132;703;392;902;790;754
415;522;883;817;219;603
863;203;871;542;938;840
515;89;102;230;253;201
402;852;624;22;69;915
386;998;262;729;226;940
920;374;173;875;22;927
980;414;966;824;500;376
757;861;306;995;238;61
225;764;891;483;353;311
337;983;947;72;90;442
745;556;401;421;701;716
551;572;94;211;155;287
358;685;466;981;281;396
209;736;929;256;374;964
761;699;6;468;388;696
876;95;5;316;133;871
809;555;284;199;99;797
900;582;360;151;656;40
559;840;222;937;16;742
156;300;901;899;312;57
13;457;107;678;600;873
83;30;311;745;376;859
106;135;816;239;305;449
310;109;425;564;888;374
762;420;330;643;799;518
3;574;197;975;76;906
610;160;89;670;252;155
632;910;473;806;843;221
976;47;596;380;642;820
633;709;291;896;603;962
204;376;294;160;208;645
622;377;848;194;634;784
849;72;240;233;266;470
542;515;22;86;559;86
707;810;440;290;563;258
891;558;977;380;514;113
391;856;252;866;139;987
912;737;51;59;552;614
105;542;186;28;973;454
883;999;380;550;878;585
480;995;741;892;47;908
525;341;468;688;203;906
724;787;663;451;338;799
498;285;699;906;136;991
53;824;25;991;701;843
530;97;102;683;772;25
898;736;776;578;722;910
844;375;128;244;290;21
203;854;165;874;536;819
64;442;100;750;646;348
214;656;467;659;58;131
261;156;228;582;240;960
910;169;806;67;156;99
526;330;346;204;755;265
886;888;358;596;203;503
210;298;299;421;736;431
713;798;613;242;758;955
723;300;167;888;387;262
622;521;331;846;556;970
942;288;497;691;104;804
881;625;511;593;535;454
875;555;225;558;404;163
35;390;878;914;177;935
779;101;891;668;553;906
530;734;688;974;514;838
948;302;597;355;46;670
92;840;300;527;371;181
913;863;518;423;270;556
494;312;203;251;475;942
600;403;221;973;5;235
450;215;512;429;516;959
21;626;348;765;406;602
315;512;474;591;813;148
471;313;537;697;651;562
35;537;970;407;297;778
668;629;408;741;830;287
419;497;484;499;552;491
172;352;154;209;76;224
681;338;997;127;975;282
67;916;187;998;146;1
195;33;827;353;263;860
764;818;245;382;509;911
262;200;251;527;482;136
315;762;665;179;378;898
580;929;682;527;363;930
259;360;568;317;664;953
114;145;183;902;793;204
72;714;936;538;831;512
867;586;200;575;264;695
212;995;749;11;432;398
513;124;45;37;335;813
316;261;401;483;965;920
108;155;465;764;843;304
168;901;893;126;651;800
281;401;286;226;639;801
239;224;427;750;408;657
883;691;120;989;665;887
881;550;333;401;157;91
976;807;710;119;994;889
282;89;905;606;368;746
208;221;149;608;734;253
691;625;634;260;963;978
197;380;966;270;521;120
566;241;37;162;748;737
469;795;115;200;637;436
966;649;40;647;299;956
125;630;410;747;585;941
396;897;552;224;700;473
477;789;812;29;517;188
620;437;928;448;211;271
924;658;649;433;529;937
447;249;888;755;946;184
483;342;48;585;893;74
376;472;678;864;605;757
882;809;145;683;574;859
875;612;977;652;21;942
192;626;122;580;150;284
548;367;719;382;257;611
613;158;57;200;75;970
917;901;608;808;484;453
947;100;994;911;94;813
697;857;230;859;315;516
221;361;169;710;890;667
342;190;453;727;805;966
870;487;407;189;769;233
923;623;338;997;77;521
693;83;430;19;19;588
967;467;167;157;977;562
794;778;243;201;2;684
603;146;143;165;686;368
389;865;201;283;118;940
106;97;210;7;749;960
937;914;560;493;746;900
838;503;972;706;214;665
537;861;639;585;510;590
817;493;191;310;146;584
986;729;514;557;154;595
643;827;958;905;624;764
191;295;992;276;74;471
130;29;122;606;794;954
463;720;140;904;749;179
503;791;653;1;670;309
853;826;95;493;528;378
555;920;657;737;894;847
323;222;69;656;352;457
762;219;343;555;200;889
59;647;243;981;511;319
770;57;837;976;736;420
38;856;680;923;385;610
847;987;70;572;309;227
325;596;143;884;180;82
309;784;911;896;491;765
700;106;202;82;812;39
972;996;808;435;88;642
76;83;788;329;315;812
378;628;894;358;792;501
583;802;685;807;563;303
919;56;281;148;411;209
832;367;262;140;698;582
31;301;657;500;915;453
89;628;497;259;212;515
892;178;883;762;924;401
580;779;659;32;383;533
232;80;21;906;967;208
713;508;952;534;788;510
572;131;556;331;544;577
731;91;275;124;361;886
847;449;219;513;364;223
600;468;714;698;205;697
713;616;405;741;961;895
499;660;983;313;172;542
902;989;888;941;111;208
485;504;588;677;151;208
973;435;849;1;797;950
76;314;929;770;628;187
381;315;476;467;769;826
632;402;354;134;402;932
54;837;423;684;184;18
335;702;345;975;157;971
533;907;62;674;228;581
320;763;730;995;720;361
275;466;463;918;737;640
938;147;557;490;8;389
601;650;760;718;373;801
41;935;506;688;196;282
760;851;38;692;837;17
260;431;810;351;644;475
579;501;529;241;772;46
964;244;121;29;185;771
61;839;526;740;614;846
990;937;363;571;463;657
736;512;281;600;104;72
150;762;805;995;225;177
864;963;24;981;343;467
135;545;22;894;100;278
481;574;360;894;41;759
954;161;191;688;204;340
918;698;79;380;708;78
112;505;345;419;496;750
961;977;922;723;140;130
813;521;512;111;245;711
858;166;187;940;485;925
519;810;656;659;931;134
823;123;721;956;964;698
500;664;293;311;609;399
223;760;78;284;688;846
874;297;160;635;674;828
166;163;817;372;768;517
999;906;391;50;987;889
425;652;82;683;572;706
907;558;163;98;665;572
697;687;538;191;103;580
959;14;273;843;67;548
154;670;28;529;879;908
991;371;900;912;558;392
620;655;726;341;838;470
599;542;428;301;698;63
671;224;347;926;101;951
333;453;79;52;174;984
322;924;171;341;436;475
73;843;748;335;155;635
850;962;8;368;312;512
654;127;500;3;832;863
850;380;558;312;224;407
252;758;840;85;445;799
939;552;674;5;424;222
239;527;45;901;360;539
741;568;912;882;325;411
768;712;60;254;898;188
363;997;191;449;407;199
996;83;56;712;499;636
304;727;448;407;882;902
775;272;638;190;766;44
520;828;335;285;576;402
648;131;773;215;668;627
877;224;700;334;810;991
875;523;684;131;125;887
114;589;375;734;252;200
888;594;823;819;935;130
642;838;945;784;200;896
814;388;75;179;966;504
408;350;592;241;102;459
465;254;307;962;761;488
736;621;623;446;334;27
890;979;93;802;797;484
78;251;96;426;629;823
739;818;685;782;387;532
869;37;934;351;163;539
663;450;759;773;428;636
603;441;163;860;27;632
182;966;863;125;274;429
539;111;123;948;191;995
658;536;623;88;344;937
620;964;329;497;970;540
689;365;671;80;52;401
690;655;934;752;655;67
883;1;641;685;29;904
390;225;387;861;236;172
752;771;546;854;271;428
453;198;796;167;603;565
215;274;126;193;474;396
191;770;287;96;803;971
226;429;730;247;41;226
128;160;594;684;180;857
46;769;777;536;974;811
457;652;292;333;962;67
229;486;429;600;55;232
956;456;519;158;731;326
676;876;984;191;175;848
39;590;313;795;714;892
650;904;339;771;491;489
206;706;167;10;838;77
277;392;657;261;950;414
741;963;569;890;266;552
367;552;42;782;617;847
600;227;108;798;337;373
52;415;577;526;241;694
151;811;856;823;163;720
11;929;603;349;372;114
756;428;308;527;870;924
734;79;71;723;419;490
68;971;275;583;768;516
474;24;64;684;203;900
970;272;318;388;558;72
760;81;498;299;275;609
461;461;903;946;40;673
733;3;231;623;894;168
597;18;355;655;673;251
42;347;476;60;907;188
996;32;484;699;197;627
311;697;55;584;24;263
347;490;176;627;183;622
193;310;149;78;838;408
622;64;793;720;798;652
870;310;295;440;238;333
722;42;630;643;815;759
29;609;219;557;26;788
211;987;198;134;928;871
508;361;814;660;154;255
929;716;256;676;706;278
506;262;890;116;600;831
786;431;631;318;124;465
880;563;11;373;790;36
954;24;69;736;118;181
588;66;404;113;74;593
120;234;477;504;375;186
69;411;991;225;536;350
90;828;500;725;804;967
922;234;453;831;792;723
528;622;765;251;924;793
879;592;205;65;421;815
386;476;401;419;367;481
203;363;342;848;421;316
326;138;406;748;50;442
15;720;347;745;153;784
741;22;597;731;555;998
595;665;404;699;616;870
774;804;497;407;992;487
436;699;510;418;87;984
626;8;468;757;117;920
623;262;519;36;99;511
465;632;127;994;549;797
38;278;207;955;114;382
643;65;76;301;511;271
823;204;779;698;366;700
699;822;611;393;925;314
296;901;16;156;807;384
785;373;2;28;429;42
894;515;80;256;124;910
166;490;380;188;265;574
155;355;188;945;419;964
125;983;806;484;969;128
31;980;135;114;497;357
701;843;182;563;103;119
30;922;651;629;806;99
313;127;440;180;369;596
734;38;437;681;272;151
621;326;722;221;830;727
873;234;837;343;355;91
730;737;102;190;32;368
432;678;293;608;715;79
41;848;88;288;627;191
822;142;726;233;273;932
208;168;585;658;141;207
485;429;906;120;631;724
297;449;187;79;377;215
911;118;545;162;998;658
330;940;902;476;454;175
298;307;877;523;894;365
497;380;644;749;702;621
48;221;136;559;280;391
578;73;635;835;219;713
419;545;139;279;16;381
281;154;297;577;987;423
202;332;974;110;307;295
210;549;419;672;416;866
658;283;88;300;417;987
590;717;20;407;657;605
5;445;384;36;934;798
552;291;600;858;42;611
509;405;303;724;200;85
117;732;463;87;203;249
619;703;702;424;930;404
105;98;110;232;169;362
828;384;530;279;21;596
766;483;48;554;31;672
233;290;562;275;470;618
541;319;695;299;611;551
214;756;223;702;17;219
744;205;89;756;353;27
357;381;385;287;274;782
587;706;317;528;419;613
539;335;801;126;564;443
667;2;913;18;606;22
375;410;294;979;483;927
625;255;77;829;145;654
22;353;308;759;351;855
285;285;3;583;921;822
26;95;417;661;749;884
488;913;135;147;708;791
921;291;642;915;234;630
152;528;23;605;997;427
788;788;225;518;211;891
598;5;822;481;591;868
38;352;818;596;496;218
455;5;251;95;17;265
987;772;452;243;343;480
644;150;753;420;221;817
301;363;327;263;266;100
516;498;376;928;365;863
928;942;841;39;543;173
39;376;900;247;985;985
254;672;868;713;724;923
277;875;312;625;743;766
532;913;500;397;495;112
242;869;41;468;520;305
279;885;42;53;760;515
370;911;968;178;171;903
750;414;270;839;48;650
225;123;787;675;520;520
338;707;525;87;350;730
551;902;728;547;696;691
724;256;413;139;339;572
281;481;998;655;964;285
129;117;965;243;702;948
121;340;771;689;968;298
833;716;688;140;198;37
570;289;480;319;715;261
291;92;536;626;375;812
86;432;149;187;758;713
293;60;164;891;388;690
383;812;653;989;702;882
525;734;131;967;618;666
284;555;348;472;360;837
250;684;504;3;11;700
796;650;618;212;608;767
183;292;284;792;501;140
558;737;514;184;94;978
115;967;855;158;859;810
238;297;706;368;329;829
448;895;647;22;663;935
955;469;878;355;208;867
211;141;935;882;390;636
621;137;891;403;951;779
102;463;132;362;884;66
363;293;307;971;715;578
814;280;788;245;374;763
564;313;192;955;309;997
122;262;16;642;426;944
596;765;208;333;77;760
403;112;588;249;872;595
487;595;888;481;630;284
958;856;646;239;651;385
186;16;60;912;421;702
166;848;857;123;952;618
392;414;635;641;590;180
190;927;381;186;356;383
958;820;289;806;293;427
45;775;416;426;581;97
87;115;766;932;239;322
394;921;65;482;850;968
402;877;816;865;824;450
327;825;19;732;635;172
754;680;826;23;937;243
94;117;93;944;345;630
635;392;250;210;885;833
132;256;967;91;802;483
583;195;455;870;698;496
705;423;692;603;932;731
503;501;746;511;84;210
675;886;142;50;279;343
204;661;418;748;67;426
602;265;977;620;551;539
691;582;388;341;262;323
695;281;136;705;98;754
966;250;631;984;913;67
36;697;524;344;46;330
681;208;909;445;725;247
116;35;601;880;167;200
466;938;53;488;80;35
49;449;323;153;90;759
722;7;203;886;585;955
855;126;50;586;689;685
404;306;556;449;319;805
814;99;160;376;511;597
966;867;609;278;242;404
225;946;415;488;681;67
283;587;711;187;514;570
112;504;543;58;553;623
35;558;511;609;594;991
719;211;903;113;174;878
181;575;714;72;317;979
482;607;159;840;339;299
784;303;25;221;570;433
824;956;908;880;930;897
528;773;759;135;937;769
962;721;241;394;505;542
674;773;598;723;468;148
589;459;224;801;719;751
257;716;36;468;776;834
450;677;876;747;929;954
160;418;495;664;848;268
524;111;993;595;417;658
940;797;539;683;877;335
470;234;147;835;466;754
808;3;895;224;49;494
496;131;111;634;586;963
652;395;20;158;824;926
563;572;733;324;678;907
570;326;821;247;75;834
35;72;525;980;648;875
205;239;881;792;959;450
674;118;191;478;705;299
83;576;88;602;381;349
222;820;453;19;713;289
552;899;995;739;872;758
704;691;602;604;705;597
718;95;62;703;846;564
938;573;411;613;631;241
448;792;187;730;748;762
592;702;491;572;295;642
601;777;217;91;349;357
557;750;416;164;863;985
764;53;620;316;65;453
863;71;856;191;522;636
782;47;15;223;969;549
313;425;393;58;739;10
699;282;219;151;779;793
324;318;160;724;258;958
453;716;430;515;920;330
549;98;485;951;904;683
29;830;577;776;713;370
289;676;431;489;362;154
404;70;390;130;200;603
508;109;550;701;804;128
916;261;297;758;512;443
714;249;548;618;855;800
453;96;147;352;815;57
819;712;486;593;666;115
180;518;8;887;438;346
396;198;363;418;696;186
194;384;72;387;292;873
340;730;316;230;361;197
304;335;458;724;807;523
398;249;319;788;812;684
214;405;257;389;100;280
616;954;220;743;550;315
474;402;932;475;413;248
620;823;288;153;469;638
255;881;301;13;165;842
645;636;180;697;54;691
974;371;936;745;648;200
376;844;425;651;681;210
41;535;528;762;351;849
723;544;789;744;679;668
132;114;910;632;55;276
823;942;977;302;888;781
61;450;651;901;401;509
88;649;503;876;866;990
511;393;326;737;45;440
133;606;391;712;609;282
470;742;933;455;409;757
944;155;703;234;900;274
252;54;420;792;337;778
580;675;95;376;94;793
917;294;797;68;844;463
625;433;37;801;680;190
802;825;87;184;630;731
882;805;976;912;858;406
172;961;736;262;156;311
173;937;138;487;356;925
818;928;491;793;120;990
783;582;138;616;151;247
169;197;185;501;443;368
94;700;922;508;360;688
720;264;795;137;597;741
570;311;427;92;571;725
586;874;397;501;44;117
537;198;923;355;825;30
171;456;408;535;518;493
886;896;872;903;650;415
690;493;948;556;876;553
509;85;962;604;30;328
826;472;524;506;545;338
929;952;845;107;800;162
735;545;298;215;809;188
404;331;522;304;88;575
769;525;225;291;301;852
732;911;910;555;778;590
923;57;560;461;939;24
993;172;585;53;112;418
620;331;901;417;134;544
406;844;357;319;238;238
821;784;259;646;649;466
821;693;352;363;626;296
367;62;646;851;151;736
679;842;211;309;459;251
52;771;336;593;60;189
544;743;564;269;889;804
214;938;165;94;223;808
642;131;695;319;824;147
531;143;969;365;593;977
766;999;939;513;903;481
52;441;530;920;151;822
830;200;641;778;221;614
714;298;27;762;618;224
821;403;772;274;976;672
626;46;505;790;548;878
215;948;628;31;346;509
412;560;102;299;643;528
509;564;79;14;23;77
42;966;238;454;860;142
393;999;206;660;718;431
528;398;17;592;858;723
268;501;286;577;777;595
785;487;346;965;509;12
42;613;909;935;248;406
482;737;493;32;744;123
517;167;899;723;741;603
20;166;504;738;400;740
270;430;178;882;895;335
711;470;658;236;396;60
81;173;537;232;612;751
922;575;443;909;879;168
889;815;871;472;705;869
163;561;572;544;411;552
7;715;997;658;557;932
93;323;579;550;121;498
102;165;319;430;776;996
835;114;736;873;34;838
32;710;134;323;690;957
436;567;342;941;726;938
627;367;469;23;521;915
912;656;430;773;37;840
593;343;234;392;459;364
153;898;17;393;260;425
716;729;965;83;282;765
289;972;741;377;712;16
16;647;84;779;762;539
799;965;309;741;630;387
432;793;589;461;863;729
433;237;857;954;27;726
132;498;417;150;758;22
185;385;620;984;73;675
791;59;874;842;568;529
700;401;551;881;787;801
534;954;757;872;498;24
466;559;973;435;484;277
965;624;867;259;448;887
378;881;388;978;612;420
282;123;551;89;817;1
959;543;124;624;259;376
455;230;668;202;103;394
766;539;901;970;533;744
387;208;971;282;359;970
197;532;423;609;649;502
205;195;731;966;697;204
808;92;795;509;716;787
819;564;826;473;187;716
269;675;658;357;282;977
389;415;164;875;646;325
553;140;97;716;423;161
262;536;424;328;855;825
92;234;659;157;422;679
429;609;325;539;239;798
711;266;925;615;118;592
746;418;415;691;822;561
644;10;768;167;681;282
572;517;586;875;445;12
724;808;796;816;764;747
282;362;745;196;296;415
259;184;396;811;69;162
204;139;457;81;526;626
231;53;445;752;141;706
238;666;287;374;119;98
290;323;317;962;702;179
670;98;200;597;598;994
438;56;808;868;513;849
285;861;349;870;357;688
49;466;437;686;432;756
480;217;312;856;658;282
533;584;552;891;896;887
493;84;646;800;694;826
460;673;727;813;315;400
306;147;162;935;743;822
734;204;473;378;84;139
824;460;130;243;422;621
447;291;651;583;647;355
278;890;223;622;495;186
607;355;308;970;242;809
136;529;690;770;737;370
976;659;132;389;577;578
407;670;944;912;193;13
261;446;14;714;430;825
635;576;140;688;904;101
930;208;431;460;258;759
540;847;907;813;417;801
20;719;699;491;357;587
858;505;270;357;717;424
958;834;158;453;846;220
151;760;580;878;872;102
498;696;288;438;903;89
717;645;50;725;590;2
284;778;397;681;925;915
753;817;26;71;871;803
317;509;40;391;572;559
295;533;638;899;810;396
562;505;927;779;118;680
25;647;163;829;985;490
777;124;206;21;856;197
908;340;478;204;115;501
806;412;768;522;968;7
676;940;825;392;754;611
993;358;920;4;967;633
704;847;354;41;460;178
618;865;341;820;261;743
999;280;76;820;226;958
802;883;369;243;895;566
894;934;780;410;401;457
336;64;78;909;503;155
760;798;905;361;410;297
882;327;717;706;94;886
495;626;68;768;702;345
860;933;278;642;811;60
849;773;71;556;173;369
897;203;696;917;432;720
491;276;27;302;123;33
511;167;345;651;618;158
935;58;61;806;470;353
941;286;735;457;794;535
640;840;630;762;841;904
237;503;647;346;217;834
11;366;154;200;872;974
322;91;741;845;932;901
668;73;256;905;266;155
11;892;209;258;614;694
10;522;118;415;6;551
296;900;636;638;601;375
23;963;600;397;184;810
749;381;745;777;664;263
511;353;887;97;965;281
262;883;150;177;343;655
689;105;969;367;635;447
